ageD,ageHour,ageMin,pip,piv,pp,pv,sfstone,af,ctcs,pif,tf,cv,ua,ux1,up1,khx,khp,ux,up,masfls,pasfls,rM,rG,w,s,pf1,pf2,pf,v,mSuc,mSor,mGlu,mFru,mSta,mSyn,"fruitIncidentPAR_umol_m2_s",fruitAbsorbedPAR_umol_s,"fruitAbsorbedRadiation_modelRad_s","fruitAbsorbedRadiation_m2_modelRad_m2_s",fruitLightArea_m2,fruitBerryCountEffective,fruitZ_m,fruitHeightBand4
34.083333333333336,818,49080,22.091233025867364,22.091233025867364,21.02445784944576,21.02445784944576,0.0,21.122313374943985,2.4140129135065522E-4,11.404926888558606,0.01228368863271844,0.09012880632877349,0.002419800179041836,0.0,0.0,0.005114536879205852,0.001604070582912728,0.03354761886279583,0.012235688019166155,1.1027879557787202E-4,1.4722143577771273E-6,2.465970548979893E-5,3.642491899084673E-4,6.836612085723654,0.8402741662553846,3.778883560373305,8.992059612274343,3.778883560373305,7.361783439633269,0.008950794629572698,0.043476532766072246,0.020799128784695017,0.05001220335090176,0.018995458746401635,0.23577168601809545,0.0,0.0,0.0,0.0,0.002105212725870405,1,0.40699813559335246,2
34.125,819,49140,21.998455141009984,21.998455141009984,20.918483880969237,20.918483880969237,0.0,21.189117836481827,2.4149514761505068E-4,11.40312935432067,0.011344114918458832,0.08931981884390115,0.002414777577253083,0.0,0.0,0.005128517532090283,0.001609143846889925,0.0333530541803798,0.012169925887948118,1.0870155756552285E-4,1.458792123194536E-6,2.4452966401839116E-5,3.6331832759982347E-4,6.870685045454653,0.8424140809247566,3.8197087111624315,9.118273679486494,3.8197087111624315,7.397193846032626,0.009041588346963298,0.043810385763111706,0.021156306242944397,0.04991394747827099,0.01920310902797396,0.23578137151228004,0.0,0.0,0.0,0.0,0.0021122313374943988,1,0.40699813559335246,2
34.166666666666664,820,49200,21.737662275469226,21.737662275469226,20.659448258079987,20.659448258079987,0.0,21.255835171197187,2.4155877850065043E-4,11.414673654453885,0.012552598045562094,0.08671478304415942,0.0023860980355374173,0.0,0.0,0.005142457664952967,0.0016142104942825448,0.033817154037598635,0.012281506495042022,1.0649881711730036E-4,1.4079376929830582E-6,2.5195752542369507E-5,3.587158430999199E-4,6.904782879428056,0.8445378056231135,3.7603911031279793,8.94787374457138,3.7603911031279793,7.432619007942502,0.009127447603235367,0.04412354722121445,0.021501399418803375,0.04983683126605452,0.01942011385566238,0.23579145710458257,0.0,0.0,0.0,0.0,0.002118911783648183,1,0.40699813559335246,2
34.208333333333336,821,49260,22.611858382608112,22.611858382608112,21.534405914423104,21.534405914423104,0.0,21.32641829386256,2.416525969700402E-4,11.352601977384227,0.005458312331966833,0.09600054754391313,0.002507730311199713,0.0,0.0,0.0051573131668676934,0.0016195707173181498,0.03182874141507776,0.011818817218760632,1.1346129243224489E-4,1.60542667743193E-6,2.119658336968274E-5,3.780103213502139E-4,6.940996264306666,0.8467054851224937,4.103575205828183,9.970848603496105,4.103575205828183,7.470187192508224,0.00923159695871155,0.044539212405172696,0.02185748395115176,0.04968912752703147,0.01959645248298936,0.23579951621373488,0.0,0.0,0.0,0.0,0.002125583517119719,1,0.40699813559335246,2
34.25,822,49320,22.58874300597069,22.58874300597069,21.291838825652906,21.291838825652906,0.0,21.401220048288685,2.417887912603328E-4,11.347746837441868,0.0038962624903643725,0.09591746076866985,0.00251239451965892,0.0,0.0,0.005173168056154917,0.0016252513116590873,0.030766096690631125,0.011492711747570371,1.102351728173212E-4,1.6065664588358943E-6,2.0791387184751777E-5,3.782783146987652E-4,6.979514953376807,0.8489298622510879,4.10359788242044,9.977877404706948,4.10359788242044,7.510096117283736,0.009358972790386949,0.04507455757861222,0.022222781261591423,0.049462653065871415,0.01972561810237409,0.23580526951109376,7.297737251326586,0.015563459722049358,0.04233561297449622,19.851253216148258,0.002132641829386256,1,0.40699813559335246,2
34.291666666666664,823,49380,22.067572091628968,22.067572091628968,20.065382646108343,20.065382646108343,0.0,21.471256768219124,2.4191495287399675E-4,11.415054729049412,0.007644847052810638,0.08993810517042874,0.0024440462731415385,0.0,0.0,0.005187850324736489,0.0016305700397818022,0.029661942750448936,0.011059880168127654,9.947046657334037E-5,1.4836500546062907E-6,2.4841459017076324E-5,3.661769386563329E-4,7.015536005612332,0.8511198041342981,3.695286538240762,8.77147246878898,3.695286538240762,7.547485883196268,0.009465838193390605,0.04551460759871329,0.02256466157937882,0.049317466472454566,0.01989629849440519,0.2358129455044189,63.95376225868378,0.13686885390140316,0.3664607309713725,171.23356992942837,0.0021401220048288686,1,0.40699813559335246,2
34.333333333333336,824,49440,21.655511099348665,21.655511099348665,18.99044048509961,18.99044048509961,0.0,21.528911372952322,2.4196514972832543E-4,11.488661735979854,0.0160246913204463,0.08498786340281367,0.0023838674374452107,0.0,0.0,0.005199521777044159,0.0016349484453939303,0.029870881414865453,0.011054889555814266,9.39531443502734E-5,1.3831426097713826E-6,3.0335840961759926E-5,3.558184104148669E-4,7.04491362879078,0.8532435792196303,3.0786625118064954,6.942541747882258,3.0786625118064954,7.578190865803048,0.009524814691164632,0.045654319788712275,0.02281933209150174,0.04943056126237441,0.020209435625716584,0.23582746369421662,101.98714223751726,0.2189792118038619,0.5848561031540835,272.39025151977296,0.0021471256768219125,1,0.40699813559335246,2
34.375,825,49500,21.704343755380897,21.704343755380897,18.756441681131808,18.756441681131808,0.0,21.575028020121135,2.41862779692292E-4,11.52441877102271,0.020593129042478144,0.08488069906756282,0.0023873654168991443,0.0,0.0,0.005208390042880989,0.0016384506355088544,0.030229990874285212,0.01117765368172644,9.487670584400574E-5,1.3866557274419318E-6,3.374807838827651E-5,3.559655718068322E-4,7.068047220923751,0.8553370583262994,2.7724216452510038,6.033613194613615,2.7724216452510038,7.602632882377688,0.009544538265532703,0.04544342730977554,0.022940271313627157,0.04986190844531195,0.020706068743773703,0.23585106777957288,126.26017237933036,0.2718244061088286,0.7331725697511987,340.55255142733984,0.002152891137295232,1,0.40699813559335246,2
34.416666666666664,826,49560,21.73204271367022,21.73204271367022,18.777334719224292,18.777334719224292,0.0,21.617765325488225,2.416297617802026E-4,11.52684298163409,0.019878032220237776,0.08501872477233409,0.0023942115892310795,0.0,0.0,0.0052164274148800305,0.001641696191670976,0.030070471770797646,0.011139059764253646,9.470286563196613E-5,1.3965034262365422E-6,3.458071998082144E-5,3.5681550471148584E-4,7.089352898125494,0.8574334766668446,2.8075629191439213,6.13927069525473,2.8075629191439213,7.6252488210422715,0.009549298433264,0.04505352350604307,0.022986929822954926,0.05045545153762439,0.02130480592987398,0.2358798647492031,128.9270689886299,0.27816051259817814,0.7335645877282906,340.0063198268661,0.0021575028020121138,1,0.40699813559335246,2
34.458333333333336,827,49620,21.76037065560466,21.76037065560466,18.962370286878183,18.962370286878183,0.0,21.662904832990513,2.4121754565488928E-4,11.5369573166995,0.01784701219408082,0.08498659267947077,0.002398742043515563,0.0,0.0,0.0052250294109948935,0.0016451241758517936,0.030172726646472338,0.011181898090757763,9.503114184225816E-5,1.4039284487545298E-6,3.661854432391486E-5,3.5722645881371997E-4,7.111994889025921,0.8595336234084575,2.9643049272627358,6.6069609490201024,2.9643049272627358,7.649203403656206,0.009545391136050047,0.04454446852072086,0.022985404450201835,0.051151592581163384,0.021974797502784877,0.23591238156626154,91.74011689106668,0.1983216317883938,0.5155739188554116,238.49547401993902,0.0021617765325488226,1,0.40699813559335246,2
