ageD,ageHour,ageMin,pip,piv,pp,pv,sfstone,af,ctcs,pif,tf,cv,ua,ux1,up1,khx,khp,ux,up,masfls,pasfls,rM,rG,w,s,pf1,pf2,pf,v,mSuc,mSor,mGlu,mFru,mSta,mSyn,"fruitIncidentPAR_umol_m2_s",fruitAbsorbedPAR_umol_s,"fruitAbsorbedRadiation_modelRad_s","fruitAbsorbedRadiation_m2_modelRad_m2_s",fruitLightArea_m2,fruitBerryCountEffective,fruitZ_m,fruitHeightBand4
34.083333333333336,818,49080,21.836356414448126,21.836356414448126,20.778127906631855,20.778127906631855,0.0,21.12226057545727,2.4136617621782749E-4,11.404097028600761,0.012283657927158716,0.08773373108804225,0.0023889973126626175,0.0,0.0,0.0051145240943883345,0.001604066573214456,0.03358959180904415,0.012208096905923919,1.0710618910410896E-4,1.4226654245896305E-6,2.465832742365828E-5,3.593055835559845E-4,6.836630444051676,0.840227208947729,3.7783773546173927,8.99075111075957,3.7783773546173927,7.361772449644007,0.00894514035132927,0.04345934039540708,0.02079910479365055,0.050015305136131574,0.018995458580951037,0.23577168601174625,0.0,0.0,0.0,0.0,0.0021052107074845767,1,0.3180981407474708,2
34.125,819,49140,21.759564713153537,21.759564713153537,20.68814012171812,20.68814012171812,0.0,21.189033297329836,2.4143899330798644E-4,11.40180321886763,0.011344069658346416,0.08707338514253497,0.0023854835709803232,0.0,0.0,0.005128497070619142,0.0016091374268182026,0.03339244135277851,0.012144050000495865,1.0574235428833784E-4,1.4122818380701746E-6,2.4450780576002067E-5,3.5862552351301197E-4,6.87071448620634,0.8423387783854523,3.819223235712904,9.11702028328241,3.819223235712904,7.397176222697247,0.009032642089808954,0.04378295902079574,0.021156243506933254,0.049918681539932216,0.01920310835834772,0.23578137148667944,0.0,0.0,0.0,0.0,0.002112226057545727,1,0.3180981407474708,2
34.166666666666664,820,49200,21.50640157858107,21.50640157858107,20.436734229797164,20.436734229797164,0.0,21.255718524544317,2.414822900463469E-4,11.412864129842974,0.012552529160075588,0.08454391767159103,0.002356768230792867,0.0,0.0,0.005142429444444607,0.0016142016359032025,0.033854596018035366,0.01225621229171668,1.0361882029564366E-4,1.3629547090901057E-6,2.5192682961448122E-5,3.540296964804666E-4,6.904822391446804,0.8444349161725536,3.7598111685236035,8.94633252069525,3.7598111685236035,7.43259421405465,0.009115391064880882,0.0440862816547209,0.02150127830324137,0.04984295988793058,0.01942011206393545,0.23579145703615778,0.0,0.0,0.0,0.0,0.0021189033297329836,1,0.3180981407474708,2
34.208333333333336,821,49260,22.440587347670608,22.440587347670608,21.37168154809093,21.37168154809093,0.0,21.3262798724549,2.4155919706567313E-4,11.3504172192201,0.0054582769042046085,0.09437452465966342,0.0024878734598471224,0.0,0.0,0.005157279692772867,0.001619560205320523,0.03186083850277472,0.011801500413347703,1.1137609917805107E-4,1.5717901507727598E-6,2.1193431090270406E-5,3.7481773168766234E-4,6.941046852689989,0.8465795661372255,4.103673411858378,9.97129741572447,4.103673411858378,7.470159081525755,0.009217045860333358,0.04449380353835923,0.021857291683110104,0.0496962713067184,0.01959644916908803,0.2357995160883847,0.0,0.0,0.0,0.0,0.002125571852454432,1,0.3180981407474708,2
34.25,822,49320,22.43886175300848,22.43886175300848,21.150661037759416,21.150661037759416,0.0,21.40107439376115,2.4168243576631548E-4,11.34526256634787,0.0038962359727980414,0.09449248352497815,0.002494860098347488,0.0,0.0,0.005173132848099143,0.0016252402503639184,0.030796476506910395,0.011478288172671562,1.0846119560511189E-4,1.5770986865369077E-6,2.0787870927500446E-5,3.754690501632292E-4,6.9795791219786505,0.8487862905039272,4.103903985024189,9.97893034867835,4.103903985024189,7.5100705535436045,0.00934260940401617,0.045022943769660144,0.022222512958991348,0.049470460000749984,0.01972561314500786,0.23580526932594972,8.896627253276844,0.018973196272429167,0.04885331732361805,22.907566446559287,0.00213262798724549,1,0.3180981407474708,2
34.291666666666664,823,49380,21.824549234456924,21.824549234456924,19.834628788828386,19.834628788828386,0.0,21.47110247860581,2.4179231265896592E-4,11.412157448279636,0.007644792117950125,0.08765361595228315,0.0024139528722104896,0.0,0.0,0.005187813045529726,0.0016305583227210064,0.029709279121201772,0.011035591893840336,9.673095336688095E-5,1.4360226205468917E-6,2.4836621151089112E-5,3.614001270068041E-4,7.015617515535689,0.8509540488318968,3.695492638414246,8.772278548167034,3.695492638414246,7.547463796055624,0.009447178696018204,0.04545525769649071,0.022564298079187306,0.04932606458154055,0.01989629059682544,0.23581294521038826,70.20997059838993,0.15025688039599258,0.3820450158326041,178.51674584336664,0.002140107439376115,1,0.3180981407474708,2
34.333333333333336,824,49440,21.374921890817543,21.374921890817543,18.72570670953251,18.72570670953251,0.0,21.528747374807875,2.4181961200203162E-4,11.485179959086427,0.016024569251123034,0.08238323794081807,0.002347333063849506,0.0,0.0,0.0051994821692856125,0.0016349359910479272,0.029931290827809678,0.011028566863821625,9.085690480884386E-5,1.3287157155296597E-6,3.0328847415706703E-5,3.500532241734098E-4,7.04502066910407,0.8530468746590608,3.0793740533212066,6.944827758028415,3.0793740533212066,7.578174965765983,0.009502939423706114,0.04558446534274434,0.02281883070691158,0.04943999542115923,0.02020942051730684,0.23582746312185837,110.46433541065181,0.237179106583319,0.5988871866187873,278.9270775525053,0.0021471102478605813,1,0.3180981407474708,2
34.375,825,49500,21.422254212766823,21.422254212766823,18.49265909364607,18.49265909364607,0.0,21.574865815163307,2.416917500211264E-4,11.520300119825505,0.020592974219614195,0.08227932321578263,0.0023506617692959455,0.0,0.0,0.0052083508852638375,0.0016384383173410177,0.030296842140193146,0.011153127336813435,9.176717690124534E-5,1.3322880608579877E-6,3.373897616799902E-5,3.501741742524004E-4,7.068189137605542,0.8551063647079304,2.773730912819653,6.037656067215053,2.773730912819653,7.602630615547999,0.009519264335654896,0.04536266429951097,0.022939574188642595,0.0498715523348644,0.02070603809675147,0.23585106658883623,136.9352076942593,0.29480434931665567,0.7523516771635023,349.4637491282357,0.0021528747374807877,1,0.3180981407474708,2
34.416666666666664,826,49560,21.45268697710508,21.45268697710508,18.51594014324154,18.51594014324154,0.0,21.617608877077966,2.4143320421333094E-4,11.522103043678701,0.019877888362327716,0.08244611227288842,0.0023578055060517024,0.0,0.0,0.0052163896634397685,0.0016416843106668367,0.030133898821976673,0.011113925939223723,9.162999857778059E-5,1.342740308565862E-6,3.457004784376485E-5,3.510729859025883E-4,7.089531805730738,0.857168859632122,2.8085832372788424,6.14246284917664,2.8085832372788424,7.625262343000815,0.00952078962143449,0.04496245875386183,0.02298597835009626,0.05046463123188226,0.021304749721200777,0.23587986252886958,138.21748315037152,0.2982023652278861,0.741593035146642,343.73007994581985,0.002157486581516331,1,0.3180981407474708,2
34.458333333333336,827,49620,21.488435920351453,21.488435920351453,18.706935075879652,18.706935075879652,0.0,21.662743577622813,2.4099616216437654E-4,11.531600301805593,0.017846879343637358,0.08249092512577771,0.0023632423454797965,0.0,0.0,0.005224990516670914,0.0016451119297977242,0.030228554418993223,0.011155608179352098,9.202364390554472E-5,1.3517835441330066E-6,3.660584950988103E-5,3.516256640866076E-4,7.112204436437527,0.859235642707519,2.9647196901273927,6.608368258731915,2.9647196901273927,7.6492267131297265,0.009513857236094705,0.044443852929020686,0.022984137159139564,0.05115965809279072,0.02197470268641774,0.23591237777862392,97.41313677152883,0.21058390902162116,0.5233771529158423,242.10686570002684,0.0021617608877077966,1,0.3180981407474708,2
