timestamp,year,dayOfYear,hourOfDay,latitude,longitude,rowDistance,plantDistance,rowOrientation,scenario,age_degreeDay,age_days,incomingRadiation,azimuth,zenith,solarElevation,leafAreaPerPlant,LAI,hourlyAbsorbedRadiation,fabsPlant,fparPlant,fabsSoil,fparSoil,fparGround,k,k_ground,fPARLow,fPARMid,fPARUp,fPARGlobal,fDiffuseLight,plantDensity,simuuid
2021-11-01T01:30:00,2021,305,1,-39.65708,176.87881,0.3,0.3,90.0,0,270.1157336919298,365.04166,0.0,172.4047362739042,118.28648232961535,-28.286482329615353,0.045679524719857034,0.5075502746650782,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.45,1.0,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T02:30:00,2021,305,2,-39.65708,176.87881,0.3,0.3,90.0,0,270.131192105039,365.08334,0.0,157.17793708447815,115.24589093778677,-25.24589093778677,0.045679524719857034,0.5075502746650782,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.45,1.0,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T03:30:00,2021,305,3,-39.65708,176.87881,0.3,0.3,90.0,0,270.14610114542813,365.125,0.0,143.44614036366167,109.52116035100951,-19.521160351009513,0.045679524719857034,0.5075502746650782,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.45,1.0,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T04:30:00,2021,305,4,-39.65708,176.87881,0.3,0.3,90.0,0,270.1623863823285,365.16666,0.0,131.47243939207166,101.72889894666824,-11.728898946668238,0.045679524719857034,0.5075502746650782,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.45,1.0,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T05:30:00,2021,305,5,-39.65708,176.87881,0.3,0.3,90.0,0,270.1702076971213,365.20834,0.0,121.03422842416553,91.6308034976252,-1.6308034976251946,0.045679524719857034,0.5075502746650782,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.45,1.0,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T06:30:00,2021,305,6,-39.65708,176.87881,0.3,0.3,90.0,0,270.1770643995244,365.25,204.4,111.6904851078063,81.88690504452428,8.113094955475717,0.045679524719857034,0.5075502746650782,0.0,0.0,0.0,0.758054869429798,0.3657099205631393,1.0,-0.0,0.0,0.0,0.0,0.0,0.45,1.0,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T07:30:00,2021,305,7,-39.65708,176.87881,0.3,0.3,90.0,0,270.192247914106,365.29166,983.9,102.92014075797367,70.93231927016792,19.067680729832077,0.045679524719857034,0.5075502746650782,0.21398132746254736,0.27487410666403816,0.46710208761549304,0.7565643020634673,0.370454645952263,0.5048717871275774,1.240124256783046,1.384963360550332,1.0180451906554908,1.053672060164305,0.9744825951655567,0.45,0.20076605176533188,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T08:30:00,2021,305,8,-39.65708,176.87881,0.3,0.3,90.0,0,270.2172910021452,365.33334,1942.2,94.11229104755718,59.54247853889797,30.457521461102033,0.045679524719857034,0.5075502746650782,0.2635862877713695,0.17152908780918916,0.29186706502517856,0.7772619734185625,0.3757472200288445,0.6906209110733107,0.6799788294415265,2.311471370571027,0.5906328611946003,0.7154359737740134,0.6495770040222917,0.45,0.13272190040782902,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T09:30:00,2021,305,9,-39.65708,176.87881,0.3,0.3,90.0,0,270.2471659017335,365.375,2875.0,84.40669792450888,48.01754448420224,41.98245551579776,0.045679524719857034,0.5075502746650782,0.3186004159530407,0.14006105829512483,0.23863473024862714,0.7668955539680836,0.3726309879517798,0.7470471859364552,0.5371724996590057,2.7082091803293586,0.5103281077017915,0.584122608129529,0.4697716950986312,0.45,0.10216306298346797,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
2021-11-01T10:30:00,2021,305,10,-39.65708,176.87881,0.3,0.3,90.0,0,270.27799441005993,365.41666,3360.6,72.24603295504437,36.72181882625558,53.27818117374442,0.045679524719857034,0.5075502746650782,0.33245109023448716,0.12503161835989354,0.21067019800646247,0.7621715701057948,0.3767906113926203,0.7766895901131498,0.4661036695098257,2.953781285647589,0.4747114112430841,0.49574344925594155,0.3985050105646959,0.4594049407837598,0.08616335406250449,11.11111111111111,"f855c612-9d38-4c7f-b599-eaf0ad04dce1"
