age_d,age_h,T,H_a,psi_x,Cpm,rho
37 ,7,17.4,95.8,-3.943313953,0.053169734,140.1158243
37 ,8,17.8,95.1,-3.943313953,0.053169734,139.8653035
37 ,9,18,95,-6.02921,0.177021793,139.6149531
37 ,10,18.8,92.1,-7.972955678,0.292433538,139.3647746
37 ,11,19.2,86.7,-9.642087932,0.39153985,139.1147693
37 ,12,18.8,92.3,-10.92285816,0.467586799,138.8649385
37 ,13,19.2,90.4,-11.72798398,0.515391909,138.6152836
37 ,14,18.7,93.7,-12.0025974,0.531697342,138.3658059
37 ,15,19.3,89.6,-11.72798398,0.515391909,138.1165067
37 ,16,19.6,86.2,-10.92285816,0.467586799,137.8673876
37 ,17,19.3,89.3,-9.642087932,0.39153985,137.6184496
37 ,18,18.4,92.1,-7.972955678,0.292433538,137.3696943
37 ,19,18,93.5,-6.02921,0.177021793,137.121123
37 ,20,18,92.3,-3.943313953,0.053169734,136.872737
37 ,21,17.7,91.9,-3.943313953,0.053169734,136.6245376
37 ,22,17.4,93.8,-3.943313953,0.053169734,136.3765262
37 ,23,17.2,95.9,-3.943313953,0.053169734,136.1287042
37 ,24,17.1,97.6,-3.943313953,0.053169734,135.8810729
38 ,1,17.2,97.1,-3.943313953,0.053169734,135.6336337
38 ,2,17.6,94.9,-3.943313953,0.053169734,135.3863879
38 ,3,17.8,95.9,-3.943313953,0.053169734,135.1393368
38 ,4,18.3,97.3,-3.943313953,0.053169734,134.8924818
38 ,5,18.2,98.1,-3.943313953,0.053169734,134.6458243
38 ,6,18,97.9,-3.943313953,0.053169734,134.3993655
38 ,7,17.9,98.1,-3.943313953,0.053169734,134.1531069
38 ,8,17.9,97.8,-3.943313953,0.053169734,133.9070498
38 ,9,18,97.7,-6.02921,0.177021793,133.6611955
38 ,10,18.7,97,-7.972955678,0.292433538,133.4155454
38 ,11,19,96.5,-9.642087932,0.39153985,133.1701008
38 ,12,19.2,95.7,-10.92285816,0.467586799,132.9248631
38 ,13,19.2,95.7,-11.72798398,0.515391909,132.6798337
38 ,14,19.4,95.6,-12.0025974,0.531697342,132.4350138
38 ,15,19.5,96.4,-11.72798398,0.515391909,132.1904048
38 ,16,19.1,97.9,-10.92285816,0.467586799,131.9460081
38 ,17,19.1,97.9,-9.642087932,0.39153985,131.7018251
38 ,18,19.1,97.8,-7.972955678,0.292433538,131.457857
38 ,19,19.6,94.2,-6.02921,0.177021793,131.2141052
38 ,20,19.3,91.7,-3.943313953,0.053169734,130.970571
38 ,21,18.5,92.1,-3.943313953,0.053169734,130.7272559
38 ,22,18,93.9,-3.943313953,0.053169734,130.4841612
38 ,23,17.7,96.2,-3.943313953,0.053169734,130.2412881
38 ,24,17.3,97.1,-3.943313953,0.053169734,129.9986381
39 ,1,16.2,98.6,-3.943313953,0.053169734,129.7562125
39 ,2,16.1,99.4,-3.943313953,0.053169734,129.5140127
39 ,3,14.8,99.3,-3.943313953,0.053169734,129.27204
39 ,4,14,99.8,-3.943313953,0.053169734,129.0302957
39 ,5,13.6,100,-3.943313953,0.053169734,128.7887812
39 ,6,13.1,100,-3.943313953,0.053169734,128.5474978
39 ,7,14,100,-3.943313953,0.053169734,128.3064469
39 ,8,17.3,92.8,-3.943313953,0.053169734,128.0656299
39 ,9,20.4,75.9,-6.02921,0.177021793,127.8250481
39 ,10,22.2,68.7,-7.972955678,0.292433538,127.5847027
39 ,11,21.9,70.7,-9.642087932,0.39153985,127.3445953
39 ,12,22.8,73,-10.92285816,0.467586799,127.1047271
39 ,13,23.7,71.6,-11.72798398,0.515391909,126.8650995
39 ,14,23.6,71.1,-12.0025974,0.531697342,126.6257138
39 ,15,22.6,74.8,-11.72798398,0.515391909,126.3865714
39 ,16,23,73.5,-10.92285816,0.467586799,126.1476736
39 ,17,20.7,81.8,-9.642087932,0.39153985,125.9090217
39 ,18,20.4,81.8,-7.972955678,0.292433538,125.6706172
39 ,19,18.7,84.2,-6.02921,0.177021793,125.4324613
39 ,20,17.4,91.7,-3.943313953,0.053169734,125.1945555
39 ,21,16.8,92.6,-3.943313953,0.053169734,124.956901
39 ,22,15.8,93,-3.943313953,0.053169734,124.7194992
39 ,23,16,92.9,-3.943313953,0.053169734,124.4823515
39 ,24,15.4,95.5,-3.943313953,0.053169734,124.2454592
40 ,1,14.8,97.5,-3.943313953,0.053169734,124.0088236
40 ,2,14.7,98.3,-3.943313953,0.053169734,123.7724462
40 ,3,14,98.5,-3.943313953,0.053169734,123.5363282
40 ,4,14.4,99.1,-3.943313953,0.053169734,123.3004709
40 ,5,14.5,99,-3.943313953,0.053169734,123.0648759
40 ,6,13.4,98.8,-3.943313953,0.053169734,122.8295443
40 ,7,14.4,99.2,-3.943313953,0.053169734,122.5944775
40 ,8,16.8,92.8,-3.943313953,0.053169734,122.3596769
40 ,9,18.9,85,-6.02921,0.177021793,122.1251439
40 ,10,21.9,67.2,-7.972955678,0.292433538,121.8908798
40 ,11,23.4,57.6,-9.642087932,0.39153985,121.6568859
40 ,12,24.3,48.1,-10.92285816,0.467586799,121.4231635
40 ,13,24.9,44.6,-11.72798398,0.515391909,121.1897141
40 ,14,25.9,41.8,-12.0025974,0.531697342,120.956539
40 ,15,25.7,41.5,-11.72798398,0.515391909,120.7236395
40 ,16,25.6,38.8,-10.92285816,0.467586799,120.4910169
40 ,17,25.3,37.5,-9.642087932,0.39153985,120.2586727
40 ,18,24.5,37.6,-7.972955678,0.292433538,120.0266081
40 ,19,23.3,38.4,-6.02921,0.177021793,119.7948246
40 ,20,21.9,41.3,-3.943313953,0.053169734,119.5633234
40 ,21,19.2,48.8,-3.943313953,0.053169734,119.3321059
40 ,22,17.8,53.4,-3.943313953,0.053169734,119.1011735
40 ,23,17.1,56.5,-3.943313953,0.053169734,118.8705275
40 ,24,16.2,58.2,-3.943313953,0.053169734,118.6401692
41 ,1,15.3,62.3,-3.943313953,0.053169734,118.4101
41 ,2,15.1,63.6,-3.943313953,0.053169734,118.1803213
41 ,3,14.7,65.5,-3.943313953,0.053169734,117.9508344
41 ,4,12.9,72.6,-3.943313953,0.053169734,117.7216406
41 ,5,14.8,55.2,-3.943313953,0.053169734,117.4927414
41 ,6,14.4,56.8,-3.943313953,0.053169734,117.2641379
41 ,7,14.4,63.3,-3.943313953,0.053169734,117.0358317
41 ,8,16.8,56.8,-3.943313953,0.053169734,116.8078239
41 ,9,18.6,51.6,-6.02921,0.177021793,116.5801161
41 ,10,18.9,51.1,-7.972955678,0.292433538,116.3527095
41 ,11,20.2,47.1,-9.642087932,0.39153985,116.1256055
41 ,12,21.5,45.4,-10.92285816,0.467586799,115.8988054
41 ,13,22.3,43.8,-11.72798398,0.515391909,115.6723106
41 ,14,23.1,40.8,-12.0025974,0.531697342,115.4461224
41 ,15,22.9,46.6,-11.72798398,0.515391909,115.2202421
41 ,16,22,56.1,-10.92285816,0.467586799,114.9946712
41 ,17,21.2,58.9,-9.642087932,0.39153985,114.769411
41 ,18,20.8,58.5,-7.972955678,0.292433538,114.5444628
41 ,19,20.1,59.6,-6.02921,0.177021793,114.3198279
41 ,20,18.6,68.1,-3.943313953,0.053169734,114.0955078
41 ,21,16.8,77.3,-3.943313953,0.053169734,113.8715037
41 ,22,15.1,85.4,-3.943313953,0.053169734,113.647817
41 ,23,13.8,91.3,-3.943313953,0.053169734,113.424449
41 ,24,13,94.6,-3.943313953,0.053169734,113.2014012
42 ,1,12.9,95.6,-3.943313953,0.053169734,112.9786748
42 ,2,12.4,96.6,-3.943313953,0.053169734,112.7562712
42 ,3,11.9,97.1,-3.943313953,0.053169734,112.5341918
42 ,4,11.4,97.2,-3.943313953,0.053169734,112.3124379
42 ,5,10.6,95.7,-3.943313953,0.053169734,112.0910107
42 ,6,9.6,95.7,-3.943313953,0.053169734,111.8699118
42 ,7,10.8,94.7,-3.943313953,0.053169734,111.6491424
42 ,8,13.3,87.4,-3.943313953,0.053169734,111.428704
42 ,9,15.9,77.2,-6.02921,0.177021793,111.2085977
42 ,10,18,64.4,-7.972955678,0.292433538,110.988825
42 ,11,19.8,56.2,-9.642087932,0.39153985,110.7693873
42 ,12,21.2,50.5,-10.92285816,0.467586799,110.5502858
42 ,13,22.6,51.9,-11.72798398,0.515391909,110.3315219
42 ,14,22.4,56.4,-12.0025974,0.531697342,110.1130971
42 ,15,22.7,56.5,-11.72798398,0.515391909,109.8950125
42 ,16,22.8,55.4,-10.92285816,0.467586799,109.6772696
42 ,17,22.7,57.3,-9.642087932,0.39153985,109.4598697
42 ,18,22.6,56.5,-7.972955678,0.292433538,109.2428142
42 ,19,21.7,60.4,-6.02921,0.177021793,109.0261044
42 ,20,20.3,67.9,-3.943313953,0.053169734,108.8097417
42 ,21,18.3,83.8,-3.943313953,0.053169734,108.5937273
42 ,22,16.7,89.7,-3.943313953,0.053169734,108.3780628
42 ,23,15.3,92.8,-3.943313953,0.053169734,108.1627493
42 ,24,14.5,93.3,-3.943313953,0.053169734,107.9477883
43 ,1,13.4,95.4,-3.943313953,0.053169734,107.733181
43 ,2,12.7,96.9,-3.943313953,0.053169734,107.5189289
43 ,3,11.9,97.1,-3.943313953,0.053169734,107.3050334
43 ,4,11.9,96.8,-3.943313953,0.053169734,107.0914956
43 ,5,10.8,97.3,-3.943313953,0.053169734,106.8783171
43 ,6,10.3,98.1,-3.943313953,0.053169734,106.665499
43 ,7,11.7,97.4,-3.943313953,0.053169734,106.4530429
43 ,8,15,85.4,-3.943313953,0.053169734,106.24095
43 ,9,18.6,70.1,-6.02921,0.177021793,106.0292217
43 ,10,21.6,51.1,-7.972955678,0.292433538,105.8178593
43 ,11,23.6,47.7,-9.642087932,0.39153985,105.6068642
43 ,12,25.4,47.1,-10.92285816,0.467586799,105.3962377
43 ,13,26,48.1,-11.72798398,0.515391909,105.1859812
43 ,14,27.2,42.7,-12.0025974,0.531697342,104.9760961
43 ,15,27.3,39,-11.72798398,0.515391909,104.7665835
43 ,16,26.8,40.1,-10.92285816,0.467586799,104.557445
43 ,17,26.4,42.6,-9.642087932,0.39153985,104.3486819
43 ,18,26.1,40.6,-7.972955678,0.292433538,104.1402955
43 ,19,25.2,40.1,-6.02921,0.177021793,103.9322871
43 ,20,23.8,45.7,-3.943313953,0.053169734,103.7246582
43 ,21,21.1,62.1,-3.943313953,0.053169734,103.51741
43 ,22,19.5,67.1,-3.943313953,0.053169734,103.3105439
43 ,23,19.8,58.1,-3.943313953,0.053169734,103.1040612
43 ,24,18.3,61.3,-3.943313953,0.053169734,102.8979634
44 ,1,16.7,64.7,-3.943313953,0.053169734,102.6922517
44 ,2,17,58.2,-3.943313953,0.053169734,102.4869275
44 ,3,17.4,54.9,-3.943313953,0.053169734,102.2819922
44 ,4,17,56,-3.943313953,0.053169734,102.077447
44 ,5,15.6,63.6,-3.943313953,0.053169734,101.8732934
44 ,6,12.3,81.9,-3.943313953,0.053169734,101.6695326
44 ,7,13.3,81.2,-3.943313953,0.053169734,101.4661661
44 ,8,18,60.7,-3.943313953,0.053169734,101.2631952
44 ,9,20.8,49.3,-6.02921,0.177021793,101.0606212
44 ,10,22.9,46.8,-7.972955678,0.292433538,100.8584455
44 ,11,24.6,41.9,-9.642087932,0.39153985,100.6566694
44 ,12,25.2,43.2,-10.92285816,0.467586799,100.4552943
44 ,13,27.3,41.4,-11.72798398,0.515391909,100.2543216
44 ,14,29.1,41.1,-12.0025974,0.531697342,100.0537524
44 ,15,29.5,39.8,-11.72798398,0.515391909,99.85358834
44 ,16,29.9,35,-10.92285816,0.467586799,99.65383061
44 ,17,29.1,37.3,-9.642087932,0.39153985,99.4544806
44 ,18,28.4,36.7,-7.972955678,0.292433538,99.25553964
44 ,19,26.8,38.8,-6.02921,0.177021793,99.0570091
44 ,20,25.4,41,-3.943313953,0.053169734,98.85889031
44 ,21,23.6,45.5,-3.943313953,0.053169734,98.66118463
44 ,22,22.5,48.4,-3.943313953,0.053169734,98.4638934
44 ,23,21.6,50.8,-3.943313953,0.053169734,98.26701798
44 ,24,21.1,51,-3.943313953,0.053169734,98.0705597
45 ,1,20.6,50.5,-3.943313953,0.053169734,97.87451992
45 ,2,19.5,53.8,-3.943313953,0.053169734,97.67889966
45 ,3,17.7,59.6,-3.943313953,0.053169734,97.48369867
45 ,4,17,59.1,-3.943313953,0.053169734,97.28891637
45 ,5,16.4,60.2,-3.943313953,0.053169734,97.09455219
45 ,6,16.5,59.9,-3.943313953,0.053169734,96.90060555
45 ,7,16.7,61.5,-3.943313953,0.053169734,96.70707587
45 ,8,18.4,57.6,-3.943313953,0.053169734,96.51396258
45 ,9,20.7,49.6,-6.02921,0.177021793,96.32126509
45 ,10,22.2,47.4,-7.972955678,0.292433538,96.12898284
45 ,11,23.5,45,-9.642087932,0.39153985,95.93711525
45 ,12,24.9,42.2,-10.92285816,0.467586799,95.74566174
45 ,13,25.9,41.3,-11.72798398,0.515391909,95.55462173
45 ,14,27,39.1,-12.0025974,0.531697342,95.36399464
45 ,15,27.9,37.4,-11.72798398,0.515391909,95.17377991
45 ,16,28.8,36,-10.92285816,0.467586799,94.98397696
45 ,17,26.4,48.9,-9.642087932,0.39153985,94.7945852
45 ,18,24.3,53.2,-7.972955678,0.292433538,94.60560406
45 ,19,24.3,54.2,-6.02921,0.177021793,94.41703297
45 ,20,22.9,64.8,-3.943313953,0.053169734,94.22887135
45 ,21,21.2,73.3,-3.943313953,0.053169734,94.04111862
45 ,22,19.1,82.2,-3.943313953,0.053169734,93.85377421
45 ,23,17.8,88.4,-3.943313953,0.053169734,93.66683754
45 ,24,17,88.7,-3.943313953,0.053169734,93.48030803
46 ,1,15.9,90.7,-3.943313953,0.053169734,93.2941851
46 ,2,14.8,91.6,-3.943313953,0.053169734,93.10846819
46 ,3,13.5,93.4,-3.943313953,0.053169734,92.92315671
46 ,4,12.5,95.1,-3.943313953,0.053169734,92.73825009
46 ,5,11.8,96.4,-3.943313953,0.053169734,92.55374775
46 ,6,11.4,96.9,-3.943313953,0.053169734,92.36964911
46 ,7,12.9,94.5,-3.943313953,0.053169734,92.18595361
46 ,8,17.2,78.2,-3.943313953,0.053169734,92.00266065
46 ,9,21,64.3,-6.02921,0.177021793,91.81976967
46 ,10,23.4,53.7,-7.972955678,0.292433538,91.63728009
46 ,11,25,49.7,-9.642087932,0.39153985,91.45519133
46 ,12,26.3,48.9,-10.92285816,0.467586799,91.27350282
46 ,13,26.2,54.4,-11.72798398,0.515391909,91.09221397
46 ,14,26.8,53.2,-12.0025974,0.531697342,90.91132422
46 ,15,26.3,52.5,-11.72798398,0.515391909,90.73083299
46 ,16,25.6,52,-10.92285816,0.467586799,90.5507397
46 ,17,26,49.1,-9.642087932,0.39153985,90.37104377
46 ,18,25.8,47.2,-7.972955678,0.292433538,90.19174462
46 ,19,25.6,45.1,-6.02921,0.177021793,90.01284169
46 ,20,24.2,49.9,-3.943313953,0.053169734,89.8343344
46 ,21,22.7,58,-3.943313953,0.053169734,89.65622216
46 ,22,20.6,68.6,-3.943313953,0.053169734,89.4785044
46 ,23,18.6,81,-3.943313953,0.053169734,89.30118055
46 ,24,17.1,87.5,-3.943313953,0.053169734,89.12425003
47 ,1,16.3,90.7,-3.943313953,0.053169734,88.94771226
47 ,2,15.4,92.7,-3.943313953,0.053169734,88.77156666
47 ,3,15.2,93.8,-3.943313953,0.053169734,88.59581267
47 ,4,14.5,94.5,-3.943313953,0.053169734,88.4204497
47 ,5,13.8,95.7,-3.943313953,0.053169734,88.24547717
47 ,6,13.4,96.3,-3.943313953,0.053169734,88.07089452
47 ,7,14.6,93.8,-3.943313953,0.053169734,87.89670115
47 ,8,17.1,85.4,-3.943313953,0.053169734,87.72289651
47 ,9,20.5,74.3,-6.02921,0.177021793,87.54948001
47 ,10,22.8,68.1,-7.972955678,0.292433538,87.37645107
47 ,11,23.8,64.4,-9.642087932,0.39153985,87.20380912
47 ,12,25,57.3,-10.92285816,0.467586799,87.03155358
47 ,13,25.2,52.5,-11.72798398,0.515391909,86.85968388
47 ,14,24.8,62.9,-12.0025974,0.531697342,86.68819943
47 ,15,25,63.3,-11.72798398,0.515391909,86.51709967
47 ,16,25.1,65.2,-10.92285816,0.467586799,86.34638401
47 ,17,24.8,68,-9.642087932,0.39153985,86.17605189
47 ,18,24.4,65.9,-7.972955678,0.292433538,86.00610271
47 ,19,23.8,66.5,-6.02921,0.177021793,85.83653591
47 ,20,22.2,73.4,-3.943313953,0.053169734,85.66735092
47 ,21,20.5,81.6,-3.943313953,0.053169734,85.49854714
47 ,22,19.9,83.1,-3.943313953,0.053169734,85.33012402
47 ,23,19.8,79.3,-3.943313953,0.053169734,85.16208096
47 ,24,19.2,79.3,-3.943313953,0.053169734,84.9944174
48 ,1,18.4,80.4,-3.943313953,0.053169734,84.82713276
48 ,2,17.9,78,-3.943313953,0.053169734,84.66022645
48 ,3,17.6,79.3,-3.943313953,0.053169734,84.49369792
48 ,4,17.3,80.5,-3.943313953,0.053169734,84.32754657
48 ,5,16.8,76.9,-3.943313953,0.053169734,84.16177183
48 ,6,16.4,76.5,-3.943313953,0.053169734,83.99637313
48 ,7,16.4,77.3,-3.943313953,0.053169734,83.83134989
48 ,8,16.8,76.4,-3.943313953,0.053169734,83.66670153
48 ,9,18,71.9,-6.02921,0.177021793,83.50242748
48 ,10,18.7,67.8,-7.972955678,0.292433538,83.33852716
48 ,11,20.2,60.2,-9.642087932,0.39153985,83.175
48 ,12,20.9,59.2,-10.92285816,0.467586799,83.0118454
48 ,13,21.1,61.7,-11.72798398,0.515391909,82.84906282
48 ,14,22,57,-12.0025974,0.531697342,82.68665165
48 ,15,22,56.8,-11.72798398,0.515391909,82.52461133
48 ,16,22.4,56.5,-10.92285816,0.467586799,82.36294129
48 ,17,21.8,62.1,-9.642087932,0.39153985,82.20164094
48 ,18,20,67.9,-7.972955678,0.292433538,82.0407097
48 ,19,18.8,72.1,-6.02921,0.177021793,81.88014701
48 ,20,18,75,-3.943313953,0.053169734,81.71995229
48 ,21,17.4,75.2,-3.943313953,0.053169734,81.56012495
48 ,22,17.1,76.2,-3.943313953,0.053169734,81.40066443
48 ,23,16.9,78.5,-3.943313953,0.053169734,81.24157015
48 ,24,16.3,83,-3.943313953,0.053169734,81.08284152
49 ,1,15,88.8,-3.943313953,0.053169734,80.92447798
49 ,2,14,93.1,-3.943313953,0.053169734,80.76647894
49 ,3,14.7,92,-3.943313953,0.053169734,80.60884384
49 ,4,15.3,90.1,-3.943313953,0.053169734,80.45157209
49 ,5,15.3,90.7,-3.943313953,0.053169734,80.29466312
49 ,6,15.2,90.5,-3.943313953,0.053169734,80.13811635
49 ,7,15.6,89.4,-3.943313953,0.053169734,79.9819312
49 ,8,16.9,85.6,-3.943313953,0.053169734,79.8261071
49 ,9,18.8,80.4,-6.02921,0.177021793,79.67064348
49 ,10,20.6,72.3,-7.972955678,0.292433538,79.51553975
49 ,11,22.5,62.3,-9.642087932,0.39153985,79.36079534
49 ,12,23.6,61.9,-10.92285816,0.467586799,79.20640967
49 ,13,23.1,68.6,-11.72798398,0.515391909,79.05238217
49 ,14,24.6,60,-12.0025974,0.531697342,78.89871226
49 ,15,24.4,60.1,-11.72798398,0.515391909,78.74539936
49 ,16,23.5,63.2,-10.92285816,0.467586799,78.5924429
49 ,17,23.4,60.3,-9.642087932,0.39153985,78.4398423
49 ,18,23.1,65.2,-7.972955678,0.292433538,78.28759698
49 ,19,23,63.7,-6.02921,0.177021793,78.13570637
49 ,20,22.3,64.9,-3.943313953,0.053169734,77.98416989
49 ,21,20.7,73.8,-3.943313953,0.053169734,77.83298697
49 ,22,18.6,84.2,-3.943313953,0.053169734,77.68215703
49 ,23,17.5,87.2,-3.943313953,0.053169734,77.53167949
49 ,24,16.5,88.5,-3.943313953,0.053169734,77.38155377
50 ,1,15.4,89.2,-3.943313953,0.053169734,77.2317793
50 ,2,13.8,93.1,-3.943313953,0.053169734,77.08235551
50 ,3,12.7,95.1,-3.943313953,0.053169734,76.93328181
50 ,4,11.8,96.2,-3.943313953,0.053169734,76.78455763
50 ,5,11.1,96.8,-3.943313953,0.053169734,76.6361824
50 ,6,10.9,97.5,-3.943313953,0.053169734,76.48815553
50 ,7,12.3,96.6,-3.943313953,0.053169734,76.34047645
50 ,8,16.5,84.5,-3.943313953,0.053169734,76.19314459
50 ,9,20.5,62.7,-6.02921,0.177021793,76.04615936
50 ,10,22.8,56.3,-7.972955678,0.292433538,75.8995202
50 ,11,25.2,51.5,-9.642087932,0.39153985,75.75322652
50 ,12,26.2,49.4,-10.92285816,0.467586799,75.60727775
50 ,13,27,46.3,-11.72798398,0.515391909,75.46167331
50 ,14,27.1,44.6,-12.0025974,0.531697342,75.31641263
50 ,15,27.1,49.3,-11.72798398,0.515391909,75.17149512
50 ,16,26.5,54.1,-10.92285816,0.467586799,75.02692022
50 ,17,25.4,60.8,-9.642087932,0.39153985,74.88268735
50 ,18,24,65.1,-7.972955678,0.292433538,74.73879592
50 ,19,23.9,61.6,-6.02921,0.177021793,74.59524537
50 ,20,23.3,62.8,-3.943313953,0.053169734,74.45203511
50 ,21,22.1,66.9,-3.943313953,0.053169734,74.30916458
50 ,22,20.5,76,-3.943313953,0.053169734,74.16663319
50 ,23,19.1,82.6,-3.943313953,0.053169734,74.02444036
50 ,24,18.5,83.8,-3.943313953,0.053169734,73.88258553
51 ,1,18,86.5,-3.943313953,0.053169734,73.74106811
51 ,2,17.8,88,-3.943313953,0.053169734,73.59988753
51 ,3,17.3,91.4,-3.943313953,0.053169734,73.45904321
51 ,4,17,92,-3.943313953,0.053169734,73.31853458
51 ,5,16.6,92.7,-3.943313953,0.053169734,73.17836106
51 ,6,16,94.4,-3.943313953,0.053169734,73.03852207
51 ,7,16.8,93.1,-3.943313953,0.053169734,72.89901703
51 ,8,19.4,84.5,-3.943313953,0.053169734,72.75984538
51 ,9,22,76.8,-6.02921,0.177021793,72.62100653
51 ,10,23.2,71.1,-7.972955678,0.292433538,72.4824999
51 ,11,23.5,70.8,-9.642087932,0.39153985,72.34432493
51 ,12,25,63.9,-10.92285816,0.467586799,72.20648103
51 ,13,26.4,58.9,-11.72798398,0.515391909,72.06896763
51 ,14,26.6,56.9,-12.0025974,0.531697342,71.93178415
51 ,15,26,57.2,-11.72798398,0.515391909,71.79493001
51 ,16,25.8,58,-10.92285816,0.467586799,71.65840464
51 ,17,24.4,64.7,-9.642087932,0.39153985,71.52220746
51 ,18,22.7,72.3,-7.972955678,0.292433538,71.3863379
51 ,19,21.6,79.7,-6.02921,0.177021793,71.25079538
51 ,20,20.6,84,-3.943313953,0.053169734,71.11557932
51 ,21,18.4,95.1,-3.943313953,0.053169734,70.98068914
51 ,22,18.2,96.2,-3.943313953,0.053169734,70.84612428
51 ,23,18,96.6,-3.943313953,0.053169734,70.71188415
51 ,24,18.1,96.8,-3.943313953,0.053169734,70.57796817
52 ,1,18,97.3,-3.943313953,0.053169734,70.44437578
52 ,2,17.9,97.9,-3.943313953,0.053169734,70.31110639
52 ,3,17.7,97.7,-3.943313953,0.053169734,70.17815943
52 ,4,17.2,97.7,-3.943313953,0.053169734,70.04553432
52 ,5,16.9,98.2,-3.943313953,0.053169734,69.91323048
52 ,6,17,97.2,-3.943313953,0.053169734,69.78124734
52 ,7,15.7,92.5,-3.943313953,0.053169734,69.64958432
52 ,8,16.1,89.2,-3.943313953,0.053169734,69.51824085
52 ,9,17.1,83.8,-6.02921,0.177021793,69.38721635
52 ,10,18.5,78.3,-7.972955678,0.292433538,69.25651024
52 ,11,19.2,74.5,-9.642087932,0.39153985,69.12612194
52 ,12,19.4,73,-10.92285816,0.467586799,68.99605089
52 ,13,19.3,73.9,-11.72798398,0.515391909,68.86629649
52 ,14,18.6,78,-12.0025974,0.531697342,68.73685819
52 ,15,19,75.1,-11.72798398,0.515391909,68.60773539
52 ,16,18.3,74.6,-10.92285816,0.467586799,68.47892753
52 ,17,18.1,73,-9.642087932,0.39153985,68.35043403
52 ,18,17.9,73.4,-7.972955678,0.292433538,68.2222543
52 ,19,17.3,73.6,-6.02921,0.177021793,68.09438779
52 ,20,16.1,82.3,-3.943313953,0.053169734,67.9668339
52 ,21,15.1,90.8,-3.943313953,0.053169734,67.83959206
52 ,22,14.8,93.8,-3.943313953,0.053169734,67.71266169
52 ,23,14.3,93.5,-3.943313953,0.053169734,67.58604223
52 ,24,14.1,95.9,-3.943313953,0.053169734,67.45973309
53 ,1,13.7,97.1,-3.943313953,0.053169734,67.33373369
53 ,2,13.7,97.1,-3.943313953,0.053169734,67.20804346
53 ,3,13.7,96.9,-3.943313953,0.053169734,67.08266183
53 ,4,13.6,97.2,-3.943313953,0.053169734,66.95758821
53 ,5,13.4,97.1,-3.943313953,0.053169734,66.83282203
53 ,6,12.3,97.7,-3.943313953,0.053169734,66.70836272
53 ,7,12.6,98.8,-3.943313953,0.053169734,66.58420969
53 ,8,14.4,96.5,-3.943313953,0.053169734,66.46036238
53 ,9,16.5,86.1,-6.02921,0.177021793,66.3368202
53 ,10,17.9,82.3,-7.972955678,0.292433538,66.21358257
53 ,11,18.9,79.4,-9.642087932,0.39153985,66.09064893
53 ,12,19.9,76,-10.92285816,0.467586799,65.9680187
53 ,13,20.6,75.2,-11.72798398,0.515391909,65.84569129
53 ,14,21.2,74.6,-12.0025974,0.531697342,65.72366613
53 ,15,21.5,73.2,-11.72798398,0.515391909,65.60194265
53 ,16,22.1,71.8,-10.92285816,0.467586799,65.48052027
53 ,17,22.3,70.8,-9.642087932,0.39153985,65.35939842
53 ,18,21.1,71.7,-7.972955678,0.292433538,65.23857651
53 ,19,20.8,72.2,-6.02921,0.177021793,65.11805397
53 ,20,20,77.6,-3.943313953,0.053169734,64.99783022
53 ,21,19,80.1,-3.943313953,0.053169734,64.87790469
53 ,22,18.8,84.5,-3.943313953,0.053169734,64.7582768
53 ,23,18.1,85.7,-3.943313953,0.053169734,64.63894598
53 ,24,16.9,90.6,-3.943313953,0.053169734,64.51991164
54 ,1,15.4,91.2,-3.943313953,0.053169734,64.40117322
54 ,2,13.9,90.9,-3.943313953,0.053169734,64.28273013
54 ,3,12.6,93.6,-3.943313953,0.053169734,64.1645818
54 ,4,11.9,93.5,-3.943313953,0.053169734,64.04672765
54 ,5,11.3,94.2,-3.943313953,0.053169734,63.9291671
54 ,6,10.9,94.3,-3.943313953,0.053169734,63.81189959
54 ,7,11.8,93.2,-3.943313953,0.053169734,63.69492453
54 ,8,14.5,84,-3.943313953,0.053169734,63.57824134
54 ,9,17.3,76.6,-6.02921,0.177021793,63.46184946
54 ,10,19.6,67.4,-7.972955678,0.292433538,63.3457483
54 ,11,21.3,62.1,-9.642087932,0.39153985,63.22993728
54 ,12,22.2,59.9,-10.92285816,0.467586799,63.11441584
54 ,13,22,60.7,-11.72798398,0.515391909,62.99918339
54 ,14,22,59.5,-12.0025974,0.531697342,62.88423936
54 ,15,22.5,58,-11.72798398,0.515391909,62.76958317
54 ,16,22.5,56.9,-10.92285816,0.467586799,62.65521425
54 ,17,22.2,57.8,-9.642087932,0.39153985,62.54113201
54 ,18,21.8,60.5,-7.972955678,0.292433538,62.42733589
54 ,19,21.2,64.2,-6.02921,0.177021793,62.3138253
54 ,20,20.4,70,-3.943313953,0.053169734,62.20059967
54 ,21,18.7,80.1,-3.943313953,0.053169734,62.08765843
54 ,22,17.3,88.2,-3.943313953,0.053169734,61.97500099
54 ,23,16.5,91.3,-3.943313953,0.053169734,61.86262678
54 ,24,15.6,94.2,-3.943313953,0.053169734,61.75053522
55 ,1,15,94.7,-3.943313953,0.053169734,61.63872574
55 ,2,14.2,95.8,-3.943313953,0.053169734,61.52719776
55 ,3,13.7,97,-3.943313953,0.053169734,61.41595071
55 ,4,13.3,97.8,-3.943313953,0.053169734,61.304984
