age_d,age_h,T,H_a,psi_x,Cpm,rho
76 ,18,23.1,52.7,-7.972955678,0.292433538,29.86696506
76 ,19,22.3,54.5,-6.02921,0.177021793,29.84136744
76 ,20,21.5,61.1,-3.943313953,0.053169734,29.81586617
76 ,21,19.7,71.7,-3.943313953,0.053169734,29.79046106
76 ,22,17.6,82,-3.943313953,0.053169734,29.76515191
76 ,23,15.9,89.1,-3.943313953,0.053169734,29.73993852
76 ,24,14.8,92.5,-3.943313953,0.053169734,29.71482069
77 ,1,14.1,94.5,-3.943313953,0.053169734,29.68979823
77 ,2,13.8,95.8,-3.943313953,0.053169734,29.66487094
77 ,3,13.1,95.7,-3.943313953,0.053169734,29.64003862
77 ,4,12.4,96.1,-3.943313953,0.053169734,29.61530107
77 ,5,11.8,96.7,-3.943313953,0.053169734,29.59065809
77 ,6,11.9,97.6,-3.943313953,0.053169734,29.56610948
77 ,7,11.9,97.7,-3.943313953,0.053169734,29.54165505
77 ,8,14.2,92.8,-3.943313953,0.053169734,29.5172946
77 ,9,17.5,82.2,-6.02921,0.177021793,29.49302794
77 ,10,21.3,66.5,-7.972955678,0.292433538,29.46885485
77 ,11,24.5,51.9,-9.642087932,0.39153985,29.44477515
77 ,12,26.2,44.4,-10.92285816,0.467586799,29.42078863
77 ,13,27.1,45,-11.72798398,0.515391909,29.3968951
77 ,14,26.6,44.3,-12.0025974,0.531697342,29.37309436
77 ,15,25,52.7,-11.72798398,0.515391909,29.34938621
77 ,16,23.5,61.7,-10.92285816,0.467586799,29.32577045
77 ,17,23.2,60.3,-9.642087932,0.39153985,29.30224689
77 ,18,22,62.9,-7.972955678,0.292433538,29.27881533
77 ,19,21.6,61.8,-6.02921,0.177021793,29.25547557
77 ,20,20.4,69.2,-3.943313953,0.053169734,29.2322274
77 ,21,19.5,76.4,-3.943313953,0.053169734,29.20907064
77 ,22,19,79.7,-3.943313953,0.053169734,29.18600508
77 ,23,18.6,80.3,-3.943313953,0.053169734,29.16303053
77 ,24,18.6,81.8,-3.943313953,0.053169734,29.14014679
78 ,1,18.3,83.3,-3.943313953,0.053169734,29.11735366
78 ,2,17.8,85.1,-3.943313953,0.053169734,29.09465093
78 ,3,17.7,85.6,-3.943313953,0.053169734,29.07203843
78 ,4,17.5,87.4,-3.943313953,0.053169734,29.04951593
78 ,5,17.2,90.4,-3.943313953,0.053169734,29.02708326
78 ,6,16.8,94.5,-3.943313953,0.053169734,29.0047402
78 ,7,16.7,96,-3.943313953,0.053169734,28.98248657
78 ,8,17.7,88.6,-3.943313953,0.053169734,28.96032215
78 ,9,18.4,82.9,-6.02921,0.177021793,28.93824677
78 ,10,18.7,80.9,-7.972955678,0.292433538,28.9162602
78 ,11,19,79.7,-9.642087932,0.39153985,28.89436227
78 ,12,19,80.2,-10.92285816,0.467586799,28.87255277
78 ,13,19.1,81.6,-11.72798398,0.515391909,28.8508315
78 ,14,18.3,89.1,-12.0025974,0.531697342,28.82919826
78 ,15,18.6,89,-11.72798398,0.515391909,28.80765286
78 ,16,19.2,83,-10.92285816,0.467586799,28.78619509
78 ,17,19.1,83.4,-9.642087932,0.39153985,28.76482477
78 ,18,19.2,83.6,-7.972955678,0.292433538,28.74354169
78 ,19,18.9,86.1,-6.02921,0.177021793,28.72234565
78 ,20,19.1,86.6,-3.943313953,0.053169734,28.70123645
78 ,21,19.1,87.7,-3.943313953,0.053169734,28.6802139
78 ,22,19.2,88.3,-3.943313953,0.053169734,28.6592778
78 ,23,19.4,88.3,-3.943313953,0.053169734,28.63842795
78 ,24,19.3,89.5,-3.943313953,0.053169734,28.61766416
79 ,1,19.3,90.3,-3.943313953,0.053169734,28.59698622
79 ,2,19.2,89.7,-3.943313953,0.053169734,28.57639393
79 ,3,19.1,88.8,-3.943313953,0.053169734,28.5558871
79 ,4,18.6,91.6,-3.943313953,0.053169734,28.53546553
79 ,5,18,93.5,-3.943313953,0.053169734,28.51512902
79 ,6,16.8,96.2,-3.943313953,0.053169734,28.49487738
79 ,7,17.4,97.3,-3.943313953,0.053169734,28.4747104
79 ,8,18.8,91.3,-3.943313953,0.053169734,28.45462789
79 ,9,20.5,82.4,-6.02921,0.177021793,28.43462965
79 ,10,21.4,71.4,-7.972955678,0.292433538,28.41471548
79 ,11,22.6,66.3,-9.642087932,0.39153985,28.39488518
79 ,12,23.4,63.5,-10.92285816,0.467586799,28.37513855
79 ,13,23.4,60.2,-11.72798398,0.515391909,28.3554754
79 ,14,20.9,73.2,-12.0025974,0.531697342,28.33589553
79 ,15,22.7,66.6,-11.72798398,0.515391909,28.31639874
79 ,16,21.3,76.6,-10.92285816,0.467586799,28.29698484
79 ,17,22.1,76.3,-9.642087932,0.39153985,28.27765361
79 ,18,22.5,71,-7.972955678,0.292433538,28.25840487
79 ,19,21.5,75.6,-6.02921,0.177021793,28.23923842
79 ,20,21.4,78.4,-3.943313953,0.053169734,28.22015406
79 ,21,20.5,84.3,-3.943313953,0.053169734,28.20115159
79 ,22,19.8,89.4,-3.943313953,0.053169734,28.18223081
79 ,23,19.4,91.8,-3.943313953,0.053169734,28.16339153
79 ,24,19.6,87.8,-3.943313953,0.053169734,28.14463354
80 ,1,18.4,91.1,-3.943313953,0.053169734,28.12595665
80 ,2,17.8,96.2,-3.943313953,0.053169734,28.10736067
80 ,3,18.2,94.6,-3.943313953,0.053169734,28.08884538
80 ,4,18.2,94.1,-3.943313953,0.053169734,28.0704106
80 ,5,17.3,96.3,-3.943313953,0.053169734,28.05205612
80 ,6,17,97.4,-3.943313953,0.053169734,28.03378176
80 ,7,16.8,98.1,-3.943313953,0.053169734,28.0155873
80 ,8,17.2,98.5,-3.943313953,0.053169734,27.99747255
80 ,9,19,95,-6.02921,0.177021793,27.97943732
80 ,10,20.3,88,-7.972955678,0.292433538,27.9614814
80 ,11,22.8,78.5,-9.642087932,0.39153985,27.9436046
80 ,12,24.5,74.4,-10.92285816,0.467586799,27.92580672
80 ,13,25.3,72,-11.72798398,0.515391909,27.90808756
80 ,14,25.9,68.3,-12.0025974,0.531697342,27.89044692
80 ,15,27,62.3,-11.72798398,0.515391909,27.8728846
80 ,16,24.7,68.9,-10.92285816,0.467586799,27.85540041
80 ,17,26,64.9,-9.642087932,0.39153985,27.83799415
80 ,18,27.4,57.2,-7.972955678,0.292433538,27.82066562
80 ,19,25.1,62.9,-6.02921,0.177021793,27.80341463
80 ,20,23.5,70.3,-3.943313953,0.053169734,27.78624096
80 ,21,22.5,78.7,-3.943313953,0.053169734,27.76914443
80 ,22,20.3,89.9,-3.943313953,0.053169734,27.75212484
80 ,23,19.2,93.3,-3.943313953,0.053169734,27.73518199
80 ,24,18.3,95.4,-3.943313953,0.053169734,27.71831568
81 ,1,17.7,96.5,-3.943313953,0.053169734,27.70152571
81 ,2,17.2,96.2,-3.943313953,0.053169734,27.68481188
81 ,3,18.5,85.4,-3.943313953,0.053169734,27.66817396
81 ,4,21.2,68.8,-3.943313953,0.053169734,27.65161171
81 ,5,20.1,62,-3.943313953,0.053169734,27.63512491
81 ,6,19.3,54.2,-3.943313953,0.053169734,27.61871332
81 ,7,17.1,66.8,-3.943313953,0.053169734,27.6023767
81 ,8,17.5,71.2,-3.943313953,0.053169734,27.58611482
81 ,9,16,76.2,-6.02921,0.177021793,27.56992745
81 ,10,15.9,73.7,-7.972955678,0.292433538,27.55381435
81 ,11,15.9,72.1,-9.642087932,0.39153985,27.53777529
81 ,12,16.8,66.6,-10.92285816,0.467586799,27.52181003
81 ,13,19.1,54.1,-11.72798398,0.515391909,27.50591833
81 ,14,19.9,50.6,-12.0025974,0.531697342,27.49009998
81 ,15,19.1,52.3,-11.72798398,0.515391909,27.47435473
81 ,16,19.6,51.2,-10.92285816,0.467586799,27.45868234
81 ,17,20.1,47.8,-9.642087932,0.39153985,27.44308258
81 ,18,19.8,47.7,-7.972955678,0.292433538,27.42755523
81 ,19,19.1,47,-6.02921,0.177021793,27.41210004
81 ,20,17.6,51.6,-3.943313953,0.053169734,27.39671678
81 ,21,15.9,54.7,-3.943313953,0.053169734,27.38140521
81 ,22,14.8,58.5,-3.943313953,0.053169734,27.36616511
81 ,23,14.2,60.3,-3.943313953,0.053169734,27.35099623
81 ,24,12.5,69.3,-3.943313953,0.053169734,27.33589835
82 ,1,10.1,82.3,-3.943313953,0.053169734,27.32087123
82 ,2,9.6,84.8,-3.943313953,0.053169734,27.30591464
82 ,3,8.7,88.2,-3.943313953,0.053169734,27.29102834
82 ,4,7.5,93.3,-3.943313953,0.053169734,27.27621209
82 ,5,7,94,-3.943313953,0.053169734,27.26146567
82 ,6,6.9,93.1,-3.943313953,0.053169734,27.24678883
82 ,7,7.4,92,-3.943313953,0.053169734,27.23218136
82 ,8,10.4,84.2,-3.943313953,0.053169734,27.217643
82 ,9,14.2,70.1,-6.02921,0.177021793,27.20317353
82 ,10,16.4,61,-7.972955678,0.292433538,27.18877271
82 ,11,18.2,50.5,-9.642087932,0.39153985,27.17444031
82 ,12,18.9,48,-10.92285816,0.467586799,27.1601761
82 ,13,19.9,43.6,-11.72798398,0.515391909,27.14597983
82 ,14,20.1,48.3,-12.0025974,0.531697342,27.13185129
82 ,15,20,49.5,-11.72798398,0.515391909,27.11779022
82 ,16,20.2,48.5,-10.92285816,0.467586799,27.1037964
82 ,17,19.6,46.8,-9.642087932,0.39153985,27.0898696
82 ,18,19,50.6,-7.972955678,0.292433538,27.07600957
82 ,19,18.4,52.3,-6.02921,0.177021793,27.06221609
82 ,20,17.5,55.5,-3.943313953,0.053169734,27.04848893
82 ,21,15.8,64.4,-3.943313953,0.053169734,27.03482784
82 ,22,13.2,83.1,-3.943313953,0.053169734,27.02123259
82 ,23,11.5,89.4,-3.943313953,0.053169734,27.00770295
82 ,24,10.4,92,-3.943313953,0.053169734,26.99423869
83 ,1,9.6,94.5,-3.943313953,0.053169734,26.98083957
83 ,2,9.1,95.4,-3.943313953,0.053169734,26.96750535
83 ,3,8.6,96.1,-3.943313953,0.053169734,26.95423581
83 ,4,8.3,96.6,-3.943313953,0.053169734,26.9410307
83 ,5,7.9,96.8,-3.943313953,0.053169734,26.9278898
83 ,6,7.5,97,-3.943313953,0.053169734,26.91481287
83 ,7,7.1,97.7,-3.943313953,0.053169734,26.90179968
83 ,8,9.2,96.3,-3.943313953,0.053169734,26.88884999
83 ,9,12.5,86.7,-6.02921,0.177021793,26.87596356
83 ,10,15.7,76.2,-7.972955678,0.292433538,26.86314017
83 ,11,18.6,67.1,-9.642087932,0.39153985,26.85037958
83 ,12,19.9,61.9,-10.92285816,0.467586799,26.83768156
83 ,13,20.4,57.6,-11.72798398,0.515391909,26.82504586
83 ,14,20.7,57.3,-12.0025974,0.531697342,26.81247227
83 ,15,21,57.2,-11.72798398,0.515391909,26.79996053
83 ,16,21.2,56.8,-10.92285816,0.467586799,26.78751043
83 ,17,21.3,57.4,-9.642087932,0.39153985,26.77512172
83 ,18,21.1,62.3,-7.972955678,0.292433538,26.76279417
83 ,19,20.5,65.4,-6.02921,0.177021793,26.75052755
83 ,20,19.7,69.5,-3.943313953,0.053169734,26.73832162
83 ,21,18.1,76.8,-3.943313953,0.053169734,26.72617614
83 ,22,15.9,86.9,-3.943313953,0.053169734,26.7140909
83 ,23,14.4,92.3,-3.943313953,0.053169734,26.70206564
83 ,24,13.4,94,-3.943313953,0.053169734,26.69010014
84 ,1,12.8,95.8,-3.943313953,0.053169734,26.67819416
84 ,2,12.5,96.2,-3.943313953,0.053169734,26.66634746
84 ,3,11.6,96.7,-3.943313953,0.053169734,26.65455982
84 ,4,10.9,97,-3.943313953,0.053169734,26.642831
84 ,5,10.3,97.5,-3.943313953,0.053169734,26.63116077
84 ,6,9.9,98.1,-3.943313953,0.053169734,26.61954889
84 ,7,9.8,98.5,-3.943313953,0.053169734,26.60799512
84 ,8,12.5,97.6,-3.943313953,0.053169734,26.59649924
84 ,9,16,88.4,-6.02921,0.177021793,26.585061
84 ,10,19.8,71.7,-7.972955678,0.292433538,26.57368018
84 ,11,23.1,54.3,-9.642087932,0.39153985,26.56235655
84 ,12,25,46.5,-10.92285816,0.467586799,26.55108985
84 ,13,26.4,44.3,-11.72798398,0.515391909,26.53987987
84 ,14,26,47.8,-12.0025974,0.531697342,26.52872637
84 ,15,26.4,45.3,-11.72798398,0.515391909,26.51762911
84 ,16,25.6,45,-10.92285816,0.467586799,26.50658787
84 ,17,25.5,44.5,-9.642087932,0.39153985,26.49560239
84 ,18,25.2,42.3,-7.972955678,0.292433538,26.48467246
84 ,19,24.1,47.3,-6.02921,0.177021793,26.47379784
84 ,20,22.4,60.6,-3.943313953,0.053169734,26.46297829
84 ,21,19.9,76.9,-3.943313953,0.053169734,26.45221358
84 ,22,18.2,81.9,-3.943313953,0.053169734,26.44150347
84 ,23,18,82.7,-3.943313953,0.053169734,26.43084774
84 ,24,18.3,80.5,-3.943313953,0.053169734,26.42024614
85 ,1,18.4,79.9,-3.943313953,0.053169734,26.40969845
85 ,2,18.3,80.8,-3.943313953,0.053169734,26.39920442
85 ,3,18,83.1,-3.943313953,0.053169734,26.38876383
85 ,4,17.8,82.4,-3.943313953,0.053169734,26.37837644
85 ,5,17.7,82,-3.943313953,0.053169734,26.36804202
85 ,6,17.6,82.1,-3.943313953,0.053169734,26.35776032
85 ,7,17.4,82.2,-3.943313953,0.053169734,26.34753113
85 ,8,17.7,80.8,-3.943313953,0.053169734,26.3373542
85 ,9,18.4,78.4,-6.02921,0.177021793,26.3272293
85 ,10,19.4,70.7,-7.972955678,0.292433538,26.31715619
85 ,11,20.2,63.7,-9.642087932,0.39153985,26.30713465
85 ,12,21,59.4,-10.92285816,0.467586799,26.29716443
85 ,13,21.9,57.3,-11.72798398,0.515391909,26.28724531
85 ,14,22.4,58.6,-12.0025974,0.531697342,26.27737705
85 ,15,22.1,63,-11.72798398,0.515391909,26.26755941
85 ,16,21.6,68.8,-10.92285816,0.467586799,26.25779216
85 ,17,22.1,67.1,-9.642087932,0.39153985,26.24807507
85 ,18,21.3,68.9,-7.972955678,0.292433538,26.2384079
85 ,19,20.7,71.7,-6.02921,0.177021793,26.22879042
85 ,20,19.8,75.2,-3.943313953,0.053169734,26.2192224
85 ,21,18.3,81.8,-3.943313953,0.053169734,26.20970359
85 ,22,17.9,83.7,-3.943313953,0.053169734,26.20023378
85 ,23,18.2,83.2,-3.943313953,0.053169734,26.19081271
85 ,24,18.5,82.8,-3.943313953,0.053169734,26.18144016
86 ,1,18.7,82.8,-3.943313953,0.053169734,26.1721159
86 ,2,18.7,83,-3.943313953,0.053169734,26.16283968
86 ,3,18.8,82.9,-3.943313953,0.053169734,26.15361128
86 ,4,18.9,81.3,-3.943313953,0.053169734,26.14443046
86 ,5,19,80.3,-3.943313953,0.053169734,26.13529699
86 ,6,18.9,83,-3.943313953,0.053169734,26.12621063
86 ,7,18.3,85.8,-3.943313953,0.053169734,26.11717116
86 ,8,19.8,81,-3.943313953,0.053169734,26.10817832
86 ,9,20.4,77.2,-6.02921,0.177021793,26.0992319
86 ,10,21,76.1,-7.972955678,0.292433538,26.09033165
86 ,11,21.9,70.6,-9.642087932,0.39153985,26.08147735
86 ,12,22.7,66.6,-10.92285816,0.467586799,26.07266875
86 ,13,23.6,61.1,-11.72798398,0.515391909,26.06390563
86 ,14,24.3,58.1,-12.0025974,0.531697342,26.05518775
86 ,15,24,59.2,-11.72798398,0.515391909,26.04651487
86 ,16,22.7,65,-10.92285816,0.467586799,26.03788677
86 ,17,22.2,69.3,-9.642087932,0.39153985,26.02930321
86 ,18,23.2,69.1,-7.972955678,0.292433538,26.02076394
86 ,19,22.2,75.8,-6.02921,0.177021793,26.01226875
86 ,20,21.5,80.5,-3.943313953,0.053169734,26.0038174
86 ,21,20.5,86.2,-3.943313953,0.053169734,25.99540964
86 ,22,19.6,90.6,-3.943313953,0.053169734,25.98704525
86 ,23,18.9,93,-3.943313953,0.053169734,25.978724
86 ,24,18.5,80.2,-3.943313953,0.053169734,25.97044564
87 ,1,17.8,74.6,-3.943313953,0.053169734,25.96220995
87 ,2,15.3,86.1,-3.943313953,0.053169734,25.95401669
87 ,3,13.7,92.6,-3.943313953,0.053169734,25.94586562
87 ,4,13.3,94.6,-3.943313953,0.053169734,25.93775652
87 ,5,14,96.5,-3.943313953,0.053169734,25.92968915
87 ,6,15.3,95.3,-3.943313953,0.053169734,25.92166327
87 ,7,16,95,-3.943313953,0.053169734,25.91367865
87 ,8,19.1,87.7,-3.943313953,0.053169734,25.90573505
87 ,9,21.4,77.8,-6.02921,0.177021793,25.89783225
87 ,10,22.8,68.9,-7.972955678,0.292433538,25.88997001
87 ,11,23.7,64.8,-9.642087932,0.39153985,25.88214809
87 ,12,24.5,61.7,-10.92285816,0.467586799,25.87436625
87 ,13,26.4,55,-11.72798398,0.515391909,25.86662428
87 ,14,27.4,49.6,-12.0025974,0.531697342,25.85892192
87 ,15,28.4,44.7,-11.72798398,0.515391909,25.85125895
87 ,16,28.3,43.4,-10.92285816,0.467586799,25.84363514
87 ,17,28.3,42.3,-9.642087932,0.39153985,25.83605024
87 ,18,28.3,42.7,-7.972955678,0.292433538,25.82850403
87 ,19,26.6,47.3,-6.02921,0.177021793,25.82099627
87 ,20,25.2,51.2,-3.943313953,0.053169734,25.81352673
87 ,21,23.8,55.6,-3.943313953,0.053169734,25.80609516
87 ,22,22.8,59.4,-3.943313953,0.053169734,25.79870135
87 ,23,22,60.9,-3.943313953,0.053169734,25.79134505
87 ,24,21.5,63.1,-3.943313953,0.053169734,25.78402603
88 ,1,21,65.7,-3.943313953,0.053169734,25.77674405
88 ,2,20.5,66.6,-3.943313953,0.053169734,25.76949889
88 ,3,19.6,70.6,-3.943313953,0.053169734,25.7622903
88 ,4,19.4,71.8,-3.943313953,0.053169734,25.75511806
88 ,5,19.5,71,-3.943313953,0.053169734,25.74798193
88 ,6,20.6,63.8,-3.943313953,0.053169734,25.74088167
88 ,7,19.8,67.4,-3.943313953,0.053169734,25.73381705
88 ,8,20.5,65.8,-3.943313953,0.053169734,25.72678784
88 ,9,21.3,62.9,-6.02921,0.177021793,25.71979381
88 ,10,22.3,59.5,-7.972955678,0.292433538,25.71283471
88 ,11,22.7,59.5,-9.642087932,0.39153985,25.70591031
88 ,12,25.1,52.3,-10.92285816,0.467586799,25.69902039
88 ,13,26.3,47.5,-11.72798398,0.515391909,25.6921647
88 ,14,27.3,45.1,-12.0025974,0.531697342,25.68534302
88 ,15,28.1,44.7,-11.72798398,0.515391909,25.6785551
88 ,16,26.4,50.3,-10.92285816,0.467586799,25.67180072
88 ,17,25.7,59.7,-9.642087932,0.39153985,25.66507963
88 ,18,27.9,50.1,-7.972955678,0.292433538,25.65839162
88 ,19,27.8,48.2,-6.02921,0.177021793,25.65173643
88 ,20,26.2,53.7,-3.943313953,0.053169734,25.64511384
88 ,21,22.9,71,-3.943313953,0.053169734,25.63852361
88 ,22,21.5,75.7,-3.943313953,0.053169734,25.63196552
88 ,23,19.6,81.3,-3.943313953,0.053169734,25.62543932
88 ,24,19.5,77.7,-3.943313953,0.053169734,25.61894478
89 ,1,18.1,83,-3.943313953,0.053169734,25.61248166
89 ,2,17.3,87.1,-3.943313953,0.053169734,25.60604974
89 ,3,17.5,85.6,-3.943313953,0.053169734,25.59964878
89 ,4,18.6,75.2,-3.943313953,0.053169734,25.59327854
89 ,5,17.2,83.5,-3.943313953,0.053169734,25.58693879
89 ,6,15.4,88.8,-3.943313953,0.053169734,25.5806293
89 ,7,14.3,92,-3.943313953,0.053169734,25.57434983
89 ,8,17.3,83.7,-3.943313953,0.053169734,25.56810015
89 ,9,21.4,63.6,-6.02921,0.177021793,25.56188002
89 ,10,23.8,52.4,-7.972955678,0.292433538,25.55568921
89 ,11,25.5,45.4,-9.642087932,0.39153985,25.54952748
89 ,12,25.9,49.5,-10.92285816,0.467586799,25.54339461
89 ,13,27,45.9,-11.72798398,0.515391909,25.53729036
89 ,14,27.2,46.3,-12.0025974,0.531697342,25.53121449
89 ,15,27.7,47.2,-11.72798398,0.515391909,25.52516676
89 ,16,27.8,51.6,-10.92285816,0.467586799,25.51914696
89 ,17,27.2,54.9,-9.642087932,0.39153985,25.51315483
89 ,18,26.6,58.1,-7.972955678,0.292433538,25.50719015
89 ,19,26,60,-6.02921,0.177021793,25.50125268
89 ,20,25.1,63.8,-3.943313953,0.053169734,25.49534219
89 ,21,23.1,73.9,-3.943313953,0.053169734,25.48945844
89 ,22,21.8,76.3,-3.943313953,0.053169734,25.48360121
89 ,23,20.2,79.8,-3.943313953,0.053169734,25.47777025
89 ,24,20.5,72.4,-3.943313953,0.053169734,25.47196533
90 ,1,21.3,69.3,-3.943313953,0.053169734,25.46618622
90 ,2,18.9,79.4,-3.943313953,0.053169734,25.46043269
90 ,3,20.4,70.8,-3.943313953,0.053169734,25.45470449
90 ,4,17,85.9,-3.943313953,0.053169734,25.4490014
90 ,5,15.6,90.8,-3.943313953,0.053169734,25.44332318
90 ,6,15.3,92.6,-3.943313953,0.053169734,25.4376696
90 ,7,15.1,92.8,-3.943313953,0.053169734,25.43204042
90 ,8,18.7,84.1,-3.943313953,0.053169734,25.42643541
90 ,9,23.5,64.1,-6.02921,0.177021793,25.42085433
90 ,10,25.3,59.5,-7.972955678,0.292433538,25.41529695
90 ,11,24.7,66.1,-9.642087932,0.39153985,25.40976304
90 ,12,24.1,67.6,-10.92285816,0.467586799,25.40425237
90 ,13,25,62.9,-11.72798398,0.515391909,25.39876469
90 ,14,22.9,66.4,-12.0025974,0.531697342,25.39329978
90 ,15,20.5,73.2,-11.72798398,0.515391909,25.38785739
90 ,16,18.9,81.4,-10.92285816,0.467586799,25.3824373
90 ,17,18.2,86.6,-9.642087932,0.39153985,25.37703928
90 ,18,18.1,86.9,-7.972955678,0.292433538,25.37166308
90 ,19,18,86.7,-6.02921,0.177021793,25.36630847
90 ,20,17.2,90.8,-3.943313953,0.053169734,25.36097522
90 ,21,16.3,95.5,-3.943313953,0.053169734,25.3556631
90 ,22,16.1,96.4,-3.943313953,0.053169734,25.35037187
90 ,23,16.1,96.8,-3.943313953,0.053169734,25.3451013
90 ,24,16.1,97.2,-3.943313953,0.053169734,25.33985115
91 ,1,16.2,97,-3.943313953,0.053169734,25.33462119
91 ,2,16.2,97.1,-3.943313953,0.053169734,25.32941118
91 ,3,16.2,97.3,-3.943313953,0.053169734,25.32422089
91 ,4,16.2,97.4,-3.943313953,0.053169734,25.31905009
91 ,5,16.3,97.7,-3.943313953,0.053169734,25.31389855
91 ,6,16.3,97.7,-3.943313953,0.053169734,25.30876602
91 ,7,16.4,97.7,-3.943313953,0.053169734,25.30365227
91 ,8,16.4,97.9,-3.943313953,0.053169734,25.29855708
91 ,9,16.7,97.9,-6.02921,0.177021793,25.29348019
91 ,10,17.2,97,-7.972955678,0.292433538,25.2884214
91 ,11,17.4,97.3,-9.642087932,0.39153985,25.28338045
91 ,12,17.2,96.7,-10.92285816,0.467586799,25.27835711
91 ,13,17,96.6,-11.72798398,0.515391909,25.27335115
91 ,14,16.8,95.9,-12.0025974,0.531697342,25.26836234
91 ,15,17.4,94.8,-11.72798398,0.515391909,25.26339043
91 ,16,17,91.8,-10.92285816,0.467586799,25.25843521
91 ,17,16.5,91.3,-9.642087932,0.39153985,25.25349642
91 ,18,16.5,91.3,-7.972955678,0.292433538,25.24857385
91 ,19,16.1,93.8,-6.02921,0.177021793,25.24366725
91 ,20,15.8,93,-3.943313953,0.053169734,25.23877639
91 ,21,15.4,94.2,-3.943313953,0.053169734,25.23390104
91 ,22,15.1,96,-3.943313953,0.053169734,25.22904096
91 ,23,15,95.5,-3.943313953,0.053169734,25.22419591
91 ,24,14.8,97,-3.943313953,0.053169734,25.21936567
92 ,1,14.8,98.2,-3.943313953,0.053169734,25.21455
92 ,2,15,97,-3.943313953,0.053169734,25.20974867
92 ,3,14.7,97.8,-3.943313953,0.053169734,25.20496144
92 ,4,14.7,96,-3.943313953,0.053169734,25.20018807
92 ,5,14.5,96.6,-3.943313953,0.053169734,25.19542834
92 ,6,14.8,96.7,-3.943313953,0.053169734,25.19068201
92 ,7,14.8,98,-3.943313953,0.053169734,25.18594884
92 ,8,15.6,96.4,-3.943313953,0.053169734,25.1812286
92 ,9,15.6,97.5,-6.02921,0.177021793,25.17652106
92 ,10,16.4,96.9,-7.972955678,0.292433538,25.17182598
92 ,11,17.1,95.9,-9.642087932,0.39153985,25.16714314
92 ,12,17.5,95.9,-10.92285816,0.467586799,25.16247228
92 ,13,17.7,96,-11.72798398,0.515391909,25.15781319
92 ,14,17.9,96.2,-12.0025974,0.531697342,25.15316562
92 ,15,18.3,95.8,-11.72798398,0.515391909,25.14852934
92 ,16,18.6,95.1,-10.92285816,0.467586799,25.14390412
92 ,17,18.4,96.3,-9.642087932,0.39153985,25.13928973
92 ,18,18.4,96.2,-7.972955678,0.292433538,25.13468592
92 ,19,18.3,96.7,-6.02921,0.177021793,25.13009247
92 ,20,18.2,96.7,-3.943313953,0.053169734,25.12550914
92 ,21,18.2,97.4,-3.943313953,0.053169734,25.1209357
92 ,22,18.3,97.7,-3.943313953,0.053169734,25.11637191
92 ,23,18.3,98.2,-3.943313953,0.053169734,25.11181754
92 ,24,18.4,96.9,-3.943313953,0.053169734,25.10727236
93 ,1,18.4,97.7,-3.943313953,0.053169734,25.10273612
93 ,2,18.4,98.2,-3.943313953,0.053169734,25.09820861
93 ,3,18.4,98.7,-3.943313953,0.053169734,25.09368957
93 ,4,18.4,99,-3.943313953,0.053169734,25.08917878
93 ,5,18.3,99.3,-3.943313953,0.053169734,25.08467601
93 ,6,18.4,99.5,-3.943313953,0.053169734,25.08018102
93 ,7,18.5,99.4,-3.943313953,0.053169734,25.07569357
93 ,8,18.7,99.2,-3.943313953,0.053169734,25.07121344
93 ,9,19.1,98.8,-6.02921,0.177021793,25.06674038
93 ,10,19.5,97.8,-7.972955678,0.292433538,25.06227417
93 ,11,19.6,97.9,-9.642087932,0.39153985,25.05781456
93 ,12,20.3,96.3,-10.92285816,0.467586799,25.05336134
93 ,13,20.6,95.7,-11.72798398,0.515391909,25.04891425
93 ,14,20.3,96.8,-12.0025974,0.531697342,25.04447307
93 ,15,20.5,95.6,-11.72798398,0.515391909,25.04003756
93 ,16,21.1,91.4,-10.92285816,0.467586799,25.03560749
93 ,17,21.1,91.3,-9.642087932,0.39153985,25.03118263
93 ,18,20.3,93.9,-7.972955678,0.292433538,25.02676274
93 ,19,20,93.8,-6.02921,0.177021793,25.02234758
93 ,20,19.9,91.9,-3.943313953,0.053169734,25.01793693
93 ,21,19.4,91.6,-3.943313953,0.053169734,25.01353054
93 ,22,19.1,93.1,-3.943313953,0.053169734,25.00912819
93 ,23,19,94.2,-3.943313953,0.053169734,25.00472963
93 ,24,18.9,94.8,-3.943313953,0.053169734,25.00033465
94 ,1,18.7,94.9,-3.943313953,0.053169734,24.99594299
94 ,2,18.7,95.6,-3.943313953,0.053169734,24.99155447
94 ,3,19,94.7,-3.943313953,0.053169734,24.98716902
94 ,4,19.1,94.6,-3.943313953,0.053169734,24.98278661
94 ,5,19,95.2,-3.943313953,0.053169734,24.97840721
94 ,6,18.9,94.2,-3.943313953,0.053169734,24.9740308
94 ,7,18.9,94,-3.943313953,0.053169734,24.96965735
94 ,8,19.6,92.8,-3.943313953,0.053169734,24.96528683
94 ,9,20.5,89.7,-6.02921,0.177021793,24.96091921
94 ,10,21.2,88,-7.972955678,0.292433538,24.95655447
94 ,11,21.7,85.8,-9.642087932,0.39153985,24.95219258
94 ,12,22.1,84.2,-10.92285816,0.467586799,24.9478335
94 ,13,22.3,83.6,-11.72798398,0.515391909,24.94347722
94 ,14,22.7,83,-12.0025974,0.531697342,24.9391237
94 ,15,23.2,81.8,-11.72798398,0.515391909,24.93477292
