uuid,biomassPlant,biomassFruit,biomassInternode,internodeNSC,fraction_fruitUnloading,fraction_structuralRootUnloading,fraction_internodeUnloading,phloemSugarConcentration,harvest_index,meanFruitDW,Ta,cca,totalFruitNumber,incomingRadiation,leafArea,Tmax,Tmin
007caab8-346c-442d-a17d-0ee97cd578f4,67.53964933981223,57.3273054957072,97.89107876764568,5.4518174180940004,0.19198472029587543,0.010271330682912458,0.48198390507817757,0.015166984642201703,0.2599654689778861,57.32730486464577,22.517348022727273,900.0,70.0,407.27588383838383,0.10036192065991252,30.0,15.0
00a70f8c-639a-4808-97c3-c6d89362c973,116.79753866134494,62.07327245701254,259.11952611817173,95.41197742722586,0.23808230047122267,0.004807342954861111,0.4906241748994635,0.01778376458943902,0.21469850984060104,62.0732769097492,22.517348022727273,400.0,110.0,271.51725589225595,0.2509799004147781,30.0,15.0
00d491ae-5d5f-4945-871c-81deec98ff49,71.68208342870041,58.234449382248,107.04011588838365,11.586589925991934,0.2391509477465278,0.010025963392308502,0.4693353070450336,0.01570170829152301,0.3069811850098509,58.234451428182,22.517348022727273,400.0,90.0,814.5517676767677,0.10036192065991252,30.0,15.0
00e434a3-81f0-4b02-9f29-fe20d2880bdf,75.14625612458336,59.22637921408311,110.35939224398984,12.85479356603743,0.12208463690940656,0.011072318241256311,0.5131614258901513,0.015413850105567494,0.19578202327311453,59.22637968025135,22.505782674242425,650.0,50.0,678.7931397306396,0.10036192065991252,25.0,20.0
01550f82-5e19-42f7-b5d2-354aa7f11f4a,98.14351818914592,64.65317207460501,182.51196687199268,52.42189516997491,0.1867831250089436,0.006776062083922559,0.48539547411037465,0.018158684060836837,0.23462183794326752,64.65317139057058,25.011565351010102,900.0,90.0,407.27588383838383,0.16982541343694404,30.0,20.0
01b1dc4d-85a0-42ba-91e4-d4db91ad411c,71.96372693939031,55.897737534936645,109.264204970227,12.213647015509094,0.22803846203798406,0.010213205351988637,0.470337280958649,0.015376076972589072,0.30227626855736056,55.89773610045733,20.0115655155724,400.0,90.0,814.5517676767677,0.10036192065991252,25.0,15.0
01d66578-bf89-4d7f-83fd-ff57ab9f6a37,124.50984589937582,61.14945701882587,275.12750658117994,105.08257846741986,0.1582220420605745,0.005125513399042509,0.5066721027538931,0.017413554248838534,0.17762499801144505,61.1494573438642,22.505782674242425,400.0,90.0,271.51725589225595,0.2509799004147781,25.0,20.0
0212c8b4-bc7a-4e34-8230-dca356abcb2c,102.55055446971402,62.38763570765439,189.53965455637692,56.836200078006335,0.14156340558722644,0.007273852532880893,0.5056197742462121,0.01713819619312686,0.18966672296921674,62.38763669797809,22.505782674242425,400.0,70.0,678.7931397306396,0.16982541343694404,25.0,20.0
02869265-5d5c-457f-9acc-c4fe5ae4d6d5,123.90295046677326,68.49283343752496,269.0100392374491,100.63835430114645,0.24465083279876904,0.0045767302941393095,0.48910196244085646,0.018999778926557173,0.2148531392254237,68.49283205837686,22.517348022727273,1200.0,110.0,271.51725589225595,0.2509799004147781,30.0,15.0
02c05ab7-a693-4ef8-b237-6bef7407e2e2,115.47262697296009,63.30331252674578,253.09667383026616,89.59448727956143,0.18992684269057236,0.004762244939993687,0.49962340444065656,0.017725223698972673,0.18300366971588275,63.30331348568914,20.0115655155724,900.0,90.0,678.7931397306396,0.2509799004147781,25.0,15.0
031238a2-447c-407d-b36d-b8804e051796,42.69763568184503,52.91684951030919,41.45954924232389,-24.215632853513615,0.23752870698411194,0.01760425564225589,0.49266555883585855,0.013018631948284988,0.34904747742451686,52.91685054860422,20.0115655155724,1200.0,70.0,407.27588383838383,0.04796556947260091,25.0,15.0
03282b60-2eb4-4f98-b312-0b8279244777,121.21964106137912,66.39395412860439,263.0503598788732,96.54270405526161,0.13474417597408464,0.005059741006912879,0.5115037663287563,0.018922866672761808,0.14825505149162124,66.39395502922173,25.011565351010102,650.0,70.0,814.5517676767677,0.2509799004147781,30.0,20.0
0369af9f-40ca-4436-b3de-2d24bcb7c930,73.29952909729377,57.848302291924625,110.57252020477308,12.76371446702088,0.16231155068323863,0.010495822176967593,0.4905793347285354,0.01539834164188797,0.2518938502607628,57.848299378329784,22.505782674242425,900.0,70.0,678.7931397306396,0.10036192065991252,25.0,20.0
0386e2f3-811e-4eda-ac68-4369feddfb73,105.69008686808613,63.90338903430737,189.46504363445925,55.94058771962251,0.10430753152818813,0.007400798309322391,0.5185976211211069,0.017444862953748187,0.1434521055897849,63.903387509099154,22.505782674242425,650.0,50.0,407.27588383838383,0.16982541343694404,25.0,20.0
04b068f7-ff65-40b5-9a93-261e4d2ad3ee,72.19316963033684,59.05533034997376,104.03951836143561,8.359686375708357,0.13956042591771886,0.010957648508049242,0.5066268676345751,0.015358749159019885,0.19918075963988743,59.05533079460692,20.0115655155724,650.0,50.0,814.5517676767677,0.10036192065991252,25.0,15.0
059a2f2a-0a51-4b08-bcd5-ab7687319ae5,126.11550749393454,65.87377856247811,257.65909532199606,92.31188489889261,0.10976976621447812,0.005149519271485691,0.5230195709627526,0.018044411312709986,0.11140345662042113,65.87377617027246,20.0115655155724,900.0,50.0,407.27588383838383,0.2509799004147781,25.0,15.0
059c8554-e975-436e-98f3-ce42455b16e2,118.52713227981586,60.51056612484837,258.08416999620783,93.339097513411,0.18661463903622685,0.005019980197106482,0.5020624848311763,0.017238895486040642,0.18193519630788166,60.51056555531164,20.0115655155724,400.0,90.0,271.51725589225595,0.2509799004147781,25.0,15.0
05da60bf-917d-4e13-aa79-f7fb729a429f,68.73207194922016,56.07242152197841,103.63171644397778,8.23475650645428,0.22832787884690658,0.009819470732344276,0.4637148772861952,0.015158938217156557,0.304711666714733,56.072423119801094,20.0115655155724,1200.0,90.0,678.7931397306396,0.10036192065991252,25.0,15.0
060606df-c4d1-436d-a842-9daef301293e,72.17804463423644,59.18247233377938,105.41146460247165,10.417577152104524,0.19371476858769993,0.010542011209133,0.4881896231541456,0.01564839824143313,0.25854731719025087,59.182474263075434,22.517348022727273,400.0,70.0,678.7931397306396,0.10036192065991252,30.0,15.0
063362ed-bba0-42dc-b92d-1e65d1271b36,64.39676016609131,55.542426024414645,91.90590943356682,1.4623953297833452,0.14226344074363426,0.010801005306281565,0.5017024953068181,0.014625612690173357,0.20211888813993814,55.54242550568159,22.517348022727273,1200.0,50.0,407.27588383838383,0.10036192065991252,30.0,15.0
066655f0-8cae-43e3-a25f-5281a0a592b6,97.5466737948641,64.1266957555512,179.91488795029656,50.6036826949349,0.14872831994207697,0.007094774055986954,0.4994539597938763,0.017960794950594834,0.19353329414258424,64.12669726784928,25.011565351010102,650.0,70.0,678.7931397306396,0.16982541343694404,30.0,20.0
06806c5a-2ef0-4124-afbf-9f16118d23b7,121.80981057370468,65.46405541169614,262.83175348971184,95.44519036190002,0.19107193437628364,0.0047416744788930975,0.49992885610111526,0.01818542598503042,0.18191199661636712,65.46405806771432,20.0115655155724,1200.0,90.0,407.27588383838383,0.2509799004147781,25.0,15.0
0721d805-cee0-4fc9-b2a0-043dc704dfc1,126.71690020840967,63.62194302662293,271.8782721914158,101.07698143486294,0.09232585192825127,0.005145543583186026,0.5247119831891836,0.018243169043025878,0.10674317747016997,63.62194398634833,22.505782674242425,1200.0,50.0,814.5517676767677,0.2509799004147781,25.0,20.0
07ad6eab-e59e-40bd-8462-3bba1f4ae900,113.37937140060237,63.108239875628136,255.01294916502033,90.78419780242534,0.22911850389925295,0.004581901115183081,0.48947769068060815,0.017763839509805576,0.21413408624085728,63.10824107388772,20.0115655155724,900.0,110.0,678.7931397306396,0.2509799004147781,25.0,15.0
07e31964-d58f-4c91-8148-00ecdf5a78b6,46.508682568848144,52.222814506980896,47.82030484288803,-19.40031064231395,0.2538717313299663,0.017241957866792928,0.495827596265362,0.013512388210267283,0.3987285616872714,52.22281302523435,22.505782674242425,650.0,90.0,407.27588383838383,0.04796556947260091,25.0,20.0
081dbc67-cebd-4a88-a91d-f79d9434fed9,66.01937839712828,56.81071393831565,94.85963810403952,3.189217466938087,0.14289301445770203,0.010818160545107324,0.5030393817890362,0.014902153573867772,0.20182401466558764,56.81071391042951,22.517348022727273,900.0,50.0,678.7931397306396,0.10036192065991252,30.0,15.0
08225c4f-b853-4088-bb74-461f43b5e53b,71.73764145756105,57.46467777281195,110.21349660650934,14.947311350802828,0.24507633446369953,0.009899762608680557,0.45865002159795876,0.01582308773354539,0.34782917130243723,57.464674501903424,25.011565351010102,400.0,110.0,407.27588383838383,0.10036192065991252,30.0,20.0
086dcdac-c300-4b98-b6f7-b0fe3ff71252,93.31383878323518,62.37020767175439,167.19274986350513,42.45355507080152,0.17231306169607533,0.0069551232198337525,0.4955031838936764,0.017179542192073394,0.19654090610732358,62.370206907143555,22.517348022727273,900.0,70.0,407.27588383838383,0.16982541343694404,30.0,15.0
0883044c-f9e8-4bca-acc9-2695e724ddd8,44.87208196950013,56.92991764941853,45.43413240206713,-20.312697249880873,0.17754210912794613,0.018611883443939395,0.574519774712963,0.014002165663874439,0.27922586705656205,56.929918773072984,25.011565351010102,400.0,50.0,814.5517676767677,0.04796556947260091,30.0,20.0
