timestamp,year,dayOfYear,hourOfDay,scenario,fruitAge_h,totalFruitNumber,meanFruitFW,meanFruitFW_sd,meanFruitDW,meanFruitDW_sd,meanFruitSc,meanFruitSc_sd,diameter,vol,Afruit,unloadingPerFruit,sugarUptake_active,sugarUptake_passive,sugarUptake_massflow,maintenanceDM,growthCost,waterUptake,waterUptake_xylem,waterUptake_phloem,transpirationLost,"osmoticWaterPotential_fruit",turgorPressure_fruit,waterPotential_fruit,"osmoticWaterPotential_phloem",meanCpm,turgorPressure_phloem,waterPotential_phloem,Lphloem,Lxylem,"osmoticWaterPotential_partialContribution",cellWallExtensibility,elasticModulus,ro,malicAcid,tartaricAcid,malicConcentration_fruit,"tartaricConcentration_fruit",fruitIncidentPAR,fruitAbsorbedPAR,fruitAbsorbedRadiation,"fruitAbsorbedRadiation_m2",fruitLightArea_m2,fruitBerryCountEffective,totalFruitNumber_1,totalFruitNumber_2,totalFruitNumber_3,totalFruitNumber_4,meanFruitFW_1,meanFruitFW_2,meanFruitFW_3,meanFruitFW_4,meanFruitDW_1,meanFruitDW_2,meanFruitDW_3,meanFruitDW_4,meanFruitSc_1,meanFruitSc_2,meanFruitSc_3,meanFruitSc_4,simuuid,fruitIncidentPAR_mean_1,fruitIncidentPAR_mean_2,fruitIncidentPAR_mean_3,fruitIncidentPAR_mean_4,fruitAbsorbedPAR_sum_1,fruitAbsorbedPAR_sum_2,fruitAbsorbedPAR_sum_3,fruitAbsorbedPAR_sum_4,"fruitAbsorbedRadiation_sum_1","fruitAbsorbedRadiation_sum_2","fruitAbsorbedRadiation_sum_3","fruitAbsorbedRadiation_sum_4",fruitCount_1,fruitCount_2,fruitCount_3,fruitCount_4,fruitLightArea_sum_1,fruitLightArea_sum_2,fruitLightArea_sum_3,fruitLightArea_sum_4,mSuc,mSor,mGlu,mFru,mSta,mSyn
2012-07-18T01:30:00,2012,200,1,0,1681.0,45,648.4435,0.0,95.30363,0.0,0.104160935,0.0,0.5,0.6200751,3.0964117,0.11979807128839434,0.23101525,0.0,0.05350519062306282,0.0,0.005392589069555925,0.004130426860767398,2.8717427708276153E-4,0.003843252583684636,4.680330628674847E-4,24.69676353276157,0.9055182983496992,-23.79124523441187,26.992781325970963,0.0,26.95433381253965,-0.038447513431311364,0.014786981360787411,0.0011155884234502367,0.15,0.01386446239183302,153.1999969482422,70.75983458067964,10.908536757942379,9.282000504434109,0.01972111903455894,0.016780567448104675,0.0,0.0,0.0,0.0,3.096411769162584E-4,1.0,45,0,0,0,648.4435,0.0,0.0,0.0,95.30363,0.0,0.0,0.0,0.104160935,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.096411769162584E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T02:30:00,2012,200,2,0,1682.0,45,652.2475,0.0,95.585526,0.0,0.10397816,0.0,0.5,0.6239932,3.1094937,0.11881119906332806,0.23105162,0.0,0.0511249863721761,0.0,0.005345660418639077,0.003942814588450806,2.7138229361290073E-4,0.0036714322948379046,4.239162497896464E-4,24.49568232140166,0.8855859023733582,-23.610096419028302,26.9541162889239,0.0,25.953144911643285,-1.0009713772806137,0.014760366327941596,0.0011029097936841492,0.15,0.013863810371932893,153.1999969482422,70.6777340541181,10.90544600596882,9.282000504434109,0.01959078748442277,0.016674393620687053,0.0,0.0,0.0,0.0,3.109493847851888E-4,1.0,45,0,0,0,652.2475,0.0,0.0,0.0,95.585526,0.0,0.0,0.0,0.10397816,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.109493847851888E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T03:30:00,2012,200,3,0,1683.0,45,656.08746,0.0,95.8671,0.0,0.10379043,0.0,0.5,0.6277634,3.1220713,0.11867900143780243,0.23092788,0.0,0.050934759717908944,0.0,0.005340625887222727,0.0039296547183382225,2.6795225852439987E-4,0.0036617024598138226,3.744538644459345E-4,24.372090629838805,0.887224934141299,-23.484865695697508,26.917303394024252,0.0,25.92146648475698,-0.9958369092672719,0.014733771184512518,0.0010903749061628811,0.15,0.013863158392776489,153.1999969482422,70.5957883698444,10.903264916945703,9.282000504434109,0.01946245754171289,0.016568481284806893,0.0,0.0,0.0,0.0,3.1220712911921727E-4,1.0,45,0,0,0,656.08746,0.0,0.0,0.0,95.8671,0.0,0.0,0.0,0.10379043,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.1220712911921727E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T04:30:00,2012,200,4,0,1684.0,45,659.9754,0.0,96.14837,0.0,0.103595674,0.0,0.5,0.6315704,3.1347466,0.11854554391031936,0.23075032,0.0,0.050795356406758585,0.0,0.005334677614137444,0.003922286702380515,2.649843365439167E-4,0.0036573023658365983,3.1882378319458664E-4,24.28253602600826,0.8902126125624251,-23.392323413445833,26.888531971384584,0.0,25.900858372540167,-0.9876735988444167,0.01470719614690663,0.0010779821391393093,0.15,0.013862506454384634,153.1999969482422,70.51400480606435,10.901265984196536,9.282000504434109,0.019334415666480538,0.016462496762245375,0.0,0.0,0.0,0.0,3.134746455371317E-4,1.0,45,0,0,0,659.9754,0.0,0.0,0.0,96.14837,0.0,0.0,0.0,0.103595674,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.134746455371317E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T05:30:00,2012,200,5,0,1685.0,45,663.79913,0.0,96.42929,0.0,0.10341446,0.0,0.5,0.63542646,3.1475582,0.11840060504766979,0.23060322,0.0,0.05059824191023817,0.0,0.005327600377559333,0.003909181373897069,2.616350427661886E-4,0.0036475463311308807,3.6956916266107193E-4,24.16628031132102,0.880141094210118,-23.286139217110904,26.854209134350846,0.0,25.852777001979945,-1.0014321323709012,0.01468064143084227,0.001065729888984573,0.15,0.013861854556778156,153.1999969482422,70.43237945190066,10.899994170079944,9.282000504434109,0.019211444819835756,0.01635970053985044,0.0,0.0,0.0,0.0,3.1475582651478625E-4,1.0,45,0,0,0,663.79913,0.0,0.0,0.0,96.42929,0.0,0.0,0.0,0.10341446,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.1475582651478625E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T06:30:00,2012,200,6,0,1686.0,45,667.6696,0.0,96.70989,0.0,0.10322647,0.0,0.5,0.63921714,3.1601374,0.11826633940221797,0.23034963,0.0,0.05053294577693096,0.0,0.005322108422154313,0.003909843805377963,2.593092852700128E-4,0.0036505345201079497,3.2316795705422744E-4,24.12229185190511,0.8830081266443656,-23.239283725260744,26.83454172684326,0.0,25.846868127998842,-0.9876735988444167,0.014654107251343083,0.0010536165699897037,0.15,0.013861202699977879,153.1999969482422,70.35090842487807,10.897995836967956,9.282000504434109,0.01908715425707131,0.016256840073416563,0.0,0.0,0.0,0.0,3.1601374767602924E-4,1.0,45,0,0,0,667.6696,0.0,0.0,0.0,96.70989,0.0,0.0,0.0,0.10322647,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.1601374767602924E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T07:30:00,2012,200,7,0,1687.0,45,671.5294,0.0,96.99494,0.0,0.10305081,0.0,0.5,0.6430556,3.1728494,0.12014170174995958,0.233013,0.0,0.05232355722849826,0.0,0.005406204182373737,0.003941703888102617,2.582520899425919E-4,0.003683451798160025,3.7020036802591134E-4,24.127322848249367,0.8790354652436941,-23.248287383005675,27.627630646574012,0.0,26.705215179576644,-0.9224154669973679,0.014627593822731506,0.0010416406141693334,0.15,0.013860550884004614,153.1999969482422,70.26960265482955,10.894181537437296,9.282000504434109,0.01896175525111351,0.01615569019122422,0.0,0.0,0.0,0.0,3.172849360059389E-4,1.0,45,0,0,0,671.5294,0.0,0.0,0.0,96.99494,0.0,0.0,0.0,0.10305081,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.172849360059389E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T08:30:00,2012,200,8,0,1688.0,45,675.20483,0.0,97.28063,0.0,0.1029113,0.0,0.5,0.6468815,3.1855052,0.12040981710730768,0.23404288,0.0,0.05193045283585665,0.0,0.005417401710409362,0.003868299260973908,2.5068440517094013E-4,0.003617614855802968,4.817801687345172E-4,24.083590437322616,0.85551659241283,-23.228073844909787,27.97000964218858,0.0,26.575661729308028,-1.3943479128805514,0.014601101358622274,0.001029800471067464,0.15,0.013859899108879171,153.1999969482422,70.18845085215641,10.889642294779149,9.282000504434109,0.018842682164891576,0.016060930251424965,0.0,0.0,0.0,0.0,3.185505207195713E-4,1.0,45,0,0,0,675.20483,0.0,0.0,0.0,97.28063,0.0,0.0,0.0,0.1029113,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.185505207195713E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T09:30:00,2012,200,9,0,1689.0,45,678.8142,0.0,97.566055,0.0,0.102784626,0.0,0.5,0.650519,3.1975372,0.12029899426069832,0.23406325,0.0,0.05164687559019263,0.0,0.00541302460099976,0.0038417299773749023,2.466410038629509E-4,0.0035950889735119514,5.210539427149299E-4,24.158132256332582,0.8457992580004159,-23.312332998332167,28.098793898508717,0.0,26.433249098988426,-1.6655447995202906,0.014574630071916004,0.0010180946075652774,0.15,0.013859247374622354,153.1999969482422,70.1074565395747,10.882019544929738,9.282000504434109,0.018721814014332473,0.015969084268546735,0.0,0.0,0.0,0.0,3.197537279844256E-4,1.0,45,0,0,0,678.8142,0.0,0.0,0.0,97.566055,0.0,0.0,0.0,0.102784626,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.197537279844256E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18T10:30:00,2012,200,10,0,1690.0,45,682.3817,0.0,97.85135,0.0,0.10266651,0.0,0.5,0.65408915,3.2093346,0.12024479268840013,0.23414697,0.0,0.05143442687229291,0.0,0.005410712065148444,0.0038176400555839565,2.427546302918486E-4,0.003574885425292108,5.386760766910602E-4,24.142207208975986,0.838955114405952,-23.303252094570034,28.1889411089291,0.0,26.357139937565393,-1.8318011713637077,0.014548180174792816,0.0010065215076909646,0.15,0.01385859568125496,153.1999969482422,70.02661953624695,10.873313928274923,9.282000504434109,0.018601795358889714,0.01587941588402089,0.0,0.0,0.0,0.0,3.2093347047788855E-4,1.0,45,0,0,0,682.3817,0.0,0.0,0.0,97.85135,0.0,0.0,0.0,0.10266651,0.0,0.0,0.0,"e38680b1-13b5-4d48-84ea-3777295d67b8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3.2093347047788855E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
