uuid,baseScenarioFile,Tmax,Tmin,cca,inputPAR,ENDING_LEAF_NUMBER
ce074a82-3297-4626-a2c7-8f90a7f3c12a,model.options.HGU.spur.json,27.5,20,400,1200,12
5c6f06f0-38d4-4a77-ad50-830e060b9b3f,model.options.HGU.spur.json,27.5,20,650,400,3
06b93a4a-227d-4dee-aea5-b4d9d74485d2,model.options.HGU.spur.json,27.5,20,650,400,6
ab97499c-9131-4667-8fd1-815514da11b5,model.options.HGU.spur.json,27.5,20,650,400,9
fdddb996-869a-4612-ac90-d065083ebe1f,model.options.HGU.spur.json,27.5,20,650,400,12
0cfb8f18-9944-474e-a5df-a5f2b7510742,model.options.HGU.spur.json,27.5,20,650,600,3
7637c8cd-bdc8-4440-8a2e-806e91d28a09,model.options.HGU.spur.json,27.5,20,650,600,6
3eb2123e-2bf5-4dbf-bdf6-664607165a74,model.options.HGU.spur.json,27.5,20,650,600,9
26bd19c8-39e6-4c18-8db1-e0dfcf0df51d,model.options.HGU.spur.json,27.5,20,650,600,12
db94281f-a4af-4075-88c3-0d3630b4e2b8,model.options.HGU.spur.json,27.5,20,650,800,3
6b23ace9-8a4d-4a9c-a03c-dc270fe5d25c,model.options.HGU.spur.json,27.5,20,650,800,6
c9ed2d3b-9d5b-4c88-bb90-41a45ccf2c22,model.options.HGU.spur.json,27.5,20,650,800,9
051394f7-ef31-47f4-a4c8-783e99db038d,model.options.HGU.spur.json,27.5,20,650,800,12
f2a2db8b-33a2-41c9-92c2-3dec4e1f09ec,model.options.HGU.spur.json,27.5,20,650,1000,3
606a92ea-9eaf-4911-862b-7d25150d63d9,model.options.HGU.spur.json,27.5,20,650,1000,6
5d48bc29-5b97-4f17-8de3-ef647c54c12f,model.options.HGU.spur.json,27.5,20,650,1000,9
fa8c0a17-a8b3-4ca0-8e87-01a625e8416a,model.options.HGU.spur.json,27.5,20,650,1000,12
996eaf56-59fa-4524-86ac-6d368e7d3a05,model.options.HGU.spur.json,27.5,20,650,1200,3
50775a99-0072-4a72-af5c-cac510a79543,model.options.HGU.spur.json,27.5,20,650,1200,6
ffafe5e3-b10d-4864-861e-43c82953b781,model.options.HGU.spur.json,27.5,20,650,1200,9
0579760e-9c8c-4e98-b2b5-685ce3731e78,model.options.HGU.spur.json,27.5,20,650,1200,12
335b168f-2bf7-4344-926e-2900ea928359,model.options.HGU.spur.json,27.5,20,900,400,3
aefe9d70-10d7-4bc6-8c5a-97b1d7895b3c,model.options.HGU.spur.json,27.5,20,900,400,6
2da2cd30-3f0f-431c-be9a-7927f06cb796,model.options.HGU.spur.json,27.5,20,900,400,9
91ce82cb-db41-433c-81a1-0dd12ab1b82a,model.options.HGU.spur.json,27.5,20,900,400,12
4aac36fd-0ef2-403a-95b1-264df4cbb0de,model.options.HGU.spur.json,27.5,20,900,600,3
fab43a0a-ce2a-480d-9ff2-297b02357d48,model.options.HGU.spur.json,27.5,20,900,600,6
204a355a-021f-463e-9247-9877053e3a25,model.options.HGU.spur.json,27.5,20,900,600,9
402d4357-5b10-4d91-9f76-f683f97eac71,model.options.HGU.spur.json,27.5,20,900,600,12
46d5b3a5-9e4f-488f-8eaf-623d942985fe,model.options.HGU.spur.json,27.5,20,900,800,3
b6d95094-90bb-4878-97be-fceef2f5d7d5,model.options.HGU.spur.json,27.5,20,900,800,6
5a2449ab-c3c5-40e3-a17b-4c4ca20aac0d,model.options.HGU.spur.json,27.5,20,900,800,9
029c4c03-7cba-451c-a926-9d7553c3fa98,model.options.HGU.spur.json,27.5,20,900,800,12
b5a6f6b6-0c79-47da-99a0-8dded9a7bcf3,model.options.HGU.spur.json,27.5,20,900,1000,3
90ae8be5-a66d-4139-9967-e99254b3315e,model.options.HGU.spur.json,27.5,20,900,1000,6
32ebdee4-e839-4710-bf78-fb34f41a12d0,model.options.HGU.spur.json,27.5,20,900,1000,9
8e962096-da4b-4d6a-982e-2ea525f83e26,model.options.HGU.spur.json,27.5,20,900,1000,12
38b9653a-acf2-4fc7-a149-362e50a0c757,model.options.HGU.spur.json,27.5,20,900,1200,3
dd21bad2-f5fc-4913-90f2-cf4c50d50c8f,model.options.HGU.spur.json,27.5,20,900,1200,6
11b12d18-db61-4abe-af52-df63464f561a,model.options.HGU.spur.json,27.5,20,900,1200,9
7fd07dc5-0695-4e2a-8e4b-4b257297f672,model.options.HGU.spur.json,27.5,20,900,1200,12
b3dde20b-3327-4486-876e-4c90539407b4,model.options.HGU.spur.json,27.5,20,1200,400,3
0a3bb35d-dd89-474a-a30d-3e7b8f120edf,model.options.HGU.spur.json,27.5,20,1200,400,6
0c3a15ce-e70a-4487-98b3-c0b57e04ece2,model.options.HGU.spur.json,27.5,20,1200,400,9
c24fd5a7-185e-4d15-a0fd-a96aff600c6e,model.options.HGU.spur.json,27.5,20,1200,400,12
1a33085e-1b38-49f0-9798-89c88bd3f926,model.options.HGU.spur.json,27.5,20,1200,600,3
e6a63a29-0431-4f8d-9172-b3f0fc523b61,model.options.HGU.spur.json,27.5,20,1200,600,6
204d7229-40a4-4eb3-a458-bec42bfb2cb3,model.options.HGU.spur.json,27.5,20,1200,600,9
d62bac80-9f26-4505-b086-1111cbec1be7,model.options.HGU.spur.json,27.5,20,1200,600,12
237a6671-7760-4d91-8de7-2976b47080fe,model.options.HGU.spur.json,27.5,20,1200,800,3
d7b33285-823c-4d8e-aa0c-edd665ee0d8c,model.options.HGU.spur.json,27.5,20,1200,800,6
bf96c6cc-3516-4b96-b7bc-8fd3325d0bec,model.options.HGU.spur.json,27.5,20,1200,800,9
f190e4b4-0fc2-4e66-a8db-d2dcbfd15a7b,model.options.HGU.spur.json,27.5,20,1200,800,12
91abb0a6-9885-40f8-aa99-b132ef1bdd05,model.options.HGU.spur.json,27.5,20,1200,1000,3
0564e02f-614e-41a1-a24b-ba1307b56eb1,model.options.HGU.spur.json,27.5,20,1200,1000,6
2e77a9fe-dbd7-47b2-a864-b80d45935fd5,model.options.HGU.spur.json,27.5,20,1200,1000,9
0030da79-24a2-4916-be59-2018bcf148ea,model.options.HGU.spur.json,27.5,20,1200,1000,12
219341e8-db5a-410b-93d2-6cd89ce6e833,model.options.HGU.spur.json,27.5,20,1200,1200,3
34814c59-5076-4b71-a4a2-13d6cf5dba0a,model.options.HGU.spur.json,27.5,20,1200,1200,6
f80a2794-4bbb-4cc0-b3ca-c476522f0283,model.options.HGU.spur.json,27.5,20,1200,1200,9
ece347c4-6f11-46ab-84e9-fe295ece6d0f,model.options.HGU.spur.json,27.5,20,1200,1200,12
b13ca693-a4ec-46e3-99e9-38b4f275f33c,model.options.HGU.spur.json,30,15,400,400,3
db211da1-800f-42cd-860d-6a1f92ec8a14,model.options.HGU.spur.json,30,15,400,400,6
f3de1f50-8b0c-4b4e-9722-b782f35ff741,model.options.HGU.spur.json,30,15,400,400,9
b4c1e601-9cd2-4b8d-a17f-df7d68ca2be7,model.options.HGU.spur.json,30,15,400,400,12
ff33943d-9a04-4d5b-93f4-bcbebb436ce9,model.options.HGU.spur.json,30,15,400,600,3
7e9ca54f-3fd3-4460-a8ad-601dcb0b8458,model.options.HGU.spur.json,30,15,400,600,6
320322ce-0fcf-481d-abb6-a2b5ee7805e8,model.options.HGU.spur.json,30,15,400,600,9
2f4da2c5-3257-4cbc-bc96-4bd496a8a563,model.options.HGU.spur.json,30,15,400,600,12
eede552b-95d4-4717-bce1-944d16068a9c,model.options.HGU.spur.json,30,15,400,800,3
1e29d807-b37f-45a0-9566-4499f6b4964d,model.options.HGU.spur.json,30,15,400,800,6
6f683a3a-c47a-4d1b-9378-7b8e2e9a216e,model.options.HGU.spur.json,30,15,400,800,9
8a646ee5-4551-48f7-aa1d-b35b946c8842,model.options.HGU.spur.json,30,15,400,800,12
e1d26619-9fe8-4a7c-baae-f822cebd7534,model.options.HGU.spur.json,30,15,400,1000,3
888de5df-9253-4f10-89ee-c49e3e912309,model.options.HGU.spur.json,30,15,400,1000,6
c0fd3d02-f313-40c7-b7fa-820679cb64ff,model.options.HGU.spur.json,30,15,400,1000,9
68dffea4-4424-41b2-a13a-8b57a27e5b69,model.options.HGU.spur.json,30,15,400,1000,12
23e30894-6cf4-4c9a-b1d2-dbc15dc13a0e,model.options.HGU.spur.json,30,15,400,1200,3
b24cc625-af86-4dc1-b297-2e55581d3fc6,model.options.HGU.spur.json,30,15,400,1200,6
a0b16ce2-1bae-4b7e-bddc-2dfcb3da0c5f,model.options.HGU.spur.json,30,15,400,1200,9
7ae0f58c-7d04-4587-9b0b-680d0348fe27,model.options.HGU.spur.json,30,15,400,1200,12
75802863-00a7-4489-aa75-5eeff00f2d1c,model.options.HGU.spur.json,30,15,650,400,3
3211531b-5c5f-4020-b882-c12106acbff3,model.options.HGU.spur.json,30,15,650,400,6
e14b70a9-aaa3-4e18-824c-b6ea65c94cbd,model.options.HGU.spur.json,30,15,650,400,9
6b24330f-f7cc-417c-90b6-e97bfe86f806,model.options.HGU.spur.json,30,15,650,400,12
8ff7e5e9-25ea-4ccf-b9a6-5a873ce4cdd8,model.options.HGU.spur.json,30,15,650,600,3
71b98b59-ce73-47b8-9913-a0dfc6020dda,model.options.HGU.spur.json,30,15,650,600,6
11276979-7639-4fc6-8cac-7b2ea87e1649,model.options.HGU.spur.json,30,15,650,600,9
2d3790fc-315e-402f-922f-c00a5caf0d63,model.options.HGU.spur.json,30,15,650,600,12
015d220f-3b40-4f3d-b4b3-221c888158f9,model.options.HGU.spur.json,30,15,650,800,3
190c7406-668e-41cd-9141-54a1efd29d52,model.options.HGU.spur.json,30,15,650,800,6
a1dff174-e448-451e-a881-513f495432ac,model.options.HGU.spur.json,30,15,650,800,9
b4be1fa9-4370-40b6-87e0-b0ecb2ca0164,model.options.HGU.spur.json,30,15,650,800,12
6fdedf10-bb03-4af9-958e-08798e564b4b,model.options.HGU.spur.json,30,15,650,1000,3
f60ec872-90b2-4149-93c9-8124c2d6742a,model.options.HGU.spur.json,30,15,650,1000,6
d3367beb-83d2-428c-8b25-ce0253433821,model.options.HGU.spur.json,30,15,650,1000,9
f87e70f1-563b-494b-b65c-7c5e0f322bb1,model.options.HGU.spur.json,30,15,650,1000,12
4f2e4ed2-5fc4-4bdb-b895-695bc5c4fe2e,model.options.HGU.spur.json,30,15,650,1200,3
fd384239-b60b-4a64-a12e-a0eb4dfce82a,model.options.HGU.spur.json,30,15,650,1200,6
10b70a8f-b7ee-4777-bc55-615f75611cdd,model.options.HGU.spur.json,30,15,650,1200,9
c3cee5ba-7ad7-436e-bd29-e26b12fa7364,model.options.HGU.spur.json,30,15,650,1200,12
f8b998cd-cea9-4506-8b26-a2ec801d373b,model.options.HGU.spur.json,30,15,900,400,3
e7d0ccd8-2020-428e-b1f9-d00e272763af,model.options.HGU.spur.json,30,15,900,400,6
218984d8-6aac-4d26-a7c1-b372f221e3a5,model.options.HGU.spur.json,30,15,900,400,9
3805e8cc-a44f-4fb4-93f2-dc533fbfad89,model.options.HGU.spur.json,30,15,900,400,12
322bbd8b-9b87-4a39-abe1-137bd59ffce8,model.options.HGU.spur.json,30,15,900,600,3
1ae65dc7-36c8-4210-9072-dade4a0ec7ec,model.options.HGU.spur.json,30,15,900,600,6
02dd78c1-d617-4d09-9308-4423a99ddb4a,model.options.HGU.spur.json,30,15,900,600,9
ca5a24db-ec12-48b2-ad4b-35ded5421c77,model.options.HGU.spur.json,30,15,900,600,12
c5b375e8-1a76-4d58-a755-5bd0b7fcfe60,model.options.HGU.spur.json,30,15,900,800,3
50375da8-f65e-4f64-8c5b-4155122dfb7f,model.options.HGU.spur.json,30,15,900,800,6
6447e48d-f1cb-4a7e-9f62-9b8de2867961,model.options.HGU.spur.json,30,15,900,800,9
bac92611-fff4-4c89-8c71-72e1410cf405,model.options.HGU.spur.json,30,15,900,800,12
a6b36199-884f-4fb8-9d8c-ce6e7eb14f9e,model.options.HGU.spur.json,30,15,900,1000,3
b9cb268b-fab5-4bcd-9f01-a2f235bbc160,model.options.HGU.spur.json,30,15,900,1000,6
126ca401-9087-4c0f-8f64-a0bc29b49464,model.options.HGU.spur.json,30,15,900,1000,9
3950897b-a4d9-4367-94f6-5d79b35edb2d,model.options.HGU.spur.json,30,15,900,1000,12
887011ae-e883-4e78-9193-a86fb86ae37a,model.options.HGU.spur.json,30,15,900,1200,3
714eee37-2c15-4339-8d34-928441b0554a,model.options.HGU.spur.json,30,15,900,1200,6
f57023c5-d67a-4046-a94e-752392cb33c5,model.options.HGU.spur.json,30,15,900,1200,9
0c42b88c-7623-4d68-9878-a8a69013894e,model.options.HGU.spur.json,30,15,900,1200,12
a1ae60ce-f136-4cc7-911d-f1ea88891b18,model.options.HGU.spur.json,30,15,1200,400,3
949764bb-e8fb-40e0-bbaa-4cb37e9af189,model.options.HGU.spur.json,30,15,1200,400,6
f244cbf9-9532-434f-80e2-216126082ea3,model.options.HGU.spur.json,30,15,1200,400,9
5c37fca3-3228-4a21-b490-c6476277c2ca,model.options.HGU.spur.json,30,15,1200,400,12
52b6dcd8-f371-4c46-a13b-6ce5a90a9673,model.options.HGU.spur.json,30,15,1200,600,3
265c9661-cbe5-4404-bce0-cc383ae7382a,model.options.HGU.spur.json,30,15,1200,600,6
28607ac3-9d4b-4388-bbe7-80ca5eb7b03f,model.options.HGU.spur.json,30,15,1200,600,9
162a3b18-4672-416c-8bca-337bf4639ced,model.options.HGU.spur.json,30,15,1200,600,12
7ce5f851-c39c-40ef-a04e-5a0a8bcde029,model.options.HGU.spur.json,30,15,1200,800,3
561ad5a5-cc16-496a-8e5f-6341e78e0553,model.options.HGU.spur.json,30,15,1200,800,6
7acffd73-626b-4b6e-989a-b3db62274fd9,model.options.HGU.spur.json,30,15,1200,800,9
ab5f3bfe-4742-45ab-be0b-71422c8f49ee,model.options.HGU.spur.json,30,15,1200,800,12
2c01fe4a-74d4-4f56-8145-0e61b02ca295,model.options.HGU.spur.json,30,15,1200,1000,3
88a8f6c0-d5e4-4c6f-ba5f-12df12ab666e,model.options.HGU.spur.json,30,15,1200,1000,6
e9f9fe23-6143-47dd-ae8f-26581e269ab7,model.options.HGU.spur.json,30,15,1200,1000,9
4257d485-a2f9-41a9-a709-6e66a01e8eb7,model.options.HGU.spur.json,30,15,1200,1000,12
0f5c0d19-2a4c-4856-9407-3fd2f56641df,model.options.HGU.spur.json,30,15,1200,1200,3
e78310cf-6d91-4caf-9ebf-c2c5ab191089,model.options.HGU.spur.json,30,15,1200,1200,6
f9fcafca-b1fc-4473-95d5-c0a9d52e4cf7,model.options.HGU.spur.json,30,15,1200,1200,9
12c1976b-51e4-44f2-bb46-1ef186b71a1a,model.options.HGU.spur.json,30,15,1200,1200,12
b135941f-eab1-43b0-9f9f-8e6bbe7b4fe2,model.options.HGU.spur.json,30,17.5,400,400,3
b0a74c84-394a-4da9-8c46-2380c841b9a7,model.options.HGU.spur.json,30,17.5,400,400,6
8b135ccf-aa8d-4396-837c-66728378d79e,model.options.HGU.spur.json,30,17.5,400,400,9
c5129a9f-5040-494b-a15f-67a572d4ad02,model.options.HGU.spur.json,30,17.5,400,400,12
e1d77c8e-fcf1-4f37-bb1f-29fd57ca5e6c,model.options.HGU.spur.json,30,17.5,400,600,3
35fc8589-aaeb-4acd-996e-f174dc308a1f,model.options.HGU.spur.json,30,17.5,400,600,6
8f01d46e-485b-4490-86ba-111fdf4049f2,model.options.HGU.spur.json,30,17.5,400,600,9
ecff0bbf-0742-47b6-9813-519aaaff9230,model.options.HGU.spur.json,30,17.5,400,600,12
01aa8319-8e59-4e0a-bbd8-04a673277655,model.options.HGU.spur.json,30,17.5,400,800,3
b50a5612-5a3b-488a-a04c-5a5f79120406,model.options.HGU.spur.json,30,17.5,400,800,6
7cc44e50-458c-402c-8a57-9532b36bf240,model.options.HGU.spur.json,30,17.5,400,800,9
2762f78b-3d88-48a4-94c9-8b387ea414b1,model.options.HGU.spur.json,30,17.5,400,800,12
87313872-afef-42bd-8588-6f69d7ee4bea,model.options.HGU.spur.json,30,17.5,400,1000,3
b3f86c40-848b-446a-a40f-448b49c658e2,model.options.HGU.spur.json,30,17.5,400,1000,6
8b39518f-bab4-42e9-8ffc-5425da190f7f,model.options.HGU.spur.json,30,17.5,400,1000,9
d58d5f28-2b4a-415e-a614-4e954e8e1b27,model.options.HGU.spur.json,30,17.5,400,1000,12
e2e81ca7-f686-4d77-8840-d17b299d3ca6,model.options.HGU.spur.json,30,17.5,400,1200,3
4a018c36-c934-4596-9351-dcde1af3a3d1,model.options.HGU.spur.json,30,17.5,400,1200,6
c394e75b-e822-4165-bf6e-23f70fe6e36f,model.options.HGU.spur.json,30,17.5,400,1200,9
0f4f0067-c7aa-45ef-a333-4dfcdea9069f,model.options.HGU.spur.json,30,17.5,400,1200,12
e0da13f6-b2f5-4358-be5f-ff280fac6bd1,model.options.HGU.spur.json,30,17.5,650,400,3
53b04a87-027b-40ba-8a35-c3b885d60e29,model.options.HGU.spur.json,30,17.5,650,400,6
3397300b-5869-4bd4-9763-f071a246f107,model.options.HGU.spur.json,30,17.5,650,400,9
a77114d8-4232-4a03-adfa-c46f926f3bad,model.options.HGU.spur.json,30,17.5,650,400,12
2d35f936-7e61-4bb5-86b6-6a39ddc4a5e5,model.options.HGU.spur.json,30,17.5,650,600,3
8dc7d0cb-01e8-441c-8aa8-f36e4e854f33,model.options.HGU.spur.json,30,17.5,650,600,6
2390340c-47af-47a0-b604-63532542ef3f,model.options.HGU.spur.json,30,17.5,650,600,9
e78ef934-1890-4702-8e84-1197dccd8d48,model.options.HGU.spur.json,30,17.5,650,600,12
2808b1e5-c239-4c37-9451-5b5e87653084,model.options.HGU.spur.json,30,17.5,650,800,3
564f9016-0d16-4586-85de-a713714e2878,model.options.HGU.spur.json,30,17.5,650,800,6
bb42ced1-1b92-4ca1-8385-493e535344f5,model.options.HGU.spur.json,30,17.5,650,800,9
61e461fc-3177-4b88-be1f-f16dfc8accf5,model.options.HGU.spur.json,30,17.5,650,800,12
17f35138-81bf-4e06-8b13-b9f6cf2461e2,model.options.HGU.spur.json,30,17.5,650,1000,3
b5390d98-7d68-4ece-b62f-3a62a634c688,model.options.HGU.spur.json,30,17.5,650,1000,6
1aa1771a-4fb9-42e9-a7c2-07406f13966d,model.options.HGU.spur.json,30,17.5,650,1000,9
cebb4e69-47aa-4133-9aa2-8f973c6970f1,model.options.HGU.spur.json,30,17.5,650,1000,12
fe3fdd93-68f2-490f-a9de-7ddc5f2c085a,model.options.HGU.spur.json,30,17.5,650,1200,3
df657315-feab-489b-9c78-0db36895cdc5,model.options.HGU.spur.json,30,17.5,650,1200,6
93f6211f-beed-4416-8185-166377ae1092,model.options.HGU.spur.json,30,17.5,650,1200,9
e0be2155-1550-4e94-8466-4acd71474196,model.options.HGU.spur.json,30,17.5,650,1200,12
3d929bf8-d489-4920-885a-b2fc4227be28,model.options.HGU.spur.json,30,17.5,900,400,3
35e07221-f26a-4635-a744-241eead07ce8,model.options.HGU.spur.json,30,17.5,900,400,6
9922b4c3-d38c-4c23-8ebf-630673424ec8,model.options.HGU.spur.json,30,17.5,900,400,9
19e1496e-75b1-4425-842b-1d000e4bdcb7,model.options.HGU.spur.json,30,17.5,900,400,12
ceed6795-5eea-488e-8314-3cb62d82fab7,model.options.HGU.spur.json,30,17.5,900,600,3
7dd1a565-f895-483a-b891-696cee1b8efb,model.options.HGU.spur.json,30,17.5,900,600,6
4a21a7b9-e2d9-4667-b234-0ee57ace9f62,model.options.HGU.spur.json,30,17.5,900,600,9
d314cd47-b0be-416a-8b2e-e2fee2c2347e,model.options.HGU.spur.json,30,17.5,900,600,12
a59b977b-e3b0-405f-8ad1-e4132c33b7b2,model.options.HGU.spur.json,30,17.5,900,800,3
9f37e80b-b6ed-4808-9be3-ce15a6bab110,model.options.HGU.spur.json,30,17.5,900,800,6
f3f02a37-4769-438e-aed7-cd0f6951e781,model.options.HGU.spur.json,30,17.5,900,800,9
9f572ed1-fc37-4186-bc8e-266a8f95d4fa,model.options.HGU.spur.json,30,17.5,900,800,12
6079b52d-0e61-4a74-b298-8dda9d358965,model.options.HGU.spur.json,30,17.5,900,1000,3
0afe5ab7-fac0-4b36-9e67-191471eb9d53,model.options.HGU.spur.json,30,17.5,900,1000,6
a214eedd-4706-4d39-b01d-94b7884e5b82,model.options.HGU.spur.json,30,17.5,900,1000,9
eee35226-e68a-49f4-b085-c9c97644fc40,model.options.HGU.spur.json,30,17.5,900,1000,12
5a64bef8-26dd-4f7d-abda-e4e2ab1e7f1e,model.options.HGU.spur.json,30,17.5,900,1200,3
d0f552fe-c79f-4d99-ba0a-90aa9972cc45,model.options.HGU.spur.json,30,17.5,900,1200,6
7ea6fc29-7ee7-4ed7-9c78-221f755526fb,model.options.HGU.spur.json,30,17.5,900,1200,9
8d7b3a41-96c0-4ca2-b6a3-119cdcfc8ffb,model.options.HGU.spur.json,30,17.5,900,1200,12
15948846-1ea0-430e-9a8a-bf4682e44473,model.options.HGU.spur.json,30,17.5,1200,400,3
9cd96427-3935-4727-bd2e-b9a7c769ccd4,model.options.HGU.spur.json,30,17.5,1200,400,6
753820ef-6653-43e1-ae9d-a50e22b7b60f,model.options.HGU.spur.json,30,17.5,1200,400,9
db6e5fb3-7c60-4d6f-9b8d-697eb90defe5,model.options.HGU.spur.json,30,17.5,1200,400,12
9b3c73a0-50bd-4a36-a773-3a6a5a2cf251,model.options.HGU.spur.json,30,17.5,1200,600,3
88cca938-4230-4eee-b4f6-786c25cb12d5,model.options.HGU.spur.json,30,17.5,1200,600,6
79d78d14-e4ce-4b60-870e-9e9d70e67041,model.options.HGU.spur.json,30,17.5,1200,600,9
182a7d8a-2a4c-4556-9b2b-0e31d7f3bff2,model.options.HGU.spur.json,30,17.5,1200,600,12
d29a1afc-ce3b-4a52-85f5-076d7efa8435,model.options.HGU.spur.json,30,17.5,1200,800,3
d03cb240-7e4e-4846-b033-216f48cfc20f,model.options.HGU.spur.json,30,17.5,1200,800,6
8d93e515-3c29-4a16-b945-a247142b3558,model.options.HGU.spur.json,30,17.5,1200,800,9
ad35b56e-5dc8-4ce6-a8c7-c0c507254166,model.options.HGU.spur.json,30,17.5,1200,800,12
a0d57f70-1934-4eed-8010-316c2f57a941,model.options.HGU.spur.json,30,17.5,1200,1000,3
a0902e1b-48d2-4271-b509-4626c2aafa5a,model.options.HGU.spur.json,30,17.5,1200,1000,6
60ac5a4d-e19b-4844-82ac-434a39d62a6f,model.options.HGU.spur.json,30,17.5,1200,1000,9
27a52dce-6b06-4577-a098-5331c20b7a08,model.options.HGU.spur.json,30,17.5,1200,1000,12
3dae9267-89da-482a-9130-98c90d2fc1d5,model.options.HGU.spur.json,30,17.5,1200,1200,3
009d4ea3-8fa3-41de-8f03-6fdfb7cfac9e,model.options.HGU.spur.json,30,17.5,1200,1200,6
cdd49992-6501-4a7b-bf99-8bc21c2cb8a1,model.options.HGU.spur.json,30,17.5,1200,1200,9
d4e99e65-352a-4dcd-a7fc-68fd186c85b3,model.options.HGU.spur.json,30,17.5,1200,1200,12
529d5f68-3927-4b90-95ea-e8da752b5cdc,model.options.HGU.spur.json,30,20,400,400,3
b72b2a8f-7962-41d1-ae61-68b1529858a1,model.options.HGU.spur.json,30,20,400,400,6
7046734a-077b-4f93-b29a-fb22e89a1c63,model.options.HGU.spur.json,30,20,400,400,9
cc275f05-7180-4422-b2d7-18a9791732e7,model.options.HGU.spur.json,30,20,400,400,12
66bde438-f574-42e0-8238-308f8f36ac1d,model.options.HGU.spur.json,30,20,400,600,3
9558b87f-9b5b-48d9-a790-390fd1e20a01,model.options.HGU.spur.json,30,20,400,600,6
c2a831b6-640c-4d38-b17f-037e7913af41,model.options.HGU.spur.json,30,20,400,600,9
6f0fd262-5ede-4859-a1dc-bd68307fb31b,model.options.HGU.spur.json,30,20,400,600,12
22dbe728-acf6-4ef1-b26b-c1edd1baf338,model.options.HGU.spur.json,30,20,400,800,3
2ed09c59-07ca-48fa-afe7-389d77dd6830,model.options.HGU.spur.json,30,20,400,800,6
28d688f9-12c8-4b10-90ca-d799d02a2622,model.options.HGU.spur.json,30,20,400,800,9
338d43cb-acd6-4c91-8ca4-7a75823633ba,model.options.HGU.spur.json,30,20,400,800,12
bd220a90-e355-4d78-a85d-61772a8f795b,model.options.HGU.spur.json,30,20,400,1000,3
3318fa5b-8ea4-4cea-950c-1bc17f28d206,model.options.HGU.spur.json,30,20,400,1000,6
429a77fd-2f3b-4845-9b34-080481a49b03,model.options.HGU.spur.json,30,20,400,1000,9
da7f0a68-466e-4404-a936-d671dbd1a25c,model.options.HGU.spur.json,30,20,400,1000,12
7d78ad3b-139e-41b7-9d41-f6e85f6b1dea,model.options.HGU.spur.json,30,20,400,1200,3
649916b8-4ea2-48bd-8b16-9a85b347547d,model.options.HGU.spur.json,30,20,400,1200,6
35768f3d-e6a6-48ea-8d36-6b5e422b9c58,model.options.HGU.spur.json,30,20,400,1200,9
dd08b28f-4b8e-4e5d-9ab6-aea9d648b589,model.options.HGU.spur.json,30,20,400,1200,12
305ae9d3-f707-43f6-9249-b88160b70964,model.options.HGU.spur.json,30,20,650,400,3
afce7b7f-1ca9-4b9a-b13e-e9273d8cc9d4,model.options.HGU.spur.json,30,20,650,400,6
facfb23e-ddd1-46ff-9669-11d3b0f36d0c,model.options.HGU.spur.json,30,20,650,400,9
3cf7467c-8637-406b-97d4-ca15b3b8cd9d,model.options.HGU.spur.json,30,20,650,400,12
6662cc5a-ed1f-41ff-8bad-83638d0380bc,model.options.HGU.spur.json,30,20,650,600,3
69f3a3ed-e322-4b44-abb8-881ee945b382,model.options.HGU.spur.json,30,20,650,600,6
3554d1e3-d029-4296-8a11-a9d1b42d1f81,model.options.HGU.spur.json,30,20,650,600,9
32d52cea-450c-43c0-ab4b-74e400c571bb,model.options.HGU.spur.json,30,20,650,600,12
fc57f281-b970-4af7-b762-bd117f9549ab,model.options.HGU.spur.json,30,20,650,800,3
7d4227ad-1b48-466e-9935-588d3060d0f4,model.options.HGU.spur.json,30,20,650,800,6
16181a5b-20fb-4b3a-8dfa-d65a62349b6d,model.options.HGU.spur.json,30,20,650,800,9
049e3f3d-f1f7-4a67-9f2f-179e7c6aaba1,model.options.HGU.spur.json,30,20,650,800,12
edfce9ef-3721-4dc1-99f9-e7f75c2a29fd,model.options.HGU.spur.json,30,20,650,1000,3
5d4e3a06-6cdc-451c-9a7c-00b13e82d353,model.options.HGU.spur.json,30,20,650,1000,6
78842629-9e54-4710-b7cb-f4954a546058,model.options.HGU.spur.json,30,20,650,1000,9
d397510b-69c5-41d0-aa62-350bc8c44e74,model.options.HGU.spur.json,30,20,650,1000,12
1adb96ed-88f7-4157-8314-b0d7c6501617,model.options.HGU.spur.json,30,20,650,1200,3
29f3ee70-7cc5-414f-b996-fe9f06cb2c8c,model.options.HGU.spur.json,30,20,650,1200,6
b624c8c4-2f78-4d8f-bde7-5711539dd2f4,model.options.HGU.spur.json,30,20,650,1200,9
62e60c8d-26c6-4db8-9f75-c6d3c251ed4d,model.options.HGU.spur.json,30,20,650,1200,12
1249a5af-17e4-4de1-ab95-e43e0d96d063,model.options.HGU.spur.json,30,20,900,400,3
045e6866-4291-4a35-a4ad-d36fcb703249,model.options.HGU.spur.json,30,20,900,400,6
d7c846fe-18c1-40bb-94ac-6ebcaf2ed146,model.options.HGU.spur.json,30,20,900,400,9
152ba490-99c3-4dc9-875c-292afbce5d19,model.options.HGU.spur.json,30,20,900,400,12
292108b8-9681-41cd-aac4-918d1d5d7957,model.options.HGU.spur.json,30,20,900,600,3
9d00103a-823e-4cb4-9768-1095dcd755a6,model.options.HGU.spur.json,30,20,900,600,6
9dc861d8-e131-434f-90de-a271c36fa90c,model.options.HGU.spur.json,30,20,900,600,9
