uuid,biomassPlant,biomassPlant_final,biomassFruit,biomassFruit_final,biomassInternode,biomassInternode_final,internodeNSC,internodeNSC_final,fraction_fruitUnloading,fraction_structuralRootUnloading,fraction_internodeUnloading,phloemSugarConcentration,harvest_index,meanFruitDW,meanFruitSc,Ta,cca,totalFruitNumber,incomingRadiation,leafArea,Tmax,Tmin,ENDING_LEAF_NUMBER,vineType
00739ec2-5aac-4047-9b8c-8caf0d3ba1b5,141.15436353267415,188910.62778683798,85.85920789090247,73134.47042878262,415.01124589778345,80796.87599072212,186.19073104543637,1797.8766504666444,0.29871368077167504,0.03692389114011995,0.46808649844006733,0.019460733010182828,0.3871433446318646,182.83617458333333,0.15258765458333332,25.011565351010102,1200.0,400.0,407.27588383838383,0.3837245557808073,30.0,20.0,3.0,cane
0093c160-ab63-4c46-b0a7-7564543a9e7e,222.79133506839148,401446.595397746,103.01474140463682,48184.62313686043,881.7751966822935,255000.23834208667,468.33741258010207,5644.005621499732,0.101075507611774,0.015688267463846804,0.6333379250439183,0.021410100383423385,0.12003099121606142,200.76926458333332,0.16979749541666667,22.517348022727273,650.0,240.0,678.7931397306396,1.3586033074955537,30.0,15.0,9.0,cane
00a8760e-696a-42d2-9f52-9d005f776950,193.35162883582976,291085.4496188071,105.34585888387961,65081.16438679575,675.0888513836837,162901.02330107105,337.31149575593633,3608.0693686485647,0.16398438977314816,0.02349825297982954,0.6302575354744846,0.020683023224553187,0.22358552071886073,203.37863666666667,0.16894328625,20.0115655155724,900.0,320.0,814.5517676767677,0.8028953652793002,25.0,15.0,6.0,cane
0122a94f-d855-431b-a285-e3fdab982333,163.14873778338864,210736.7066580269,57.708961759968666,24708.547297693858,543.6604606939482,130480.67291460642,263.60821946588334,2891.8233909563205,0.1892000406270623,0.020619061050852275,0.5064452152813027,0.016256482034282278,0.11725366310221165,154.42842,0.12373410475,25.011565351010102,900.0,160.0,271.51725589225595,0.8028953652793002,30.0,20.0,6.0,cane
012bf310-337a-4d96-9db5-fdc8c1c60f77,246.9326851061564,619264.6023955111,104.49024904866104,80685.19942568806,1189.180675858837,402692.97496827814,668.8022058607053,8894.458388580124,0.0985601440914457,0.011148949431723487,0.6651893330453598,0.020629786295851618,0.1302955892833392,201.71299833333333,0.16899313833333332,22.505782674242425,1200.0,400.0,678.7931397306396,2.0078392033182246,25.0,20.0,12.0,cane
013bf894-f70e-49c2-af67-64b54702a18c,202.7473420033902,250287.1535825701,88.01425850143622,29776.220634251484,655.6077835481126,158476.0047950025,326.02648981193806,3510.522468977953,0.11277177499175085,0.024097279432617844,0.6348356776456228,0.01990095014924653,0.11897137002890838,186.10137916666667,0.15137936041666666,20.0115655155724,650.0,160.0,678.7931397306396,0.8028953652793002,25.0,15.0,6.0,cane
0154e752-0db7-46b0-956a-c07c4eb17577,212.19846806130658,477220.9172641866,89.41718694453672,29819.902871783805,938.8771229118166,318341.42905053357,507.98548163621626,7037.7523391525065,0.053585741773705814,0.011635036170065236,0.6695299984627526,0.0184917127143818,0.06248840821965473,186.37439166666664,0.15509626166666665,22.517348022727273,400.0,160.0,678.7931397306396,2.0078392033182246,30.0,15.0,12.0,cane
01a065a4-0a73-4ecb-9a2a-359cbf43435d,189.11537977817775,458496.82693057886,76.6824568761935,41433.5753424753,885.8277846140517,293279.6806872364,459.34463852401313,6482.580300980414,0.0745793875374579,0.012133557459638048,0.709506065071412,0.016751542800861427,0.09037064755591816,172.63989791666665,0.13795825875,20.0115655155724,650.0,240.0,407.27588383838383,2.0078392033182246,25.0,15.0,12.0,cane
022262e9-c35e-4371-859a-9676b09168a3,202.54435471283315,345226.9513379802,81.37325629230888,28529.80585125304,788.1254779804038,225643.12875767905,414.2710330834763,4993.965444307859,0.08040542357322181,0.015522477823421714,0.6068105071323547,0.01807876581014294,0.08264375102746066,178.31128791666666,0.14809064624999999,25.011565351010102,650.0,160.0,407.27588383838383,1.3586033074955537,30.0,20.0,9.0,cane
022570ed-3672-47ca-b7ac-49e36629bb1a,191.3040164112987,511993.3208062772,85.24431309424695,72719.49413038291,923.2216545969628,309924.37285386637,493.81164201054224,6851.076195632348,0.11251283609833755,0.011046165855496634,0.6395278890275357,0.017910841615295974,0.14203564512789563,181.79873583333332,0.15040857291666668,22.517348022727273,400.0,400.0,678.7931397306396,2.0078392033182246,30.0,15.0,12.0,cane
