year,day,hour,fPARLow_ratio,fPARMid_ratio,fPARUp_ratio,fabsSoil_ratio,fparSoil_ratio,fabsFarRed_correction
2021,326,1,0,0,0,NA,NA,NA
2021,326,2,0,0,0,NA,NA,NA
2021,326,3,0,0,0,NA,NA,NA
2021,326,4,0,0,0,NA,NA,NA
2021,326,5,0,0,0,NA,NA,NA
2021,326,6,0.4832776903174638,0.6751893558683252,0.9388441271698,0.6206062064203757,0.5793552673274366,1.1442076868631479
2021,326,7,0.4637124814932492,0.6553144301401294,0.9290141074452204,0.606316502604308,0.5649248927449212,1.14726504483292
2021,326,8,0.48165620437100426,0.6637978680177626,0.9321596932069576,0.6098384322928087,0.568552115891224,1.1477411414713319
2021,326,9,0.4725005396903322,0.6735894643727064,0.9358081935419975,0.6227099560355083,0.5819309572694306,1.1428627868626848
2021,326,10,0.4885472246361661,0.6716659701994427,0.9410695975707604,0.6286733078194953,0.5878036499889473,1.1380585517327586
2021,326,11,0.5131107647860599,0.7056421894245332,0.9364813821746497,0.6529099418893306,0.6127603158081176,1.1377682649255942
2021,326,12,0.6954701807685089,0.8235611944594972,0.9658924843602155,0.767195454649015,0.7181977827750567,1.139301560605853
2021,326,13,0.5158653033039817,0.6880528340335972,0.9415600370927408,0.6320147200894974,0.5907954674267033,1.1353860860396066
2021,326,14,0.5050179248649141,0.6781726131440228,0.9321168479689574,0.6223386843398961,0.5806804605410464,1.137976821185985
2021,326,15,0.49725441738855786,0.6682469619939779,0.9365588739256258,0.6242507759331142,0.5837658569400134,1.1412345832615292
2021,326,16,0.4971052336431014,0.6759130021774099,0.9392821268672576,0.6281437805812571,0.5859676647860085,1.1421641720765963
2021,326,17,0.47422843793705066,0.6692008909439958,0.935037558806584,0.621597805287105,0.5799871175512018,1.1467457075093663
2021,326,18,0.48219206653659435,0.6749315352336663,0.9354274324816955,0.6138043014009692,0.5707631440000657,1.1469201461305478
2021,326,19,0.48615368424758437,0.6786502594231236,0.9350993573233368,0.6301858545520529,0.5875821922701234,1.1446822035134425
2021,326,20,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,326,21,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,326,22,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,326,23,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,327,0,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,327,1,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,327,2,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,327,3,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,327,4,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,327,5,0,0,0,0.6301858545520529,0.5875821922701234,NA
2021,327,6,0.47472142248643046,0.673620933019288,0.934870757136114,0.6242510382397493,0.582547073527037,1.1468576158283756
2021,327,7,0.09695805841449313,0.37361469051083046,0.8308833308582824,0.17250095424297426,0.13622684640146743,1.1512722502320747
2021,327,8,0.4395134003719302,0.597303261832276,0.9062465271567186,0.5381003157449331,0.4972760582726717,1.1173065555595296
2021,327,9,0.47655535471856714,0.6699433153456574,0.9366662199280023,0.5816301804995178,0.5455940117300434,1.1327548619945484
2021,327,10,0.4951026765484209,0.6796895422441561,0.9383230319434125,0.6241037816455678,0.583561483527564,1.1399565932798161
2021,327,11,0.483872225679808,0.6848248829786294,0.9315125444300447,0.6236700751173997,0.5822847857149818,1.1429681149918491
2021,327,12,0.518041012151051,0.6886897889920423,0.9391512676552624,0.6340525152299741,0.5919687700021954,1.1403717299854907
2021,327,13,0.5179424394280766,0.6957003284122523,0.9321068359910145,0.6305131463292265,0.5881618424532811,1.1410827101033671
2021,327,14,0.5012425870775,0.6904390827919753,0.9335702890818581,0.6383353256678272,0.5970838551444293,1.1407590540135568
2021,327,15,0.5064343076802785,0.6912586727018037,0.9382258772278057,0.6388749089732539,0.5979106557920555,1.1399679631595605
2021,327,16,0.4891083190949282,0.6654218134556827,0.9311037420247535,0.62205479896202,0.5853184072502785,1.1386383353887677
2021,327,17,0.4699954241574319,0.6679484268720832,0.9299441210785946,0.5946673069429074,0.5579141088007363,1.14002739572682
2021,327,18,0.4048312295447816,0.6664042547704997,0.9321765923225303,0.5653749078166967,0.5183753643660435,1.1554473802631806
2021,327,19,0.47754597723987335,0.6767830030268307,0.9326784616261636,0.620843249028513,0.5797110405197018,1.147665689310644
2021,327,20,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,327,21,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,327,22,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,327,23,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,328,0,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,328,1,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,328,2,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,328,3,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,328,4,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,328,5,0,0,0,0.620843249028513,0.5797110405197018,NA
2021,328,6,0.4867237639390291,0.6699459194902851,0.9363073131597505,0.6255639739938325,0.5830937722331561,1.143554712535662
2021,328,7,0.13386006603027079,0.3957031874939555,0.8471896810718805,0.284064458738406,0.23843750595078392,1.1502052767703974
2021,328,8,0.43920578488173234,0.6033269601697652,0.9070301003565645,0.47678769379065405,0.4297149712051476,1.1204231246937257
2021,328,9,0.47476654478215935,0.6737853312227524,0.9438396029822644,0.5990538823572019,0.5669190789688354,1.1277994410401733
2021,328,10,0.6066128358561791,0.7857917422597248,0.9638789508441078,0.6967096300981213,0.6464681726077295,1.140358310792092
2021,328,11,0.8713331954574095,0.944168124101132,0.9883008083381363,0.9458147651799926,0.8964351972800408,1.0868651003534309
2021,328,12,0.8342871452352003,0.9235398098759159,0.9817761757393656,0.7796232568881143,0.7288698518747324,1.1334386194515003
2021,328,13,0.9060259329731029,0.9617459358023144,0.9909219120392353,0.7943631644082005,0.7372451356562694,1.066618200458957
2021,328,14,0.8364535504038912,0.8928187050053475,0.9795456520789396,0.8003667736590198,0.7489660978241975,1.1236692074152304
2021,328,15,0.7283189529934808,0.797223213307087,0.9667662302446554,0.6934680699202803,0.658847909683991,1.1187808808355646
2021,328,16,0.5567062671610316,0.6697823348134144,0.9521564073703956,0.7542457619482408,0.7293018069905866,1.1096131948383468
2021,328,17,0.4523142351136037,0.6443415203735292,0.9609142094667744,0.46991687015256745,0.3597555713405692,1.1097046185922128
2021,328,18,0.26677182884225625,0.6546141201868093,0.9152290121227746,0.1899965339700486,0.14655260879123436,1.1733542576968747
2021,328,19,0.4652243678217942,0.6706509337375086,0.934258004038499,0.623124244521548,0.581642866092456,1.1476161084718228
2021,328,20,0,0,0,0.623124244521548,0.581642866092456,NA
2021,328,21,0,0,0,0.623124244521548,0.581642866092456,NA
2021,328,22,0,0,0,0.623124244521548,0.581642866092456,NA
2021,328,23,0,0,0,0.623124244521548,0.581642866092456,NA
2021,329,0,0,0,0,0.623124244521548,0.581642866092456,NA
2021,329,1,0,0,0,0.623124244521548,0.581642866092456,NA
2021,329,2,0,0,0,0.623124244521548,0.581642866092456,NA
2021,329,3,0,0,0,0.623124244521548,0.581642866092456,NA
2021,329,4,0,0,0,0.623124244521548,0.581642866092456,NA
