year,day,hour,fPARLow_ratio,fPARMid_ratio,fPARUp_ratio,fabsSoil_ratio,fparSoil_ratio,fabsFarRed_correction
2012,195,10,0,0.141190135844205,0.549661626852005,0.511691274946393,0.520371041714856,1.39140174244423
2012,195,11,0,0.141190135844205,0.549661626852005,0.0244789497020006,0.0135548818094699,1.38918802014864
2012,195,12,0,1,0.548122778811097,1,1,0.919847081402337
2012,195,13,0,1,0.546685536401561,1,1,0.930596182072089
2012,195,14,0,0.11971712398215,0.547137063858192,0.0222386047007748,0.0167534523490932,1.3788904722688
2012,195,15,0,0.127079801634124,0.54957943191853,1,1,1.38162802642193
2012,195,16,0,1,0.54665427402847,1,1,1.01865621900268
2012,195,17,0,1,0.548430216739381,0.681206908955758,0.683507586282717,1.01932979074419
2012,195,18,0,0.119705051660332,0.549256357004566,0.460304464742191,0.460004121321052,1.40705180587859
2012,195,19,0,1,0.549070447607429,0.0197381378348119,0.0137063264705832,0.92441055476325
2012,195,20,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,195,21,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,195,22,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,195,23,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,0,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,1,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,2,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,3,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,4,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,5,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,6,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,7,0,0,0,0.0197381378348119,0.0137063264705832,NA
2012,196,8,0,0.137255632495422,0.677886754669024,1,1,1.25896033301975
2012,196,9,0,0.124664460470413,0.548885341597934,0.629882454285673,0.770366661401638,1.39876302178017
2012,196,10,0,0.319477644257346,0.562265651007945,0.0224672105412499,0.0112613415453664,1.25379717680504
2012,196,11,0,0.124497759594076,0.545861527359757,1,1,1.38689878578598
2012,196,12,0,0.122797069029661,0.548205010194314,0.0222767164454389,0.011301200603496,1.38325731938486
2012,196,13,0,0.120658296649,0.548622300018336,0.0261847349443546,0.0153159075001028,1.38227306553281
2012,196,14,0,0.34430214229441,0.548125291596525,1,1,1.25080033541998
2012,196,15,0,0.125923251122283,0.545644073524998,1,1,1.39040893499311
2012,196,16,0,0.201843360441293,0.546945888186286,0.590913546961662,0.652809689769339,1.36286252752146
2012,196,17,0,0.119450007675015,0.549026660522313,0.0354994708683096,0.0240191137574808,1.4079595186102
2012,196,18,0,0.127558905034899,0.546332030949679,0.0261262271493323,0.0145908795972235,1.407602008405
2012,196,19,0,1,0.547023399589206,0.0181284484587128,0.012023540119853,1.01709794283103
2012,196,20,0,0.119089387010191,0.548902318295555,0.68046314764629,0.682742480125896,1.40805354873209
2012,196,21,0,0,0,0.68046314764629,0.682742480125896,NA
2012,196,22,0,0,0,0.68046314764629,0.682742480125896,NA
2012,196,23,0,0,0,0.68046314764629,0.682742480125896,NA
2012,197,0,0,0,0,0.68046314764629,0.682742480125896,NA
2012,197,1,0,0,0,0.68046314764629,0.682742480125896,NA
2012,197,2,0,0,0,0.68046314764629,0.682742480125896,NA
2012,197,3,0,0,0,0.68046314764629,0.682742480125896,NA
2012,197,4,0,0,0,0.68046314764629,0.682742480125896,NA
