station,year,day,hour,temp,rh,totalRadiation,CO2,wind,soilWater_potential,soilWater_content,rainfall
15876,2021,2,8,16.6,0.909,1443.9,400,0.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,9,19.1,0.798,2466.1,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,10,21.2,0.711,3411.7,400,2.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,11,21.6,0.707,4472.2,400,4.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,12,22.3,0.628,4817.2,400,4.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,13,23.3,0.594,4932.2,400,5.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,14,21.8,0.6,1558.9,400,4.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,15,20.5,0.679,638.9,400,3.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,16,20.9,0.704,1533.3,400,4.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,17,20.6,0.753,1162.8,400,3.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,18,20.1,0.788,268.3,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,19,19.4,0.871,102.2,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",2
15876,2021,2,20,18.7,0.9,38.3,400,1.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",1
15876,2021,2,21,17.8,0.906,12.8,400,0.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,22,16.7,0.931,0,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,2,23,15.7,0.94,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,0,14.9,0.946,0,400,0.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,1,14.5,0.948,0,400,0.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,2,13.6,0.952,0,400,0.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,3,13.2,0.956,0,400,0,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,4,12.9,0.958,0,400,0.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,5,12.9,0.96,0,400,0.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,6,14.2,0.959,396.1,400,0.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,7,16.1,0.948,741.1,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,8,18.2,0.916,1405.6,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,9,19.5,0.835,1546.1,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,10,20.8,0.792,1712.2,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,11,22,0.759,3398.9,400,2.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,12,22.6,0.725,3871.7,400,4.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,13,23.9,0.653,4676.7,400,6.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,14,22.6,0.697,2363.9,400,5.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,15,22.2,0.731,1865.6,400,3.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,16,21.7,0.766,779.4,400,2.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,17,20.7,0.78,383.3,400,2.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,18,19.5,0.855,357.8,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",1
15876,2021,3,19,19.2,0.898,178.9,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",1
15876,2021,3,20,18.8,0.916,76.7,400,2.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,21,18.3,0.92,12.8,400,1.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,22,17.6,0.926,12.8,400,1.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,3,23,17,0.933,12.8,400,1.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,0,16.6,0.939,12.8,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,1,16.4,0.94,0,400,0.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,2,15.7,0.942,0,400,0.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,3,15.2,0.947,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,4,14.5,0.949,0,400,1.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,5,13.6,0.952,0,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,6,13.8,0.957,242.8,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,7,16.3,0.941,1098.9,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,8,18.6,0.863,2070,400,1.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,9,20.2,0.792,2223.3,400,2.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,10,21.2,0.755,2031.7,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,11,23,0.683,3501.1,400,2.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,12,23.9,0.645,4791.7,400,4.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,13,24.2,0.648,4983.3,400,4.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,14,24.2,0.623,4676.7,400,5.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,15,24.1,0.605,4203.9,400,5.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,16,23.2,0.642,3526.7,400,5.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,17,21.7,0.715,2159.4,400,3.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,18,21.6,0.738,817.8,400,2.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,19,21.5,0.707,383.3,400,1.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,20,20.4,0.766,102.2,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,21,19.1,0.832,12.8,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,22,17.9,0.872,0,400,1.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,4,23,16.8,0.894,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,0,16.1,0.905,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,1,14.7,0.919,0,400,0.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,2,14,0.933,0,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,3,13.7,0.936,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,4,13.4,0.939,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,5,12.6,0.941,0,400,0.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,6,12.9,0.946,357.8,400,0.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,7,15.4,0.916,1252.2,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,8,18.2,0.821,2018.9,400,1.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,9,20.6,0.716,2900.6,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,10,22.4,0.655,3782.2,400,2.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,11,23.3,0.622,4370,400,4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,12,23.7,0.585,4791.7,400,5.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,13,23.1,0.652,4906.7,400,5.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,14,23.6,0.631,4676.7,400,5.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,15,24.1,0.575,4178.3,400,5.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,16,23.5,0.592,3475.6,400,5.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,17,22.1,0.708,2044.4,400,5.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,18,20.3,0.851,1073.3,400,4.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,19,20.5,0.833,587.8,400,2.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,20,19.6,0.876,102.2,400,1.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,21,18.8,0.893,0,400,0.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,22,18.6,0.904,0,400,0.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,5,23,17.6,0.912,0,400,0.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,0,16.9,0.928,0,400,0.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,1,16,0.933,0,400,1.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,2,15.3,0.941,0,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,3,14.7,0.944,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,4,13.9,0.944,0,400,0.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,5,13.5,0.95,0,400,1.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,6,14.2,0.953,332.2,400,1.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,7,17.1,0.932,830.6,400,0.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,8,18.4,0.895,1469.4,400,1.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,9,20.8,0.779,2057.2,400,0.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,10,23.5,0.592,2747.2,400,1.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,11,24.6,0.566,4344.4,400,2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,12,24.9,0.609,4817.2,400,3.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,13,24.3,0.596,4893.9,400,5.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,14,24.2,0.582,4676.7,400,5.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,15,24.2,0.617,4152.8,400,5.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,16,23.2,0.695,2811.1,400,5.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,17,22.2,0.704,2146.7,400,5.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,18,21.3,0.719,1380,400,5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,19,20.4,0.756,587.8,400,4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,20,19,0.816,25.6,400,1.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,21,17.4,0.867,0,400,1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,22,16,0.893,0,400,0.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,6,23,15.2,0.912,0,400,0.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,0,14.7,0.927,0,400,0.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,1,14.1,0.93,0,400,0.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,2,13.5,0.933,0,400,0.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,3,13.4,0.945,0,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,4,13.8,0.948,0,400,1.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,5,13.9,0.946,0,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,6,13.8,0.947,166.1,400,0.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,7,15,0.943,230,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,8,15.5,0.938,255.6,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,9,16.6,0.928,472.8,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,10,18.2,0.885,1022.2,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,11,20.7,0.768,2018.9,400,2.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,12,22.2,0.69,1891.1,400,1.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,13,23.7,0.594,1980.6,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,14,23.9,0.601,1584.4,400,2.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,15,23.4,0.697,1648.3,400,3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,16,22.6,0.727,1712.2,400,3.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,17,22.6,0.735,856.1,400,2.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,18,22.9,0.703,498.3,400,1.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,19,22.2,0.742,204.4,400,1.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,20,21.2,0.742,38.3,400,1.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,21,20.1,0.82,12.8,400,1.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,22,19.5,0.85,0,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,7,23,18.7,0.874,0,400,1.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,0,17.9,0.909,12.8,400,1.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,1,17.5,0.917,12.8,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,2,17.2,0.923,0,400,1.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,3,16.7,0.922,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,4,16.3,0.916,0,400,0.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,5,16.4,0.921,0,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,6,16.5,0.927,127.8,400,0.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,7,17.4,0.902,345,400,1.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,8,18.7,0.817,753.9,400,0.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,9,19.9,0.75,2070,400,1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,10,22,0.698,3194.4,400,1.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,11,24.3,0.6,4318.9,400,1.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,12,24.7,0.57,4791.7,400,4.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,13,24.4,0.609,4433.9,400,5.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,14,22.7,0.645,2312.8,400,6.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,15,21.3,0.707,996.7,400,4.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,16,20.9,0.756,868.9,400,3.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,17,19.2,0.87,677.2,400,2.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",2
15876,2021,8,18,20.2,0.808,690,400,3.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,19,18.6,0.826,166.1,400,3.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,20,18.2,0.853,38.3,400,1.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,21,17.9,0.86,25.6,400,2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,22,17.4,0.862,12.8,400,3.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,8,23,16.7,0.881,12.8,400,3.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,0,15.9,0.904,12.8,400,3.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,1,15.3,0.93,12.8,400,3.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",1
15876,2021,9,2,15,0.93,0,400,2.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,3,14.8,0.912,12.8,400,3.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,4,14.6,0.893,12.8,400,3.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,5,14.3,0.885,0,400,2.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,6,14.1,0.905,127.8,400,1.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,7,15.3,0.879,396.1,400,2.2,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,8,16.1,0.839,1239.4,400,3.8,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,9,17.1,0.795,2300,400,3.4,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,10,17.6,0.763,1648.3,400,2.9,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,11,18.5,0.726,1546.1,400,2.5,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,12,19.4,0.687,1750.6,400,1.7,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,13,20.1,0.689,3846.1,400,2.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,14,20.1,0.705,3245.6,400,3.6,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,15,19.8,0.701,3795,400,4.1,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
15876,2021,9,16,19.6,0.703,2108.3,400,4.3,"-0.1,-0.1,-0.1,-0.1","0.2,0.25,0.25,0.25",0
