age_d;age_h;psi_x;Cpm;T;H_a;rho
35;9;-9.15031232586818;0.506357376359243;15.4;77;151.089717668964
35;10;-10.5601119597504;0.504610345585534;16.4;73.1;150.83169282414
35;11;-10.2676767940301;0.504450497593117;16.4;72.5;150.573842135748
35;12;-8.16414045385008;0.503038201169922;15.3;76.3;150.31616687688
35;13;-11.8618919489473;0.507901178837392;16.2;70.2;150.058668316922
35;14;-15.3462693111887;0.503763248712749;16.7;65.4;149.801347721533
35;15;-10.4999733574081;0.502107696487682;17;64.3;149.544206352622
35;16;-12.5041626325102;0.504448252532249;16.9;65.5;149.287245468325
35;17;-11.7599759796935;0.503561062573818;17.1;68.1;149.030466322984
35;18;-10.4359403379147;0.502510645224542;16.4;68.1;148.773870167122
35;19;-9.22088577534327;0.498267586731968;16.4;65.8;148.517458247424
35;20;-6.7568602336045;0.494494670615276;15;74.8;148.261231806712
35;21;-6.7177406098683;0.493018433700598;14;79.6;148.005192083927
35;22;-2.37573577145915;0.492533491164233;13.6;80.8;147.749340314103
35;23;-2.37572635539004;0.491708329725379;13.3;82.8;147.493677728351
35;24;-2.40061470916714;0.492608101527276;12.9;84.3;147.238205553831
36;1;-2.41317812460912;0.494543304164541;12.5;86.9;146.982925013737
36;2;-2.38810933154778;0.494244249666505;12.2;88.4;146.727837327274
36;3;-2.40686704743001;0.493148530866764;12.2;88.9;146.472943709636
36;4;-2.40685960856612;0.492135836998432;12.3;88.4;146.218245371986
36;5;-2.41735720789996;0.491198681846154;12.5;88.1;145.963743521436
36;6;-2.42579512886868;0.490915175554007;12.2;87.9;145.70943936103
36;7;-5.51508190392585;0.476188994463987;12.3;86.2;145.455334089716
36;8;-9.78646504455751;0.507982600489209;13.2;81.5;145.201428902335
36;9;-10.373120558443;0.505486013710072;14;74.8;144.947724989595
36;10;-13.0023265869202;0.505110282388678;14.9;65.3;144.694223538055
36;11;-14.6552293145833;0.505712805186934;15.5;58.3;144.440925730103
36;12;-14.2570297180588;0.502896712190496;16.3;58.5;144.18783274394
36;13;-15.6185553200495;0.503552751993507;17;56.6;143.934945753558
36;14;-16.2659907643137;0.502223795951124;17.6;56.2;143.682265928723
36;15;-17.8730323622136;0.505398028719112;17.7;57.7;143.429794434957
36;16;-15.4550136606054;0.50593078762364;17.4;57;143.177532433515
36;17;-14.8141986448894;0.508477945885397;16.7;57.6;142.925481081375
36;18;-15.9072869428594;0.511439733118317;16.3;58.9;142.673641531211
36;19;-11.6472287752419;0.508064483401315;15.3;60.9;142.422014931381
36;20;-6.41034981159905;0.499541073184025;14;64.7;142.170602425907
36;21;-6.38272239692676;0.497754087809447;13.1;70;141.919405154458
36;22;-2.42245852140633;0.496700724653526;12.4;74.3;141.668424252333
36;23;-2.40667184443665;0.497401212593252;11.4;81.3;141.417660850443
36;24;-2.39101515639671;0.496241077105015;11.1;86.8;141.167116075293
37;1;-2.40038370503161;0.494875678868169;11.5;87;140.916791048968
37;2;-2.4277206446721;0.495974011096863;10.6;86.3;140.666686889114
37;3;-2.4383358378995;0.500416176202474;9.2;88;140.416804708924
37;4;-2.49388179910888;0.503662899456616;8.1;90.6;140.167145617118
37;5;-2.48451132731129;0.508401325181447;6.8;95;139.917710717929
37;6;-2.51274500391285;0.507267276469734;6.7;96.3;139.66850111109
37;7;-6.11801818716254;0.492324506610561;7.3;95.3;139.419517891812
37;8;-10.0774342982493;0.52619706289865;9.4;88.4;139.170762150774
37;9;-15.4528091260042;0.515347869128771;12.8;76.7;138.922234974103
37;10;-14.6577196452067;0.506428253607989;15.6;65.8;138.673937443365
37;11;-16.2975320002009;0.503643555615569;16.9;60.1;138.425870635542
37;12;-14.6934852397883;0.501531020482571;17.5;59.5;138.178035623024
37;13;-16.2598710736263;0.503952126158735;17.6;60.3;137.930433473593
37;14;-17.6928137289577;0.503855314843695;18.1;59.2;137.683065250404
37;15;-17.7436210701548;0.50427040628431;18.4;57.5;137.435932011977
37;16;-18.3243519814533;0.505340150475218;18.3;58.3;137.189034812178
37;17;-16.9821061273641;0.504132103735052;18.2;57.7;136.94237470021
37;18;-16.5488564739826;0.504925637725999;18;59.8;136.695952720593
37;19;-12.8690072155841;0.50191674660669;17.5;61.2;136.449769913157
37;20;-7.64780853036105;0.4932641724129;17;67.5;136.203827313024
37;21;-7.60259130906627;0.488641909454774;15.7;72.6;135.958125950596
37;22;-2.56054805444049;0.487648850835878;14.6;80.8;135.712666851545
37;23;-2.57026648995437;0.488095403926754;13.3;88.6;135.467451036796
37;24;-2.58003249588931;0.485285288323082;13.3;91.8;135.222479522516
38;1;-2.56052276192602;0.488539395582704;12.2;92.8;134.977753320103
38;2;-2.6096183251941;0.489701271910656;11;94.7;134.733273436171
38;3;-2.6096127719335;0.492034886716943;10;96;134.489040872542
38;4;-2.6396323725586;0.49457420959962;8.9;96.5;134.24505662623
38;5;-2.59969125020803;0.497479295602562;8;96.9;134.001321689432
38;6;-2.58163534974906;0.499502481737114;7.2;97.3;133.757837049514
38;7;-5.04126288356065;0.481640418133474;8.9;97.7;133.514603689004
38;8;-6.82184687137912;0.518086321029572;12.8;91;133.271622585576
38;9;-7.49853262261266;0.511037157159432;17;71.5;133.028894712043
38;10;-8.62600340197071;0.506229378158551;19.4;58.6;132.786421036344
38;11;-8.49885219099427;0.504976873608364;21.4;47.1;132.544202521533
38;12;-9.0972543103694;0.505839798074918;21;48.3;132.302240125773
38;13;-10.0991393749393;0.50933137194638;21.2;50.8;132.06053480232
38;14;-10.3697706470578;0.509892888029322;23;43.5;131.819087499516
38;15;-10.5227769601421;0.513122033674563;24.2;45.1;131.57789916078
38;16;-9.83802331020453;0.514214521305089;23.8;48.2;131.336970724596
38;17;-9.69914254480277;0.514908048233155;23.6;49.2;131.096303124505
38;18;-9.57807136040873;0.513262076138881;23.2;51.7;130.855897289098
38;19;-7.02142629844769;0.509809286967098;22.4;58.2;130.615754142001
38;20;-5.11943740105385;0.496517453458258;20.9;57.6;130.375874601873
38;21;-5.01513436741727;0.49468205047678;18.2;66.7;130.136259582393
38;22;-1.7128756049055;0.493474142363646;15.9;80;129.896909992251
38;23;-1.71867524890605;0.493521307490606;14.2;86.9;129.657826735143
38;24;-1.71189171252874;0.492794557018895;13.1;90.5;129.419010709762
39;1;-1.69843950430407;0.494669263288912;12.2;92.9;129.180462809787
39;2;-1.67852780888996;0.493304943412471;11.8;93.7;128.942183923879
39;3;-1.67064672795735;0.493116387177197;10.8;94.6;128.704174935672
39;4;-1.67064183692266;0.49319811951289;10.1;95.9;128.466436723765
39;5;-1.68643805048815;0.493269647149311;9.5;96.5;128.228970161716
39;6;-1.72681261777212;0.492655166009161;9.1;96.9;127.991776118033
39;7;-4.03251755094312;0.476367414851177;10.2;96.3;127.754855456171
39;8;-6.56604357438959;0.514601046828495;15.1;81.3;127.518209034521
39;9;-7.88749261044564;0.506544662332762;19.2;62.6;127.281837706406
39;10;-9.56116203939831;0.503567967181559;21.3;51;127.045742320074
39;11;-10.5461146515189;0.503688453987845;22.2;48.3;126.809923718691
39;12;-9.87089402036283;0.501135183760545;22.9;46.8;126.574382740339
39;13;-11.0451181934804;0.505064164610637;24;44.3;126.339120218005
39;14;-11.2370603982805;0.505353700787469;25;43.6;126.104136979578
39;15;-11.8104890025869;0.509099121807868;24.4;45.8;125.869433847845
39;16;-11.1867373315747;0.510000457840489;23.7;51;125.635011640482
39;17;-9.98203559493144;0.508451593092916;23.4;51.5;125.400871170053
39;18;-9.7750772816781;0.508413238428658;22.8;51.5;125.167013244003
39;19;-6.21650310649476;0.500369587135201;21;61;124.933438664654
39;20;-5.08375888122208;0.49057659371656;19.3;70.5;124.700148229199
39;21;-5.01606854963929;0.488184294510002;18;75.9;124.4671427297
39;22;-1.82888740368996;0.48593207880819;17.3;81.5;124.234422953084
39;23;-1.87382474388735;0.483118878984224;17.1;82.4;124.001989681135
39;24;-1.85792130227687;0.480725367200119;16.9;85.1;123.769843690496
40;1;-1.85791179361407;0.4805057996924;16.6;84.2;123.53798575266
40;2;-1.86167135020466;0.478420227268146;16.5;82.5;123.306416633971
40;3;-1.89217043298585;0.476220325097833;16.5;82.9;123.075137095619
40;4;-1.89216179909566;0.474365148311014;16.2;84.1;122.844147893635
40;5;-1.8921532536689;0.47281100513827;16;82.1;122.613449778891
40;6;-1.8921449322592;0.471231647991622;15.9;83.2;122.383043497097
40;7;-4.60654749894443;0.452645323299281;16.1;81.7;122.152929788796
40;8;-6.42749663144759;0.493998782660341;16.8;80.8;121.923109389365
40;9;-6.57003803600441;0.496180670500371;17.7;78.8;121.693583029009
40;10;-7.26188634747649;0.495746535944768;19.1;73.3;121.464351432764
40;11;-7.44943188304375;0.495791425568392;19.5;66.9;121.235415320488
40;12;-7.73186298400206;0.497787446423761;19.7;66.3;121.006775406868
40;13;-7.46694578048685;0.50025311603182;19.4;68.1;120.778432401412
40;14;-8.0888266404279;0.499560118219448;19.8;66.6;120.550387008448
40;15;-9.94599122496131;0.502334463354511;20.5;63.7;120.322639927127
40;16;-8.57825860503964;0.500692863950866;19.8;69.2;120.095191851419
40;17;-6.37441594558732;0.494656435416251;18.3;83.3;119.868043470112
40;18;-6.30523158876361;0.492775627920906;18;81;119.641195466812
40;19;-5.31891257275116;0.484968886383963;17.6;81.1;119.414648519943
40;20;-4.8586651284519;0.472115616880909;17;83.9;119.188403302745
40;21;-4.85520168938119;0.47572250682016;16.4;89.6;118.962460483277
40;22;-1.95820218713876;0.473458324454565;16.2;92.7;118.736820724412
40;23;-1.93897360624837;0.471178897383105;15.9;94.2;118.511484683844
40;24;-1.93896532228858;0.469258104915551;15.9;96;118.286453014081
41;1;-1.92706848555978;0.469082201722129;16.1;96.7;118.06172636245
41;2;-1.90123671452126;0.467604341541099;15.9;96.9;117.837305371097
41;3;-1.90355799307198;0.466079469298975;15.9;97.4;117.613190676988
41;4;-1.8919422837162;0.464681887612423;16;97.5;117.389382911908
41;5;-1.89193448301252;0.463652313609112;15.4;97.2;117.165882702463
41;6;-1.75957652195466;0.463548334017574;14.2;97.4;116.942690670085
41;7;-3.92901568066038;0.446215901354901;14.5;97.8;116.719807431027
41;8;-4.69325916796472;0.495084268878923;16.3;94.4;116.497233596368
41;9;-5.23735816398122;0.500463928698355;18.8;85;116.274969772018
41;10;-5.49059647477217;0.497143525425745;20.7;74.4;116.053016558711
41;11;-6.91175900321167;0.498004335918973;22;64.8;115.831374552019
41;12;-6.77843685751237;0.496631769405629;23.1;63.5;115.610044342342
41;13;-7.52508880002162;0.500284009802028;23.6;60.3;115.389026514921
41;14;-8.53035259085354;0.503011024510377;23.8;56.2;115.168321649832
41;15;-8.88311121386869;0.50701031999258;23.7;56;114.947930321996
41;16;-7.64912908083621;0.509361085999837;23;65.6;114.727853101176
41;17;-6.47533321884876;0.509934892091091;22.1;71.5;114.508090551982
41;18;-5.35254180012245;0.508004612953965;21.4;72.5;114.288643233878
41;19;-4.82897241278628;0.502516499140382;21.3;73.2;114.069511701178
41;20;-4.15313871214008;0.489733968401297;20.4;74.8;113.850696503055
41;21;-4.09094815249869;0.483516594603978;18.3;83.8;113.632198183544
41;22;-1.41047021892513;0.480183817392886;17.3;89.7;113.414017281542
41;23;-1.40578804649874;0.476758975900158;17.7;90;113.196154330818
41;24;-1.44539096503109;0.473900988733569;17.8;88;112.97860986001
42;1;-1.4781820921352;0.472672788581871;17.6;87.7;112.761384392635
42;2;-1.5119976784496;0.470038270608907;17.6;89.3;112.544478447093
42;3;-1.54687263044648;0.467549182990286;17.4;89.5;112.327892536666
42;4;-1.54332760172503;0.465174252918626;17.2;90.3;112.111627169528
42;5;-1.56470691109656;0.462956928908114;16.7;92.7;111.895682848749
42;6;-1.5493822264465;0.460853393365205;16.9;93.1;111.680060072297
42;7;-3.98403843456362;0.440782181829712;17.6;89.6;111.464759333048
42;8;-4.74071534777688;0.480513280999973;18.7;84.5;111.249781118786
42;9;-4.92584785283047;0.480945340417734;19.9;76.1;111.035125912212
42;10;-4.69550481772584;0.477186532322148;20.1;77.6;110.820794190946
42;11;-4.31677319612358;0.477236690982145;18.5;91;110.606786427538
42;12;-4.61467086329129;0.484872722611507;19.1;92.4;110.393103089468
42;13;-4.58991558754584;0.486676027424865;20.7;87.8;110.179744639155
42;14;-4.21136626862184;0.477499322845714;20;89.6;109.966711533964
42;15;-4.08742429472245;0.477327533084055;19;93.5;109.754004226207
42;16;-4.08013265979465;0.477556125645421;19.4;93.3;109.541623163158
42;17;-4.24952121014987;0.485017502151412;19.8;91.6;109.32956878705
42;18;-3.87029384263247;0.469506473202694;19.8;91.3;109.117841535088
42;19;-3.76698651346258;0.460068040787462;18.9;96.1;108.906441839454
42;20;-3.74143117840614;0.452175430295576;18.9;96.4;108.695370127311
42;21;-3.73903671342578;0.456086502154858;18.5;97;108.484626820815
42;22;-1.30005024619516;0.454159912104254;18.3;97.1;108.274212337118
42;23;-1.30470101588425;0.451999648516389;17.9;96.6;108.064127088379
42;24;-1.3379714962431;0.450347781679226;17.5;93.5;107.854371481765
43;1;-1.3575148434401;0.450359895505313;17.4;94.4;107.644945919466
43;2;-1.35750757575244;0.449021568588539;17.2;94.9;107.435850798699
43;3;-1.40296627351399;0.447805429201991;16.9;95.4;107.227086511713
43;4;-1.41858241592188;0.44668984932376;16.7;95.6;107.018653445802
43;5;-1.42383645757297;0.445667228508109;16.5;96.6;106.81055198331
43;6;-1.39266166118805;0.444765846882913;16.6;96.4;106.602782501641
43;7;-3.76038577839973;0.42414388053457;16.4;97.7;106.395345373264
43;8;-3.9109705347474;0.45235111370576;16.5;98.1;106.188240965724
43;9;-3.92331061548766;0.457415649173937;16.7;97.9;105.981469641649
43;10;-3.89872819581041;0.460437400599937;16.8;97.6;105.775031758762
43;11;-3.80072555378037;0.462906036357038;16.9;98;105.568927669884
43;12;-3.840603301372;0.463998026523499;17;97;105.363157722947
43;13;-3.81231118474652;0.465732437827422;16.5;96.3;105.157722261001
43;14;-3.84263458133714;0.462209511059281;17;93.2;104.952621622225
43;15;-3.90917548817788;0.468125019693716;16.8;93.1;104.747856139933
43;16;-3.9504291306343;0.470730663839559;16.5;93.4;104.543426142588
43;17;-3.84065311902182;0.464272432295975;16.4;92.2;104.339331953805
43;18;-3.76819156046146;0.453639390431611;16.3;88.8;104.135573892367
43;19;-3.75923736885523;0.446074543178508;16.2;88.2;103.932152272229
43;20;-3.71577910221895;0.43739713660857;15.8;88.4;103.729067402533
43;21;-3.72265384574141;0.44176163316342;15.6;88.7;103.526319587612
43;22;-1.33782101083501;0.440336964651053;15.3;90.2;103.323909127006
43;23;-1.35244116243339;0.438748380307082;14.6;94.4;103.121836315467
43;24;-1.38236251219274;0.437676856867738;14.6;95.2;102.920101442972
44;1;-1.37328302613298;0.437746855339173;14.6;96.9;102.718704794731
44;2;-1.37327761555786;0.436903607589248;14.3;98;102.517646651201
44;3;-1.3853893163952;0.436196332046126;14;98;102.316927288093
44;4;-1.39764974582859;0.43552188635726;13.9;98;102.116546976384
44;5;-1.40798087943656;0.434892827115935;13.9;98;101.916505982326
44;6;-1.41005576671317;0.434335558966407;13.9;98.2;101.716804567459
44;7;-3.81490926670191;0.415269839592936;14.2;98;101.517442988623
44;8;-4.00913076123284;0.448930889083548;15;95;101.318421497963
44;9;-4.23722553577716;0.465065174071487;16.1;86.9;101.119740342947
44;10;-4.60309323106077;0.470037592125963;17.7;76.2;100.921399766372
44;11;-4.69362953739142;0.470250576521161;17.8;75.4;100.723400006379
44;12;-4.7697088869042;0.470937324665611;18.3;75.3;100.525741296461
44;13;-5.74971213471254;0.478631844953023;19.3;76.4;100.328423865478
44;14;-6.69346271567124;0.483336122408687;20;75.9;100.131447937664
44;15;-6.56511741695465;0.486276239370105;19.7;73.3;99.9348137326436
44;16;-6.95938900994798;0.490498129607385;19.8;70.3;99.7385214654392
44;17;-6.41820848727703;0.491633528954658;19.8;71.3;99.5425713464861
44;18;-5.878526938401;0.491341665778354;19.5;69.3;99.3469635816426
44;19;-4.64810123146118;0.482245709844876;18.5;72.7;99.1516983722026
44;20;-4.08808608264725;0.468756810079611;17.5;78.3;98.9567759149074
44;21;-4.03948806532981;0.460804351047571;16.5;86.8;98.7621964019581
44;22;-1.43340869463257;0.457023488593272;16.1;87.5;98.5679600210273
44;23;-1.43797640780112;0.452916013099129;16.3;86.3;98.3740669552719
44;24;-1.44256405958142;0.449495569120444;16.5;85.1;98.1805173833457
45;1;-1.45025912676729;0.447218056510343;16.4;86;97.987311479411
45;2;-1.43948674314505;0.444128702250187;16.3;87.5;97.7944494131519
45;3;-1.44485019068328;0.441246583026463;15.8;89.8;97.6019313497866
45;4;-1.45566585649346;0.438611564602089;15.2;92.2;97.4097574500803
45;5;-1.44807383103855;0.436325350994142;14.3;94.7;97.2179278703579
45;6;-1.40989703730678;0.434699551231252;12.9;95.7;97.0264427625167
45;7;-3.64332691267036;0.417551798225872;12.8;97.4;96.8353022740396
45;8;-4.21579403087966;0.474612279339451;16.7;88.9;96.6445065480081
45;9;-4.34430408567439;0.475853400540523;18.3;80.6;96.4540557231153
45;10;-4.57110812409186;0.47593116134334;19.4;75.3;96.263949933679
45;11;-5.02750258602856;0.474424010244929;20;72;96.0741893096551
45;12;-5.032159582742;0.473403136741575;20.6;70.6;95.8847739766508
45;13;-5.18742031813316;0.477524452462686;20.7;72.5;95.6957040559381
45;14;-5.37834996168211;0.479374511287434;21;72.1;95.5069796644671
45;15;-5.15812541912019;0.483024961268418;21.1;74.7;95.3186009148798
45;16;-5.44066086553475;0.488557345471689;21;77;95.1305679155235
45;17;-5.59272464831306;0.490779326397366;21.4;74.5;94.9428807704642
45;18;-4.401942521323;0.486926000840909;20.9;77.7;94.7555395795009
45;19;-3.80786498212183;0.469358266893605;19.6;83.3;94.568544438179
45;20;-3.72432443530058;0.458680163206519;19;85;94.3818954378043
45;21;-3.6998377936998;0.453275836239567;18.3;87.6;94.195592665457
45;22;-1.22812202780165;0.449101648566831;18;90;94.0096362040054
45;23;-1.22811541801633;0.445027140415938;18;93.4;93.8240261321202
45;24;-1.22810880045753;0.441307299176947;17.3;95.6;93.6387625242886
46;1;-1.21786971001434;0.438791595381598;17.3;90;93.4538454508284
46;2;-1.2384524782717;0.435451979284355;17.1;82;93.2692749779021
46;3;-1.24892754130596;0.432225200398725;16.5;87.4;93.0850511675317
46;4;-1.27568172344489;0.429682139422842;17;94;92.9011740776124
46;5;-1.28660726537688;0.427179262219864;17;91.7;92.7176437619275
46;6;-1.28660144978417;0.424933436235551;17;90.2;92.5344602701623
46;7;-3.71881238420275;0.402688771770791;17.4;88.8;92.3516236479195
46;8;-4.02798113255473;0.442894509057726;17.9;85.9;92.1691339367329
46;9;-4.09609235505373;0.4464000959954;18.3;83.4;91.9869911740825
46;10;-4.47256736113438;0.457424569030366;19.6;78.3;91.805195393409
46;11;-4.55681941175673;0.456959707924745;20.4;74.4;91.6237466241286
46;12;-5.18560341287574;0.459379715182616;21.4;67.7;91.4426448916478
46;13;-4.64120880204889;0.464101405303063;20.7;70.7;91.2618902173783
46;14;-5.53098859947228;0.465155263575848;21.4;66.6;91.0814826187514
46;15;-5.99887707352048;0.471579392940731;21.6;67.2;90.9014221092338
46;16;-5.47573818947436;0.473829676399368;21.3;69.8;90.7217086983418
46;17;-4.45124054230941;0.468861035700345;20.4;75.7;90.5423423916565
46;18;-4.01564259810816;0.456348709033042;19.8;81;90.3633231908392
46;19;-3.85038029163674;0.445830200694341;19.5;85.2;90.1846510936462
46;20;-3.78062360871642;0.43347964956823;19.4;82.8;90.006326093944
46;21;-3.76127649332725;0.433591986755198;19.2;71.5;89.8283481817246
46;22;-1.2878679838332;0.429775113564403;18.7;73;89.6507173431205
46;23;-1.30173325347617;0.426029421904776;18.6;73.9;89.4734335604202
46;24;-1.30172684234035;0.422674770855961;18;77.8;89.2964968120838
47;1;-1.33010068074499;0.420226691161818;17.1;87.2;89.1199070727576
47;2;-1.3373253204976;0.417497077107714;16.4;93.2;88.9436643132902
47;3;-1.33731999710604;0.41518281275731;16.1;95.4;88.7677685007475
47;4;-1.32577267457938;0.413139262816786;15.9;95.4;88.5922195984286
47;5;-1.32576758926015;0.411518436200863;16.2;95.8;88.4170175658807
47;6;-1.32004356577441;0.410293555345057;16.8;92.4;88.2421623589155
47;7;-3.71870305151978;0.387323570279916;17.3;91.6;88.0676539296238
47;8;-4.04425922301605;0.435163921558772;18.2;89.3;87.8934922263919
47;9;-4.10351851445506;0.436819613833416;18.9;85.6;87.7196771939171
47;10;-4.6115725687543;0.449751401360109;20.4;79.2;87.5462087732228
47;11;-5.46099752565043;0.452620850684819;21.4;70.9;87.373086901675
47;12;-6.08860995588549;0.454005995698647;22.4;65.6;87.2003115129976
47;13;-5.91778300768306;0.454698561839671;22.9;64.2;87.0278825372883
47;14;-7.28912757783797;0.461073394322452;24.6;56.8;86.8557999010344
47;15;-9.53635813658399;0.470725564441704;25.6;51;86.6840635271285
47;16;-8.71679187358243;0.471951123282562;25.9;50.3;86.5126733348847
47;17;-8.36831242520804;0.473216749247617;25.2;53.6;86.3416292400539
47;18;-7.75042301765612;0.472580218372026;25.6;53;86.1709311548404
47;19;-5.71250394345346;0.463244922832544;25.3;50.6;86.0005789879173
47;20;-4.20961716186599;0.44158549361411;23.9;53.1;85.8305726444428
47;21;-4.05881427134961;0.437819359410634;22.9;53;85.660912026076
47;22;-1.30158174578431;0.432063851976736;21.7;57.5;85.4915970309929
47;23;-1.315657398948;0.426673526411125;20.9;60.8;85.3226275539025
47;24;-1.33717799761855;0.422363041053239;20.3;63;85.1540034860628
48;1;-1.35672198020175;0.418187568253151;19.2;68.3;84.9857247152972
48;2;-1.38171762344405;0.414425102509292;18.6;70.9;84.8177911260098
48;3;-1.38824388168439;0.411234136270737;18.7;71.6;84.6502025992025
48;4;-1.41032267295852;0.407553844064972;17.8;76.1;84.4829590124902
48;5;-1.4374627200073;0.404282014523599;16.8;83.7;84.3160602401177
48;6;-1.44205144065445;0.402138741958113;16.9;86.9;84.1495061529754
48;7;-3.89527228533618;0.378149528705419;18.3;83.3;83.9832966186157
48;8;-5.70285701095893;0.448594348456239;21.2;68.8;83.817431501269
48;9;-7.04777224230475;0.455768887211429;22.4;64.3;83.6519106618601
48;10;-6.47523704043586;0.449130021942544;23.2;60.7;83.4867339580245
48;11;-5.76418661588114;0.446337446463706;22.9;64.8;83.321901244124
48;12;-4.96619374260919;0.444252207697434;23.1;65.5;83.1574123712641
48;13;-4.48379172932818;0.437258390367458;21.9;74.1;82.9932671873091
48;14;-4.09109514478744;0.429289827341112;18.9;90.6;82.829465536899
48;15;-4.48003008442864;0.448604386646594;19.2;91.5;82.6660072614657
48;16;-4.16821151216733;0.445157558508306;19.2;88.9;82.5028921992492
48;17;-3.83358784949374;0.427946729918937;17.9;90.2;82.3401201853138
48;18;-3.83054608902203;0.428044128460645;17.7;90.9;82.1776910515649
48;19;-3.8004308999007;0.424114898807394;17.6;90.2;82.0156046267645
48;20;-3.69446012302124;0.408386034868782;17.4;89.7;81.8538607365483
48;21;-3.6910815630028;0.403960052281974;16.8;90.6;81.6924592034417
48;22;-1.24849786466156;0.400870306466246;16.5;92.3;81.531399846876
48;23;-1.25378069419597;0.39767283556854;16.5;92.8;81.3706824832049
48;24;-1.28069660114824;0.395016693201156;16.2;93.2;81.210306925721
49;1;-1.28984702485733;0.393448566408886;16.2;93.4;81.0502729846717
49;2;-1.30374894168014;0.391301049608604;15.9;94.2;80.8905804672761
49;3;-1.32261625457359;0.389481228333953;15.7;95;80.7312291777409
49;4;-1.32261184117785;0.387850171341816;15.5;95.7;80.572218917277
49;5;-1.32056727181686;0.386499347649781;15.5;96.1;80.4135494841157
49;6;-1.32875040279442;0.385373763722281;15.5;97.3;80.2552206735253
49;7;-3.67840181920172;0.362422532782065;15.6;96.3;80.0972322778272
49;8;-3.87593380169421;0.407480978026879;16.2;95.4;79.9395840864123
49;9;-3.89065795976779;0.41070404983079;16.8;96.6;79.7822758857575
49;10;-4.03635677852815;0.422547905712537;17.5;95.9;79.6253074594419
49;11;-4.19692887438418;0.430752202050498;18.5;92.4;79.4686785881631
49;12;-4.54785619997543;0.431497301008366;20;88.7;79.3123890497539
49;13;-4.86918923215023;0.43837443221725;21.9;84.8;79.1564386191981
49;14;-6.16003414683425;0.445482045696573;23.2;78;79.0008270686472
49;15;-6.63677125143781;0.451037479684575;23.6;73.9;78.8455541674369
49;16;-6.39864069197777;0.455327432593753;23.4;75.1;78.6906196821027
49;17;-5.11283263418029;0.453227977123921;22.8;76.8;78.536023376397
49;18;-4.38933646045621;0.442811495862314;22.5;78.1;78.3817650113052
49;19;-4.2151153751656;0.435583520120539;22.3;78.5;78.2278443450615
49;20;-3.89780485963617;0.416923749702927;21.6;79.7;78.074261133166
49;21;-3.85362602308387;0.410393109042775;20.2;84.5;77.9210151284002
49;22;-1.30832086989114;0.404971465432843;19.3;90.4;77.7681060808441
49;23;-1.31639713991765;0.399832611507903;18.8;92.8;77.6155337378915
49;24;-1.33276659710729;0.395559021923024;18.4;94.7;77.4632978442673
50;1;-1.3368993965662;0.392054977451133;18;96.2;77.3113981420429
50;2;-1.35362753272181;0.389033706845418;18;96.9;77.1598343706527
50;3;-1.36636420780635;0.385712364266198;17.7;96.1;77.0086062669107
50;4;-1.35361734510749;0.382597468419974;17.1;97.6;76.8577135650261
50;5;-1.36635430508027;0.380254927782569;17.1;97.4;76.7071559966198
