age_d;age_h;psi_x;Cpm;T;H_a;rho
50;6;-1.35360764310902;0.377940209284603;16.9;97.4;76.5569332907407
50;7;-3.77852422482325;0.352889795363092;17.6;94.2;76.4070451738816
50;8;-4.20921747163451;0.409300254608965;19.4;83.6;76.2574913699955
50;9;-4.36078114541358;0.413930525216396;20.5;76.3;76.1082716005119
50;10;-6.38956474266753;0.43315480852184;22.8;67.2;75.9593855843525
50;11;-7.55736836715051;0.435020603399573;25.1;56.6;75.8108330379476
50;12;-7.62654949977614;0.432909772831387;26.6;53.4;75.6626136752522
50;13;-7.71758123309618;0.439383943282904;25.5;62.3;75.5147272077618
50;14;-9.02573215526934;0.444945406017554;26.1;56.9;75.367173344529
50;15;-9.58663027927768;0.451180726360876;26.4;53.9;75.2199517921789
50;16;-9.86972372274655;0.455087015551997;26.5;51.5;75.0730622549256
50;17;-7.04072059673155;0.447616180471703;24.7;58.8;74.9265044345876
50;18;-5.88020981622669;0.44315589790128;23.3;63.7;74.7802780306048
50;19;-5.00493287417506;0.435121665493116;23.7;60.2;74.6343827400532
50;20;-4.19515659133297;0.412451498477157;22.8;63.6;74.4888182576619
50;21;-4.10237260797492;0.405847380155595;21.2;71.3;74.3435842758284
50;22;-1.3662516808612;0.400358113013475;20.5;76.3;74.1986804846347
50;23;-1.37375566665937;0.393065363666607;18.7;85.1;74.054106571863
50;24;-1.38436040478895;0.387190742680452;17.6;90.5;73.9098622230119
51;1;-1.39149192685777;0.38241414025177;16.7;92.8;73.7659471213119
51;2;-1.39148735406601;0.377761436888597;15.8;95;73.6223609477413
51;3;-1.41215509458934;0.373678923222216;15.1;96.2;73.479103381042
51;4;-1.4279336046925;0.370256562008209;14.9;97.2;73.3361740977353
51;5;-1.42792960291874;0.367057266482874;14.5;97.4;73.1935727721373
51;6;-1.44164720767866;0.364301252336661;14;97.8;73.0512990763751
51;7;-3.83754197194695;0.341774168617686;15.2;98.2;72.9093526804024
51;8;-5.0795021031104;0.435354616875296;17.6;92.7;72.7677332520145
51;9;-5.17143454613867;0.432227042950423;21.4;77.7;72.6264404568648
51;10;-6.99659944565487;0.432430356812079;23.4;66.1;72.4854739584798
51;11;-8.10055283298403;0.432230416303034;24.9;58.3;72.344833418275
51;12;-8.58544818752705;0.43148119985915;26.3;52.7;72.2045184955703
51;13;-9.1946639032797;0.435352383337044;27.5;50;72.0645288476054
51;14;-9.94362172096741;0.438830098417323;27.8;53.5;71.9248641295556
51;15;-8.56430403080103;0.438938299980824;27.1;58.3;71.7855239945468
51;16;-9.72118271473655;0.446261216461801;25.9;60.8;71.6465080936714
51;17;-7.9334550112356;0.444095322368822;24.3;64.4;71.5078160760035
51;18;-7.20898839036082;0.442565236711843;23.5;66.8;71.3694475886141
51;19;-5.31835287550866;0.430649284815731;23.1;67.8;71.2314022765867
51;20;-4.40101298694633;0.409274757619689;22.2;70.8;71.0936797830323
51;21;-4.30896991970876;0.398425087795053;20.5;82.9;70.9562797491052
51;22;-1.46954526742962;0.391771543424283;19.5;87.7;70.8192018140175
51;23;-1.48861323920573;0.384912408194849;18.7;89;70.6824456150549
51;24;-1.49342911902274;0.378962556402552;17.7;89.9;70.5460107875919
52;1;-1.51784985001923;0.373946450561783;17.1;92.1;70.4098969651063
52;2;-1.5377770301416;0.370091652813276;17.3;91.5;70.2741037791949
52;3;-1.53275648535121;0.366646685293011;17.6;90.5;70.1386308595887
52;4;-1.55294939394927;0.363240187307531;17.5;92;70.0034778341672
52;5;-1.56317831209119;0.360703852836727;17.6;90.1;69.8686443289742
52;6;-1.56317370250211;0.357947204306473;17.5;90.1;69.7341299682322
52;7;-4.05315907813866;0.331442237042584;18;87.1;69.5999343743578
52;8;-4.85285373577423;0.398970633816321;19;84.6;69.4660571679763
52;9;-5.00028998399726;0.399470798155573;20.1;81.2;69.3324979679365
52;10;-6.60347198130651;0.410200798070516;22.7;67.4;69.199256391326
52;11;-8.44084658777306;0.414533645483645;24.5;57.9;69.0663320534855
52;12;-7.79797606961945;0.410436549590709;24.5;55.1;68.9337245680236
52;13;-8.90983394485703;0.416765834878339;25.4;48.6;68.8014335468321
52;14;-10.4521267698406;0.424156661463239;26.9;43.3;68.6694586000998
52;15;-10.1581432359231;0.430089213967608;26.3;52.4;68.5377993363279
52;16;-10.2431631266154;0.434640072481729;26.1;52.1;68.4064553623442
52;17;-9.20596581319165;0.432856840208208;25.8;53.1;68.2754262833179
52;18;-7.2700596413184;0.424923811010074;24.1;56.7;68.1447117027739
52;19;-4.90270391725287;0.404763659173378;22.3;66.9;68.0143112226076
52;20;-4.34971997506684;0.381011079490043;21;73.8;67.8842244430991
52;21;-4.30599956887583;0.379476493397874;20.1;79.3;67.7544509629277
52;22;-1.59222473566232;0.373696900068433;19.9;81.6;67.6249903791864
52;23;-1.58120701542112;0.368066757917404;19.6;83.9;67.495842287396
52;24;-1.58730742789807;0.36320308882183;19.3;87.7;67.3670062815196
53;1;-1.61830855287233;0.357732947800211;17.8;92.5;67.238481953977
53;2;-1.63093328592476;0.352500002680075;16.8;94.6;67.1102688956585
53;3;-1.66308277804648;0.348683682503734;16.1;96.2;66.9823666959394
53;4;-1.63092498569415;0.345913049002536;16;96.7;66.854774942694
53;5;-1.65380243018149;0.34326675776081;15.4;97.1;66.7274932223098
53;6;-1.67616852886601;0.34139817739728;15.1;97.7;66.6005211197016
53;7;-4.13820662693298;0.317311176394506;15.8;97.9;66.4738582183254
53;8;-6.09447038966224;0.413389358429465;18.9;89.1;66.3475041001923
53;9;-6.21529096241936;0.410288486958688;21.1;78.8;66.2214583458827
53;10;-6.61732694964951;0.404739970950352;23;74.2;66.09572053456
53;11;-8.47102984148042;0.410233318947949;24.5;68.3;65.9702902439843
53;12;-8.18629316635154;0.404494935117644;25.1;59.3;65.8451670505267
53;13;-11.0273176279401;0.413320973195438;26.7;53.5;65.7203505291827
53;14;-11.5098953898325;0.411803709294176;26.5;55.1;65.5958402535858
53;15;-10.8467476170004;0.419071469927176;26.4;53.1;65.4716357960217
53;16;-12.0127195917694;0.426975293276134;26.7;51.5;65.3477367274411
53;17;-9.28446285019961;0.420456132413664;25.8;54.2;65.2241426174744
53;18;-8.04726040620583;0.414937132298235;25.3;59.4;65.1008530344441
53;19;-7.05537598616943;0.405791549807801;26.7;54.6;64.9778675453793
53;20;-5.71405172906328;0.38617716455801;27.6;45.8;64.8551857160284
53;21;-5.47017877663617;0.377422719198081;25;54;64.7328071108729
53;22;-1.6526035827474;0.370387592079531;23.7;56.4;64.6107312931409
53;23;-1.72437582111185;0.361087516981548;22.1;62.8;64.4889578248198
53;24;-1.74921122928756;0.35570271572805;22;55.2;64.3674862666705
54;1;-1.79166427776255;0.346979678886318;19.5;63.9;64.2463161782399
54;2;-1.84441136209493;0.342401209694104;17.7;72.1;64.1254471178743
54;3;-1.85339547748008;0.338445783728347;16.8;79.5;64.0048786427326
54;4;-1.85339140798988;0.337065629714429;17;80.4;63.8846103087995
54;5;-1.75757393669327;0.335369625353301;17;84.6;63.7646416708983
54;6;-1.66816939503368;0.333534574736274;16.5;93.6;63.6449722827043
54;7;-3.86942360183294;0.307369430338284;16.5;95;63.5256016967572
54;8;-3.86753319537115;0.328049000023658;15.8;93.7;63.4065294644745
54;9;-3.85466110744359;0.340019389240156;15.6;95.2;63.2877551361642
54;10;-3.90298701113685;0.345972834026045;15.7;94.3;63.1692782610377
54;11;-3.91144278230408;0.353387305659724;15.5;91.3;63.0510983872223
54;12;-3.86429338868856;0.3537954296161;15.5;91.6;62.9332150617745
54;13;-3.94075693044904;0.362907290672061;15.2;94.4;62.8156278306919
54;14;-3.8730802632386;0.354909528126865;15.1;95.2;62.6983362389265
54;15;-3.96235334087573;0.366372500939699;14.8;91;62.5813398303973
54;16;-3.98191768591646;0.36992491835057;14.6;87.7;62.4646381480021
54;17;-3.8487448202852;0.357061261777946;14.7;90.1;62.3482307336308
54;18;-3.83481461384136;0.347202840241157;14.5;88.4;62.2321171281776
54;19;-3.82872535293872;0.341537735698331;14.3;88.8;62.1162968715532
54;20;-3.72451976407379;0.325736957546635;13.8;91.5;62.0007695026973
54;21;-3.73032678420463;0.323104793174739;13.3;95.6;61.8855345595912
54;22;-1.35585535894772;0.320901992853046;12.9;97.3;61.7705915792695
54;23;-1.34602786247474;0.318691295342684;12.5;97.9;61.6559400978326
54;24;-1.32667151900009;0.317210937599009;12;98.3;61.541579650459
55;1;-1.31240794845735;0.316645550059248;12.1;98.4;61.4275097714172
55;2;-1.28911079735297;0.316205711666326;12.2;98.5;61.3137299940777
55;3;-1.26908765004515;0.31569156804631;12.3;98.9;61.2002398509254
55;4;-1.26370105757964;0.315387840273841;12.3;99.1;61.0870388735712
55;5;-1.24423204205374;0.315139011295428;12.5;99.3;60.974126592764
55;6;-1.19739453366665;0.315057021336794;12.6;99.4;60.8615025384027
55;7;-3.4808225286867;0.294634950687322;12.8;99.5;60.749166239548
55;8;-3.6921819143933;0.361901605186144;13.4;99.4;60.637117224434
55;9;-3.74601170200203;0.371639764607664;14.6;97.9;60.5253550204801
55;10;-3.8413196688423;0.376255332001069;16.6;91.9;60.4138791543027
55;11;-3.92073776931348;0.380528794481532;17.9;87.1;60.3026891517266
55;12;-4.27006601052379;0.384831866173869;19.8;82.4;60.1917845377969
55;13;-5.00129613397041;0.395533159197373;20.4;80.4;60.0811648367904
55;14;-5.85462343767203;0.405085363507555;20.7;80.2;59.9708295722268
55;15;-5.35118487329659;0.410022956374722;20.5;83.5;59.8607782668807
55;16;-4.45204087112056;0.411592267649271;20.2;87.2;59.7510104427926
55;17;-4.08004727489235;0.402351036490006;19.9;90.3;59.6415256212802
55;18;-3.87373464602514;0.383711871711053;19.7;91.3;59.5323233229498
55;19;-3.70453650869773;0.364368274772366;19.2;92.7;59.4234030677077
55;20;-3.62780496246765;0.348180246097091;19.3;92.3;59.3147643747711
55;21;-3.62500223716661;0.348350750589143;19.3;92.5;59.2064067626794
55;22;-1.19319339081293;0.342981845993984;19.3;93.2;59.0983297493053
55;23;-1.1809158011463;0.337788628151992;19;95.3;58.9905328518657
55;24;-1.17283018474653;0.3333695297594;18.7;96.7;58.8830155869328
56;1;-1.16653232303811;0.329663251066549;18.4;97.3;58.7757774704451
56;2;-1.16482013437711;0.326819662475927;18.3;98;58.6688180177182
56;3;-1.16243088322759;0.324047814405619;18.2;98.6;58.5621367434555
56;4;-1.17684370623161;0.321814008715045;18;98.4;58.4557331617595
56;5;-1.17200529033079;0.319539626273449;18;92.2;58.3496067861418
56;6;-1.162418488146;0.317140778877855;17.4;92.4;58.2437571295344
56;7;-3.54397198420795;0.291074117214412;17.4;95.8;58.1381837043002
56;8;-3.66561458420433;0.332987773816739;17.8;95.1;58.0328860222433
56;9;-3.70280782967298;0.344069508279992;18;95;57.9278635946199
56;10;-3.79521533457111;0.360845065486744;18.8;92.1;57.8231159321486
56;11;-3.81937817843448;0.366439417893676;19.2;86.7;57.7186425450211
56;12;-3.83666560577092;0.371417288635113;18.8;92.3;57.6144429429122
56;13;-3.80787003130153;0.369974276615498;19.2;90.4;57.5105166349903
56;14;-3.92652205752534;0.37915031999563;18.7;93.7;57.4068631299279
56;15;-3.96975646798298;0.385750693040133;19.3;89.6;57.3034819359117
56;16;-3.70635833625601;0.358649011870273;19.6;86.2;57.2003725606527
56;17;-3.67761091507587;0.351880370432551;19.3;89.3;57.0975345113964
56;18;-3.63240806038547;0.34304112395125;18.4;92.1;56.994967294933
56;19;-3.58916252306825;0.335950908911257;18;93.5;56.8926704176074
56;20;-3.51385859898301;0.313576224311155;18;92.3;56.7906433853291
56;21;-3.51902802946715;0.318766129969982;17.7;91.9;56.6888857035823
56;22;-1.12060692393367;0.31590191447365;17.4;93.8;56.5873968774357
56;23;-1.12060300898683;0.313377331222156;17.2;95.9;56.4861764115523
56;24;-1.10717131271151;0.311499216960552;17.1;97.6;56.3852238101993
57;1;-1.09071323311398;0.310195824838197;17.2;97.1;56.2845385772579
57;2;-1.08530487470508;0.309368919074393;17.6;94.9;56.1841202162328
57;3;-1.09614994830271;0.308993158235186;17.8;95.9;56.0839682302622
57;4;-1.0039950428833;0.309211973500992;18.3;97.3;55.9840821221269
57;5;-0.997634068185294;0.308496743440628;18.2;98.1;55.8844613942602
57;6;-0.997630054667505;0.307520489561814;18;97.9;55.7851055487575
57;7;-0.972803516672531;0.306877788609707;17.9;98.1;55.6860140873854
57;8;-3.38033629076883;0.28024246741024;17.9;97.8;55.5871865115914
57;9;-3.42423582598097;0.302192177116729;18;97.7;55.488622322513
57;10;-3.47804079863229;0.318973127014597;18.7;97;55.3903210209873
57;11;-3.511239741591;0.327657939426085;19;96.5;55.29228210756
57;12;-3.55819339211579;0.339546655058007;19.2;95.7;55.1945050824949
57;13;-3.58135177280945;0.338489579485823;19.2;95.7;55.0969894457825
57;14;-3.58261693059395;0.336761850161313;19.4;95.6;54.99973469715
57;15;-3.51528565516766;0.323316012973717;19.5;96.4;54.9027403360693
57;16;-3.50436002115292;0.319796075826613;19.1;97.9;54.806005861767
57;17;-3.50081548026248;0.317705337144879;19.1;97.9;54.7095307732327
57;18;-3.50254513477313;0.319013998588116;19.1;97.8;54.6133145692281
57;19;-3.68964723993497;0.353013779710187;19.6;94.2;54.5173567482959
57;20;-3.47771293117443;0.320594008398511;19.3;91.7;54.4216568087688
57;21;-3.46549155488695;0.309483624870282;18.5;92.1;54.3262142487779
57;22;-1.03130290148271;0.304556956830343;18;93.9;54.2310285662616
57;23;-1.03129900211709;0.301332974704183;17.7;96.2;54.1360992589743
57;24;-1.04745111068563;0.299509810021498;17.3;97.1;54.0414258244952
58;1;-1.05566808425722;0.297467807810176;16.2;98.6;53.9470077602362
58;2;-1.09387396883342;0.296477986797513;16.1;99.4;53.8528445634514
58;3;-1.11598824330324;0.293935636062895;14.8;99.3;53.7589357312446
58;4;-1.14340289673686;0.292188121303738;14;99.8;53.6652807605787
58;5;-1.14884523810529;0.292023172882121;13.6;100;53.571879148283
58;6;-1.14884234209733;0.290854426158641;13.1;100;53.4787303910626
58;7;-3.51122264312581;0.271331345195702;14;100;53.385833985506
58;8;-3.86440366813701;0.343767113788031;17.3;92.8;53.2931894280934
58;9;-4.88582055749187;0.391325579409383;20.4;75.9;53.2007962152054
58;10;-5.67873126095777;0.38379941400594;22.2;68.7;53.1086538431304
58;11;-4.80568757818437;0.372722632347257;21.9;70.7;53.0167618080731
58;12;-5.29117709349159;0.373606426974754;22.8;73;52.9251196061626
58;13;-5.48616779959692;0.377943308868385;23.7;71.6;52.8337267334604
58;14;-5.79944436729778;0.384246864438341;23.6;71.1;52.7425826859681
58;15;-5.75873754440981;0.391161157293934;22.6;74.8;52.6516869596354
58;16;-5.73829533596827;0.395877445867921;23;73.5;52.5610390503682
58;17;-4.03666102146252;0.381442871184793;20.7;81.8;52.470638454036
58;18;-3.74906420677776;0.358797132186503;20.4;81.8;52.3804846664801
58;19;-3.81110637487468;0.362399627385674;18.7;84.2;52.2905771835211
58;20;-3.54938180686415;0.334209773164945;17.4;91.7;52.2009155009662
58;21;-3.54223451155947;0.323798502259721;16.8;92.6;52.1114991146177
58;22;-1.10698402002643;0.316723551698972;15.8;93;52.0223275202798
58;23;-1.1294932274806;0.311785038516174;16;92.9;51.9334002137664
58;24;-1.12948976043255;0.306646279190491;15.4;95.5;51.8447166909085
59;1;-1.1585800231828;0.302496828369992;14.8;97.5;51.7562764475619
59;2;-1.18877024661073;0.299222295637062;14.7;98.3;51.6680789796143
59;3;-1.19618229989175;0.295565812641795;14;98.5;51.5801237829928
59;4;-1.19287563439364;0.294270940818479;14.4;99.1;51.4924103536711
59;5;-1.21373870207987;0.29229180902456;14.5;99;51.4049381876766
59;6;-1.21120430247764;0.289330770832827;13.4;98.8;51.3177067810982
59;7;-3.53705797666641;0.26966256863462;14.4;99.2;51.2307156300928
59;8;-3.77437745871134;0.324165245229134;16.8;92.8;51.1439642308926
59;9;-4.46489875832507;0.384877054816499;18.9;85;51.0574520798124
59;10;-5.2289288527376;0.375252604982449;21.9;67.2;50.9711786732565
59;11;-5.63991442713643;0.367483880397528;23.4;57.6;50.8851435077254
59;12;-7.00269578312754;0.369316751461894;24.3;48.1;50.7993460798233
59;13;-7.76123097996596;0.378120821387216;24.9;44.6;50.7137858862643
59;14;-8.75439310277154;0.385454232339927;25.9;41.8;50.6284624238797
59;15;-9.22500828347202;0.392845352467034;25.7;41.5;50.5433751896251
59;16;-9.3235242220052;0.396973240489322;25.6;38.8;50.4585236805861
59;17;-8.71665057511892;0.39518643933435;25.3;37.5;50.373907393986
59;18;-8.11325579551217;0.391852018585638;24.5;37.6;50.2895258271923
59;19;-6.46055889280868;0.380074822746199;23.3;38.4;50.2053784777227
59;20;-4.23730185895841;0.35300903822471;21.9;41.3;50.1214648432524
59;21;-3.99367894325681;0.332394160845968;19.2;48.8;50.0377844216203
59;22;-1.21185404268889;0.323302601715261;17.8;53.4;49.9543367108354
59;23;-1.21547190729809;0.315206823243731;17.1;56.5;49.8711212090836
59;24;-1.23011086194338;0.307812987940124;16.2;58.2;49.7881374147336
60;1;-1.24125504664851;0.302043437708818;15.3;62.3;49.7053848263437
60;2;-1.23751998090329;0.297560826299583;15.1;63.6;49.6228629426679
60;3;-1.23938069720774;0.293330941998304;14.7;65.5;49.5405712626622
60;4;-1.25253734278051;0.288509943000172;12.9;72.6;49.4585092854907
60;5;-1.26141814434344;0.288418678473459;14.8;55.2;49.376676510532
60;6;-1.26589034344952;0.28524327295919;14.4;56.8;49.2950724373853
60;7;-3.81787003547881;0.264708695199723;14.4;63.3;49.2136965658762
60;8;-4.47167883753347;0.332981118936812;16.8;56.8;49.1325483960634
60;9;-7.38170519089116;0.376604396787634;18.6;51.6;49.0516274282438
60;10;-4.78957708843491;0.350265099069099;18.9;51.1;48.9709331629593
60;11;-6.63239844187662;0.359362042746851;20.2;47.1;48.8904651010022
60;12;-5.90205059704067;0.349174950174045;21.5;45.4;48.8102227434214
60;13;-7.18956690143918;0.362161482717655;22.3;43.8;48.730205591528
60;14;-7.81262745587964;0.369431278870612;23.1;40.8;48.6504131469013
60;15;-7.58117501974564;0.37527219051393;22.9;46.6;48.5708449113943
60;16;-7.99876663147324;0.385695221742753;22;56.1;48.4915003871396
60;17;-7.09218092419932;0.385240937900998;21.2;58.9;48.4123790765552
60;18;-6.53544450035746;0.382591036950774;20.8;58.5;48.3334804823498
60;19;-4.94335497811823;0.370414696544907;20.1;59.6;48.2548041075286
60;20;-4.01380809992979;0.341753579480551;18.6;68.1;48.1763494553987
60;21;-3.89991333554899;0.32041037267603;16.8;77.3;48.098116029575
60;22;-1.24805557910406;0.310784892065713;15.1;85.4;48.020103333985
60;23;-1.26134444004105;0.302240740712332;13.8;91.3;47.9423108728749
60;24;-1.27483491200866;0.295654035731261;13;94.6;47.8647381508145
61;1;-1.29777763550654;0.290893552660373;12.9;95.6;47.7873846727027
61;2;-1.3118217700887;0.286373466893426;12.4;96.6;47.7102499437729
61;3;-1.32607997352466;0.282526484999566;11.9;97.1;47.6333334695983
61;4;-1.32607768896862;0.279417330723674;11.4;97.2;47.5566347560967
61;5;-1.34055370116707;0.276241315222014;10.6;95.7;47.4801533095362
61;6;-1.34055178093307;0.273467206371713;9.6;95.7;47.4038886365402
61;7;-3.62831204722255;0.258363207050895;10.8;94.7;47.3278402440922
61;8;-4.08176363836362;0.32858310686091;13.3;87.4;47.2520076395411
61;9;-4.70830798657117;0.368163181090981;15.9;77.2;47.1763903306065
61;10;-5.2346512746765;0.357619928147173;18;64.4;47.1009878253831
61;11;-6.21996110512357;0.357040574769701;19.8;56.2;47.025799632346
61;12;-6.54541257384653;0.355298795535058;21.2;50.5;46.9508252603556
61;13;-7.178771758874;0.363764977967255;22.6;51.9;46.8760642186624
61;14;-7.37997940684201;0.371266502255756;22.4;56.4;46.8015160169118
61;15;-8.09132939075946;0.379770068536226;22.7;56.5;46.7271801651489
61;16;-8.19758275678103;0.384780991973627;22.8;55.4;46.6530561738233
61;17;-7.47998090945516;0.383684117213638;22.7;57.3;46.5791435537937
61;18;-7.02543425381115;0.380672685001801;22.6;56.5;46.5054418163329
61;19;-5.40389976522809;0.368461356242687;21.7;60.4;46.4319504731319
61;20;-4.18906461684731;0.339686576961618;20.3;67.9;46.3586690363049
61;21;-4.07016017291151;0.319274442506007;18.3;83.8;46.2855970183937
61;22;-1.35026271014713;0.309879072810699;16.7;89.7;46.2127339323724
61;23;-1.35765543980085;0.300101007972811;15.3;92.8;46.1400792916516
61;24;-1.37513033269816;0.293308813453859;14.5;93.3;46.067632610083
62;1;-1.38017834511812;0.287113679408458;13.4;95.4;45.9953934019638
62;2;-1.39548332072612;0.281861606282949;12.7;96.9;45.9233611820411
62;3;-1.40581638175676;0.277530886961907;11.9;97.1;45.8515354655164
62;4;-1.40581411067597;0.27453902744308;11.9;96.8;45.7799157680493
62;5;-1.41101925549853;0.271352390507525;10.8;97.3;45.7085016057624
62;6;-1.41101719457747;0.268939522826302;10.3;98.1;45.6372924952453
62;7;-3.74793055552027;0.253272437146;11.7;97.4;45.5662879535588
62;8;-4.25940697896409;0.314595086051058;15;85.4;45.4954874982388
62;9;-6.22088653314723;0.365161354473496;18.6;70.1;45.4248906473011
62;10;-7.23644413162257;0.355828233081003;21.6;51.1;45.3544969192444
62;11;-8.14758428387411;0.355972483149576;23.6;47.7;45.2843058330555
62;12;-8.35166886917255;0.355827005068841;25.4;47.1;45.2143169082127
62;13;-8.64479532690666;0.360083886575585;26;48.1;45.1445296646894
62;14;-10.3218746253385;0.369907211503436;27.2;42.7;45.0749436229591
62;15;-10.6465144673361;0.375304209090645;27.3;39;45.0055583039983
62;16;-10.0445560681201;0.377240951775367;26.8;40.1;44.9363732292909
62;17;-9.64079336728119;0.377302328200215;26.4;42.6;44.8673879208318
62;18;-9.2026526224289;0.373827737100369;26.1;40.6;44.7986019011309
62;19;-7.72189366860776;0.361759329752592;25.2;40.1;44.7300146932166
62;20;-5.03589006898914;0.332633541350148;23.8;45.7;44.6616258206398
62;21;-4.81623170934386;0.312615810188872;21.1;62.1;44.5934348074776
62;22;-1.48111782868984;0.302454143869279;19.5;67.1;44.5254411783364
62;23;-1.48111391282768;0.297458820240594;19.8;58.1;44.4576444583564
62;24;-1.46725109156864;0.288302084248789;18.3;61.3;44.3900441732146
63;1;-1.50080944039921;0.281645419240567;16.7;64.7;44.3226398491283
63;2;-1.50593017687266;0.279097956767515;17;58.2;44.2554310128591
63;3;-1.50935601260067;0.277649848941971;17.4;54.9;44.1884171917162
63;4;-1.49796285004628;0.274726578756847;17;56;44.1215979135593
63;5;-1.4971503140067;0.270755439356574;15.6;63.6;44.0549727068031
63;6;-1.50201051423264;0.264083737831981;12.3;81.9;43.9885411004197
63;7;-3.9859353577086;0.247165248366984;13.3;81.2;43.9223026239425
63;8;-5.1604618716451;0.310344899397761;18;60.7;43.8562568074693
63;9;-9.58023899237742;0.359364174004102;20.8;49.3;43.7904031816659
63;10;-8.11793258815274;0.348850902623379;22.9;46.8;43.7247412777687
63;11;-9.09584608568225;0.348265682313778;24.6;41.9;43.6592706275888
63;12;-8.42757553724499;0.341490821010458;25.2;43.2;43.5939907635147
63;13;-10.5478605235745;0.356294421990333;27.3;41.4;43.5289012185152
63;14;-11.2442558789523;0.362134423418091;29.1;41.1;43.4640015261432
63;15;-10.8215726253405;0.368331909962087;29.5;39.8;43.3992912205383
63;16;-10.7582863784795;0.373770609746969;29.9;35;43.3347698364302
63;17;-10.3687156840515;0.372424104902227;29.1;37.3;43.2704369091413
63;18;-9.8657580067445;0.368829821274218;28.4;36.7;43.2062919745901
63;19;-8.02220364526319;0.356191327221923;26.8;38.8;43.1423345692942
63;20;-5.27099881083373;0.327670466288177;25.4;41;43.078564230373
63;21;-4.97477109564886;0.309200209798847;23.6;45.5;43.0149804955506
63;22;-1.52078475841617;0.300024560499305;22.5;48.4;42.9515829031588
63;23;-1.55007242531745;0.291880779448443;21.6;50.8;42.8883709921402
63;24;-1.59236781134342;0.286630213047269;21.1;51;42.8253443020506
64;1;-1.60918219465945;0.281738484567276;20.6;50.5;42.7625023730618
64;2;-1.62533137499297;0.276212203580895;19.5;53.8;42.6998447459648
64;3;-1.53155600708056;0.270309096268936;17.7;59.6;42.6373709621721
64;4;-1.45423290080358;0.267196073914769;17;59.1;42.5750805637207
64;5;-1.41082426295968;0.265480297277537;16.4;60.2;42.5129730932745
64;6;-1.32579275328557;0.264373658700604;16.5;59.9;42.4510480941272
64;7;-3.6995187285782;0.242306846885237;16.7;61.5;42.3893051102046
64;8;-4.09739435305419;0.308339268680404;18.4;57.6;42.3277436860676
64;9;-7.24676174257188;0.354563692375698;20.7;49.6;42.2663633669145
64;10;-6.32799461994393;0.344560696927915;22.2;47.4;42.2051636985834
64;11;-6.85037631740599;0.343013419598554;23.5;45;42.1441442275549
64;12;-7.07032742093482;0.341347422335199;24.9;42.2;42.0833045009548
64;13;-7.85195477611219;0.350022944459483;25.9;41.3;42.0226440665559
64;14;-8.9571954634172;0.35994740673352;27;39.1;41.9621624727811
64;15;-9.5035751383738;0.367891541955579;27.9;37.4;41.9018592687052
64;16;-9.78792535779587;0.374261606209033;28.8;36;41.8417340040577
64;17;-8.2168250648912;0.370252092655633;26.4;48.9;41.781786229225
64;18;-7.13729582677273;0.365224807743241;24.3;53.2;41.7220154952524
64;19;-5.85510051113893;0.355741722202529;24.3;54.2;41.662421353847
64;20;-3.99420954439237;0.325272946625166;22.9;64.8;41.6030033573793
64;21;-3.74830799488565;0.293958127498627;21.2;73.3;41.5437610588857
64;22;-3.71644312594161;0.294112492788379;19.1;82.2;41.484694012071
64;23;-1.20898082359235;0.285643362309028;17.8;88.4;41.4258017713098
64;24;-1.20418596152038;0.277745746947416;17;88.7;41.3670838916495
65;1;-1.21742459304989;0.271802263107675;15.9;90.7;41.3085399288117
65;2;-1.22595680666597;0.266819170238295;14.8;91.6;41.2501694391948
65;3;-1.22595395049914;0.261766257284649;13.5;93.4;41.1919719798757
65;4;-1.23025113556193;0.258163762192169;12.5;95.1;41.1339471086122
65;5;-1.22594914877252;0.255394892078026;11.8;96.4;41.0760943838444
65;6;-1.25207029350538;0.253465255504576;11.4;96.9;41.0184133646975
65;7;-3.58435610145023;0.238003772276683;12.9;94.5;40.960903610983
65;8;-4.0809465832286;0.302361713566757;17.2;78.2;40.9035646832011
65;9;-5.79464863873921;0.347742650275583;21;64.3;40.8463961425424
65;10;-6.1447993879427;0.340505215603867;23.4;53.7;40.7893975508898
65;11;-7.00857975459508;0.339364415421406;25;49.7;40.7325684708204
65;12;-7.19860614901243;0.338869529507325;26.3;48.9;40.6759084656074
65;13;-7.91485933556039;0.350049227618375;26.2;54.4;40.6194170992217
65;14;-8.45538965638743;0.356692259379958;26.8;53.2;40.5630939363338
65;15;-8.95703606079059;0.365206085625583;26.3;52.5;40.5069385423155
65;16;-9.19225077286625;0.369027355192385;25.6;52;40.4509504832417
65;17;-8.2591746524189;0.366457349574082;26;49.1;40.3951293258921
65;18;-7.87117676900406;0.362898192499589;25.8;47.2;40.3394746377527
65;19;-6.54822395444327;0.351963058789761;25.6;45.1;40.2839859870179
65;20;-4.24878781268613;0.322096848900392;24.2;49.9;40.2286629425914
65;21;-3.93032610690742;0.289921937772653;22.7;58;40.1735050740886
65;22;-3.85842859153571;0.29190587335953;20.6;68.6;40.1185119518375
65;23;-1.27346879349076;0.282712951018019;18.6;81;40.0636831468809
65;24;-1.26804889640632;0.274343810708824;17.1;87.5;40.0090182309774
66;1;-1.28347648901701;0.268447671521251;16.3;90.7;39.9545167766031
66;2;-1.28806218818071;0.263912108889059;15.4;92.7;39.9001783569533
66;3;-1.29465486960744;0.260204823283136;15.2;93.8;39.8460025459434
