id,plant_id,organ_id,organ_type,order,segment_rank,diameter,length,parent,x,y,z,Axis2ID,Axis3ID,Axis4ID,Axis5ID,Axis6ID,Axis7ID,Age
1300,1,6,AnnualShoot_B_V#7,5,7,0.957497255,2.62443997,1299,12.19189569,-10.99605995,251.8479261,2,3,41,1,0,0,49
1301,1,6,AnnualShoot_B_V#8,5,8,0.942431097,2.62443997,1300,14.54436264,-12.00781272,252.4223307,2,3,41,1,0,0,48
1302,1,6,AnnualShoot_B_V#9,5,9,0.922538723,2.62443997,1301,16.87724698,-12.99504052,253.108419,2,3,41,1,0,0,46
1303,1,6,AnnualShoot_B_V#10,5,10,0.89547264,2.62443997,1302,19.26989931,-13.79018941,253.8368681,2,3,41,1,0,0,46
1304,1,6,AnnualShoot_B_V#11,5,11,0.883507712,2.62443997,1303,21.64904452,-14.70453378,254.46243,2,3,41,1,0,0,44
1305,1,6,AnnualShoot_B_V#12,5,12,0.85839318,2.62443997,1304,23.86545493,-15.81606486,255.3224932,2,3,41,1,0,0,44
1306,1,6,AnnualShoot_B_V#13,5,13,0.855901388,2.62443997,1305,25.92251361,-17.01392243,256.4276321,2,3,41,1,0,0,42
1307,1,6,AnnualShoot_B_V#14,5,14,0.8403355,2.62443997,1306,27.92857952,-18.07840677,257.7430247,2,3,41,1,0,0,40
1308,1,6,AnnualShoot_B_V#15,5,15,0.817205475,2.62443997,1307,29.66335623,-19.13043536,259.4077982,2,3,41,1,0,0,40
1309,1,6,AnnualShoot_B_V#16,6,16,1.171373454,2.62443997,1303,20.42093482,-13.9948899,251.4872086,2,3,41,1,0,0,38
1310,1,6,AnnualShoot_B_V#17,6,17,1.079449325,2.62443997,1309,21.10246997,-14.10238558,248.955087,2,3,41,1,0,0,36
1311,1,6,AnnualShoot_B_V#18,6,18,1.058285563,2.62443997,1310,21.25445236,-14.12591122,246.335157,2,3,41,1,0,0,35
1312,1,6,AnnualShoot_B_V#19,6,19,1.024432138,2.62443997,1311,21.09614242,-14.11195833,243.7155333,2,3,41,1,0,0,34
1313,1,6,AnnualShoot_B_V#20,6,20,0.994196348,2.62443997,1312,20.41707791,-14.06134427,241.1809732,2,3,41,1,0,0,34
1314,1,6,AnnualShoot_B_V#21,6,21,0.994820163,2.62443997,1313,19.57673401,-13.99874034,238.6954978,2,3,41,1,0,0,32
1315,1,6,AnnualShoot_B_V#22,6,22,0.966064972,2.62443997,1314,18.43048727,-14.00310237,236.3346114,2,3,41,1,0,0,31
1316,1,6,AnnualShoot_B_V#23,6,23,0.941158319,2.62443997,1315,16.8238895,-14.03143825,234.2595871,2,3,41,1,0,0,30
1317,1,6,AnnualShoot_B_V#24,6,24,0.917496999,2.62443997,1316,15.13403671,-14.0750764,232.2520567,2,3,41,1,0,0,29
1318,1,6,AnnualShoot_B_V#25,6,25,0.891276607,2.62443997,1317,13.26108563,-14.01115875,230.4147614,2,3,41,1,0,0,28
1319,1,6,AnnualShoot_B_V#26,6,26,1.212552409,2.62443997,1301,14.43282616,-13.66229269,250.3881378,2,3,41,1,0,0,27
1320,1,6,AnnualShoot_B_V#27,6,27,1.109558229,2.62443997,1319,14.49739795,-15.48756239,248.5034877,2,3,41,1,0,0,26
1321,1,6,AnnualShoot_B_V#28,6,28,1.07314117,2.62443997,1320,14.51882017,-17.561682,246.8956151,2,3,41,1,0,0,25
1322,1,6,AnnualShoot_B_V#1,5,1,0.774105265,0.5,1293,4.420617149,-4.76566463,248.0989204,2,3,41,2,0,0,59
1323,1,6,AnnualShoot_B_V#2,5,2,1.128005302,2.740569274,1322,6.839457267,-5.877547051,247.4480365,2,3,41,2,0,0,54
1324,1,6,AnnualShoot_B_V#3,5,3,1.121385078,2.740569274,1323,9.255526668,-7.100202533,247.0256123,2,3,41,2,0,0,53
1325,1,6,AnnualShoot_B_V#4,5,4,1.084754113,2.740569274,1324,11.72714358,-8.277282075,246.8978878,2,3,41,2,0,0,52
1326,1,6,AnnualShoot_B_V#5,5,5,1.051271413,2.740569274,1325,14.30851054,-9.192583101,246.9952973,2,3,41,2,0,0,51
1327,1,6,AnnualShoot_B_V#6,5,6,1.031155702,2.740569274,1326,16.83406722,-10.23050855,247.2298056,2,3,41,2,0,0,50
1328,1,6,AnnualShoot_B_V#7,5,7,1.00652762,2.740569274,1327,19.40315244,-11.16216169,247.4360664,2,3,41,2,0,0,48
1329,1,6,AnnualShoot_B_V#8,5,8,0.979340508,2.740569274,1328,21.97505099,-11.95852733,247.9477885,2,3,41,2,0,0,47
1330,1,6,AnnualShoot_B_V#9,5,9,0.949224696,2.740569274,1329,24.45472927,-12.68400666,248.8618976,2,3,41,2,0,0,47
1331,1,6,AnnualShoot_B_V#10,5,10,0.934211321,2.740569274,1330,27.00870087,-13.10585861,249.761892,2,3,41,2,0,0,45
1332,1,6,AnnualShoot_B_V#11,5,11,0.914430458,2.740569274,1331,29.56386613,-13.43982424,250.6948,2,3,41,2,0,0,44
1333,1,6,AnnualShoot_B_V#12,5,12,0.887560148,2.740569274,1332,32.00174093,-13.76771887,251.9030928,2,3,41,2,0,0,43
1334,1,6,AnnualShoot_B_V#13,5,13,0.883165365,2.740569274,1333,34.33650212,-14.06657253,253.3067654,2,3,41,2,0,0,41
1335,1,6,AnnualShoot_B_V#14,5,14,0.857686122,2.740569274,1334,36.6116368,-14.47446103,254.7792154,2,3,41,2,0,0,41
1336,1,6,AnnualShoot_B_V#15,5,15,0.837941085,2.740569274,1335,38.78469295,-14.82452236,256.4120057,2,3,41,2,0,0,40
1337,1,6,AnnualShoot_B_V#16,6,16,1.183751362,2.740569274,1332,31.45152927,-11.78283951,249.5985111,2,3,41,2,0,0,37
1338,1,6,AnnualShoot_B_V#17,6,17,1.080161506,2.740569274,1337,33.39227853,-10.03291465,248.7726932,2,3,41,2,0,0,36
1339,1,6,AnnualShoot_B_V#18,6,18,1.049292701,2.740569274,1338,35.49273361,-8.365354514,248.2087325,2,3,41,2,0,0,35
1340,1,6,AnnualShoot_B_V#19,6,19,1.019967335,2.740569274,1339,37.59574538,-6.651314402,247.8212691,2,3,41,2,0,0,34
1341,1,6,AnnualShoot_B_V#20,6,20,0.987647994,2.740569274,1340,39.75358256,-4.969328765,247.6619488,2,3,41,2,0,0,34
1342,1,6,AnnualShoot_B_V#21,6,21,0.978248818,2.740569274,1341,41.94201789,-3.326883589,247.5075317,2,3,41,2,0,0,32
1343,1,6,AnnualShoot_B_V#22,6,22,0.948774667,2.740569274,1342,44.22038367,-1.808116791,247.6220599,2,3,41,2,0,0,31
1344,1,6,AnnualShoot_B_V#23,6,23,0.928265636,2.740569274,1343,46.34626462,-0.108390716,247.9418745,2,3,41,2,0,0,30
1345,1,6,AnnualShoot_B_V#24,6,24,0.914300214,2.740569274,1344,48.4580167,1.531683713,248.5430226,2,3,41,2,0,0,29
1346,1,6,AnnualShoot_B_V#25,6,25,0.887264229,2.740569274,1345,50.47521085,3.150019397,249.4500162,2,3,41,2,0,0,29
1347,1,6,AnnualShoot_B_V#26,6,26,1.201097658,2.740569274,1331,25.68316073,-15.00832619,248.3009743,2,3,41,2,0,0,28
1348,1,6,AnnualShoot_B_V#27,6,27,1.121835734,2.740569274,1347,24.32052256,-17.14754993,247.2628708,2,3,41,2,0,0,26
1349,1,6,AnnualShoot_B_V#28,6,28,1.085182236,2.740569274,1348,22.95611735,-19.36816404,246.4155271,2,3,41,2,0,0,25
1350,1,6,AnnualShoot_B_V#29,6,29,1.050361414,2.740569274,1349,21.44867024,-21.54816104,245.7184358,2,3,41,2,0,0,24
1351,1,5,oldShoot,4,1,0.445995581,8.086383294,385,-7.844550243,4.586842298,282.054359,2,3,47,0,0,0,-1
1352,1,5,oldShoot,4,2,0.445995581,4.423587029,1351,-9.018974153,6.069900131,286.0530326,2,3,47,0,0,0,-1
1353,1,6,AnnualShoot_B_F#1,5,1,0.928805176,0.5,1351,-7.409235366,4.476491544,282.2741855,2,3,47,1,0,0,59
1354,1,6,AnnualShoot_B_V#2,5,2,1.315241867,1.268529156,1353,-6.39205635,4.21426076,282.9853452,2,3,47,1,0,0,54
1355,1,6,AnnualShoot_B_V#3,5,3,1.27225906,1.268529156,1354,-5.39672408,3.953598822,283.7273258,2,3,47,1,0,0,53
1356,1,6,AnnualShoot_B_V#4,5,4,1.234042201,1.268529156,1355,-4.41066535,3.784834832,284.5073085,2,3,47,1,0,0,52
