timestamp,cpb,cpt,endX,endY,endZ,nodeID,parentID,waterPotential,x,y,z,dayOfYear,hourOfDay,Cp,sugarConcentration
2022-03-06 12:30:00,0.00135038346316,0.0013504362574891,-0.2707644441147286,0.2800074423573132,0.2479401120327143,30676723,30676720,-0.566232403680012,-0.2555190182695755,0.2912342103852105,0.2670484421189877,65,12,0.12928774228131523,0.12928774228131523
2022-03-06 12:30:00,0.0013502797621582,0.00135038346316,-0.2555190182695755,0.2912342103852105,0.2670484422189877,30676720,30676717,-0.5664154732995991,-0.2420024563960939,0.3006730890078348,0.288304070502009,65,12,0.1292827779411225,0.1292827779411225
2022-03-06 12:30:00,0.0013501218119212,0.0013502797621582,-0.2420024563960939,0.3006730890078348,0.288304070602009,30676717,30676699,-0.5666183619570105,-0.2296069000697603,0.3096612846278089,0.3104208997394787,65,12,0.12927521623310007,0.12927521623310007
2022-03-06 12:30:00,0.0013510571768549,0.001351142140595,-0.3006995415062747,0.3809759696010691,0.3476132927650879,30676711,30676708,-0.5672004572631658,-0.2827252306796979,0.3641014910836183,0.3368537512640778,65,12,0.1293199894405895,0.1293199894405895
2022-03-06 12:30:00,0.001350856481237,0.0013510571768549,-0.2827252306796979,0.3641014910836183,0.3368537513640778,30676708,30676705,-0.567096227868748,-0.2657169602312081,0.3449967802843437,0.3285278658336751,65,12,0.12931038402952696,0.12931038402952696
2022-03-06 12:30:00,0.0013505506166993,0.001350856481237,-0.2657169602312081,0.3449967802843437,0.3285278659336751,30676705,30676702,-0.567013626538587,-0.2470458588805904,0.3270646854224607,0.3212188607717084,65,12,0.12929574379924685,0.12929574379924685
2022-03-06 12:30:00,0.0013501218119212,0.0013505506166993,-0.2470458588805904,0.3270646854224607,0.3212188608717085,30676702,30676699,-0.5669388465579932,-0.2296069000697603,0.3096612846278089,0.3104208997394787,65,12,0.12927521623310007,0.12927521623310007
2022-03-06 12:30:00,0.0013493197531767,0.0013501218119212,-0.2296069000697603,0.3096612846278089,0.3104208998394787,30676699,30676696,-0.5668276223729326,-0.2135867664666713,0.2906607163889042,0.3001288964302214,65,12,0.12923681165346745,0.12923681165346745
2022-03-06 12:30:00,0.0013484195086586,0.0013493197531767,-0.2135867664666713,0.2906607163889042,0.3001288965302214,30676696,30676693,-0.5667152200914165,-0.1978481972533963,0.2701226366105145,0.2927752357837825,65,12,0.12919369209516215,0.12919369209516215
2022-03-06 12:30:00,0.0013476471829011,0.0013484195086586,-0.1978481972533963,0.2701226366105145,0.2927752358837825,30676693,30676690,-0.5666321476408552,-0.1845740841432744,0.2476129482189488,0.2863953097170809,65,12,0.12915668806670524,0.12915668806670524
2022-03-06 12:30:00,0.0013468363821124,0.0013476471829011,-0.1845740841432744,0.2476129482189488,0.2863953098170809,30676690,30676687,-0.5665343359136258,-0.1724824000634684,0.2243576618734016,0.2803476291592559,65,12,0.12911782919412654,0.12911782919412654
2022-03-06 12:30:00,0.0013459047046075,0.0013468363821124,-0.1724824000634684,0.2243576618734016,0.2803476292592559,30676687,30676684,-0.5664388724551856,-0.1611380572524,0.2001337523108687,0.2775016320826146,65,12,0.1290731626742971,0.1290731626742971
2022-03-06 12:30:00,0.001344851762349,0.0013459047046075,-0.1611380572524,0.2001337523108687,0.2775016321826146,30676684,30676681,-0.5663650315380034,-0.1514032230823346,0.1750590603952874,0.2777922130805976,65,12,0.12902266386174324,0.12902266386174324
2022-03-06 12:30:00,0.0013437032777826,0.001344851762349,-0.1514032230823346,0.1750590603952874,0.2777922131805976,30676681,30676678,-0.566316678260774,-0.1422111789751521,0.1498562491891042,0.2797711625673575,65,12,0.12896756032102152,0.12896756032102152
2022-03-06 12:30:00,0.0013423081405853,0.0013437032777826,-0.1422111789751521,0.1498562491891042,0.2797711626673575,30676678,30676675,-0.5662826484635429,-0.1338918043091037,0.1249684835935567,0.2856854451314656,65,12,0.1289005908599991,0.1289005908599991
2022-03-06 12:30:00,0.0013406946010093,0.0013423081405853,-0.1338918043091037,0.1249684835935567,0.2856854452314656,30676675,30676672,-0.5662757891110236,-0.1254466147899205,0.1009926462167113,0.294484854547005,65,12,0.1288230942185123,0.1288230942185123
2022-03-06 12:30:00,0.0013360665930028,0.0013406946010093,-0.1254466147899205,0.1009926462167113,0.294484854647005,30676672,30676543,-0.5662849245343466,-0.1173838017815345,0.0780193104701057,0.3059220089829313,65,12,0.12860055669620862,0.12860055669620862
2022-03-06 12:30:00,0.0013455994049567,0.0013456093316163,-0.0767580986953099,0.2580084498743825,0.3723821448416772,30676666,30676663,-0.5671997843031499,-0.1002095292841737,0.2603584406229829,0.3934490628872946,65,12,0.12905852262352488,0.12905852262352488
2022-03-06 12:30:00,0.0013455818011572,0.0013455994049567,-0.1002095292841737,0.2603584406229829,0.3934490629872946,30676663,30676660,-0.5674020260779806,-0.1200660201295474,0.2629613163080825,0.4179082514161667,65,12,0.1290576784169288,0.1290576784169288
2022-03-06 12:30:00,0.0013455591477951,0.0013455818011572,-0.1200660201295474,0.2629613163080825,0.4179082515161667,30676660,30676657,-0.5676366901701246,-0.1354659201446981,0.2652205754399209,0.4454227189255521,65,12,0.12905659204573108,0.12905659204573108
2022-03-06 12:30:00,0.0013455318064325,0.0013455591477951,-0.1354659201446981,0.2652205754399209,0.4454227190255521,30676657,30676573,-0.5679005735073122,-0.1469176668147271,0.2681089395044139,0.4747454395739593,65,12,0.12905528084324328,0.12905528084324328
2022-03-06 12:30:00,0.0013466649337134,0.0013466794323961,-0.2499354140792841,0.3070165699051419,0.2480567439771028,30676651,30676648,-0.5660402589854702,-0.2266266360478661,0.3036206249899261,0.2691393319097658,65,12,0.12910961076836522,0.12910961076836522
2022-03-06 12:30:00,0.0013466322812757,0.0013466649337134,-0.2266266360478661,0.3036206249899261,0.2691393320097658,30676648,30676645,-0.5662424507983903,-0.2049181492848312,0.3007826889989338,0.291942726732783,65,12,0.12910804550555502,0.12910804550555502
