time_value,value,time_col,uuid,CropLoad,crop_load_label,source_variable,aggregation,date,panel,panel_title,panel_label,y_label,fallback_note,sd_value,ymin,ymax,dayOfYear,date_value,days_after_full_bloom_doy,days_after_full_bloom_date,days_after_full_bloom,x_axis_mode,full_bloom_doy,days_in_bloom_year,full_bloom_date,simulation_day,x_value,x_label,temporal_x_basis
1,8.614506360160734,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-01,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,1,2022-01-01,74,74,74,DAFB,292,365,2021-10-19,41,74,Days after full bloom,date_minus_full_bloom_date
2,8.614413482731216,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-02,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,2,2022-01-02,75,75,75,DAFB,292,365,2021-10-19,42,75,Days after full bloom,date_minus_full_bloom_date
3,8.447474115847681,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-03,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,3,2022-01-03,76,76,76,DAFB,292,365,2021-10-19,43,76,Days after full bloom,date_minus_full_bloom_date
4,8.476122626176979,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-04,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,4,2022-01-04,77,77,77,DAFB,292,365,2021-10-19,44,77,Days after full bloom,date_minus_full_bloom_date
5,8.733992504266768,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-05,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,5,2022-01-05,78,78,78,DAFB,292,365,2021-10-19,45,78,Days after full bloom,date_minus_full_bloom_date
6,6.8033259629772065,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-06,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,6,2022-01-06,79,79,79,DAFB,292,365,2021-10-19,46,79,Days after full bloom,date_minus_full_bloom_date
7,7.550328122236497,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-07,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,7,2022-01-07,80,80,80,DAFB,292,365,2021-10-19,47,80,Days after full bloom,date_minus_full_bloom_date
8,8.272331439961997,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-08,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,8,2022-01-08,81,81,81,DAFB,292,365,2021-10-19,48,81,Days after full bloom,date_minus_full_bloom_date
9,8.46980007853921,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-09,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,9,2022-01-09,82,82,82,DAFB,292,365,2021-10-19,49,82,Days after full bloom,date_minus_full_bloom_date
10,8.657117141704664,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-10,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,10,2022-01-10,83,83,83,DAFB,292,365,2021-10-19,50,83,Days after full bloom,date_minus_full_bloom_date
11,8.920154900945688,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-11,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,11,2022-01-11,84,84,84,DAFB,292,365,2021-10-19,51,84,Days after full bloom,date_minus_full_bloom_date
12,8.091964760924656,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-12,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,12,2022-01-12,85,85,85,DAFB,292,365,2021-10-19,52,85,Days after full bloom,date_minus_full_bloom_date
13,6.788338592428778,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-13,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,13,2022-01-13,86,86,86,DAFB,292,365,2021-10-19,53,86,Days after full bloom,date_minus_full_bloom_date
14,5.515358870560751,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-14,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,14,2022-01-14,87,87,87,DAFB,292,365,2021-10-19,54,87,Days after full bloom,date_minus_full_bloom_date
15,7.478346014656659,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-15,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,15,2022-01-15,88,88,88,DAFB,292,365,2021-10-19,55,88,Days after full bloom,date_minus_full_bloom_date
16,7.688200781807237,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-16,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,16,2022-01-16,89,89,89,DAFB,292,365,2021-10-19,56,89,Days after full bloom,date_minus_full_bloom_date
17,8.713238843437535,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-17,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,17,2022-01-17,90,90,90,DAFB,292,365,2021-10-19,57,90,Days after full bloom,date_minus_full_bloom_date
18,8.72012028254648,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-18,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,18,2022-01-18,91,91,91,DAFB,292,365,2021-10-19,58,91,Days after full bloom,date_minus_full_bloom_date
19,8.99325773513798,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-19,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,19,2022-01-19,92,92,92,DAFB,292,365,2021-10-19,59,92,Days after full bloom,date_minus_full_bloom_date
20,5.484763567446846,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-20,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,20,2022-01-20,93,93,93,DAFB,292,365,2021-10-19,60,93,Days after full bloom,date_minus_full_bloom_date
21,8.496253875146332,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-21,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,21,2022-01-21,94,94,94,DAFB,292,365,2021-10-19,61,94,Days after full bloom,date_minus_full_bloom_date
22,8.604603031280405,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-22,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,22,2022-01-22,95,95,95,DAFB,292,365,2021-10-19,62,95,Days after full bloom,date_minus_full_bloom_date
23,8.859677767163607,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-23,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,23,2022-01-23,96,96,96,DAFB,292,365,2021-10-19,63,96,Days after full bloom,date_minus_full_bloom_date
24,2.7886689586466473,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-24,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,24,2022-01-24,97,97,97,DAFB,292,365,2021-10-19,64,97,Days after full bloom,date_minus_full_bloom_date
25,7.040783432790017,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-25,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,25,2022-01-25,98,98,98,DAFB,292,365,2021-10-19,65,98,Days after full bloom,date_minus_full_bloom_date
26,9.328944018692985,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-26,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,26,2022-01-26,99,99,99,DAFB,292,365,2021-10-19,66,99,Days after full bloom,date_minus_full_bloom_date
27,7.153752156882757,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-27,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,27,2022-01-27,100,100,100,DAFB,292,365,2021-10-19,67,100,Days after full bloom,date_minus_full_bloom_date
28,7.864852307887493,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-28,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,28,2022-01-28,101,101,101,DAFB,292,365,2021-10-19,68,101,Days after full bloom,date_minus_full_bloom_date
29,8.347086803856449,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-29,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,29,2022-01-29,102,102,102,DAFB,292,365,2021-10-19,69,102,Days after full bloom,date_minus_full_bloom_date
30,8.890771964383644,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-30,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,30,2022-01-30,103,103,103,DAFB,292,365,2021-10-19,70,103,Days after full bloom,date_minus_full_bloom_date
31,7.992816760230459,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-01-31,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,31,2022-01-31,104,104,104,DAFB,292,365,2021-10-19,71,104,Days after full bloom,date_minus_full_bloom_date
32,8.897902073889547,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-01,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,32,2022-02-01,105,105,105,DAFB,292,365,2021-10-19,72,105,Days after full bloom,date_minus_full_bloom_date
33,8.33973426408571,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-02,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,33,2022-02-02,106,106,106,DAFB,292,365,2021-10-19,73,106,Days after full bloom,date_minus_full_bloom_date
34,8.539876157441416,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-03,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,34,2022-02-03,107,107,107,DAFB,292,365,2021-10-19,74,107,Days after full bloom,date_minus_full_bloom_date
35,8.895302291485825,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-04,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,35,2022-02-04,108,108,108,DAFB,292,365,2021-10-19,75,108,Days after full bloom,date_minus_full_bloom_date
36,8.41247006624511,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-05,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,36,2022-02-05,109,109,109,DAFB,292,365,2021-10-19,76,109,Days after full bloom,date_minus_full_bloom_date
37,2.446651970979122,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-06,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,37,2022-02-06,110,110,110,DAFB,292,365,2021-10-19,77,110,Days after full bloom,date_minus_full_bloom_date
38,2.40126824580232,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-07,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,38,2022-02-07,111,111,111,DAFB,292,365,2021-10-19,78,111,Days after full bloom,date_minus_full_bloom_date
39,7.461482339969051,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-08,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,39,2022-02-08,112,112,112,DAFB,292,365,2021-10-19,79,112,Days after full bloom,date_minus_full_bloom_date
40,9.22794319371412,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-09,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,40,2022-02-09,113,113,113,DAFB,292,365,2021-10-19,80,113,Days after full bloom,date_minus_full_bloom_date
41,9.683805158179062,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-10,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,41,2022-02-10,114,114,114,DAFB,292,365,2021-10-19,81,114,Days after full bloom,date_minus_full_bloom_date
42,5.01504009871951,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-11,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,42,2022-02-11,115,115,115,DAFB,292,365,2021-10-19,82,115,Days after full bloom,date_minus_full_bloom_date
43,6.113735370207487,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-12,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,43,2022-02-12,116,116,116,DAFB,292,365,2021-10-19,83,116,Days after full bloom,date_minus_full_bloom_date
44,4.97069094390559,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-13,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,44,2022-02-13,117,117,117,DAFB,292,365,2021-10-19,84,117,Days after full bloom,date_minus_full_bloom_date
45,5.239203867808148,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-14,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,45,2022-02-14,118,118,118,DAFB,292,365,2021-10-19,85,118,Days after full bloom,date_minus_full_bloom_date
46,7.655411907564126,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-15,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,46,2022-02-15,119,119,119,DAFB,292,365,2021-10-19,86,119,Days after full bloom,date_minus_full_bloom_date
47,8.731962953803619,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-16,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,47,2022-02-16,120,120,120,DAFB,292,365,2021-10-19,87,120,Days after full bloom,date_minus_full_bloom_date
48,8.396039193879723,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-17,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,48,2022-02-17,121,121,121,DAFB,292,365,2021-10-19,88,121,Days after full bloom,date_minus_full_bloom_date
49,8.810866294960356,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-18,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,49,2022-02-18,122,122,122,DAFB,292,365,2021-10-19,89,122,Days after full bloom,date_minus_full_bloom_date
50,8.573664379947576,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-19,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,50,2022-02-19,123,123,123,DAFB,292,365,2021-10-19,90,123,Days after full bloom,date_minus_full_bloom_date
51,6.670519606646687,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-20,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,51,2022-02-20,124,124,124,DAFB,292,365,2021-10-19,91,124,Days after full bloom,date_minus_full_bloom_date
52,8.429323687303548,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-21,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,52,2022-02-21,125,125,125,DAFB,292,365,2021-10-19,92,125,Days after full bloom,date_minus_full_bloom_date
53,8.86849300306959,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-22,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,53,2022-02-22,126,126,126,DAFB,292,365,2021-10-19,93,126,Days after full bloom,date_minus_full_bloom_date
54,6.488794152795492,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-23,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,54,2022-02-23,127,127,127,DAFB,292,365,2021-10-19,94,127,Days after full bloom,date_minus_full_bloom_date
55,6.561373242580793,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-24,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,55,2022-02-24,128,128,128,DAFB,292,365,2021-10-19,95,128,Days after full bloom,date_minus_full_bloom_date
56,6.005590909118258,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-25,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,56,2022-02-25,129,129,129,DAFB,292,365,2021-10-19,96,129,Days after full bloom,date_minus_full_bloom_date
57,8.399141824188527,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-26,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,57,2022-02-26,130,130,130,DAFB,292,365,2021-10-19,97,130,Days after full bloom,date_minus_full_bloom_date
58,5.601341213276717,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-27,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,58,2022-02-27,131,131,131,DAFB,292,365,2021-10-19,98,131,Days after full bloom,date_minus_full_bloom_date
59,5.752073859894046,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-02-28,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,59,2022-02-28,132,132,132,DAFB,292,365,2021-10-19,99,132,Days after full bloom,date_minus_full_bloom_date
60,7.30305700337213,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-03-01,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,60,2022-03-01,133,133,133,DAFB,292,365,2021-10-19,100,133,Days after full bloom,date_minus_full_bloom_date
61,5.71043722885527,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-03-02,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,61,2022-03-02,134,134,134,DAFB,292,365,2021-10-19,101,134,Days after full bloom,date_minus_full_bloom_date
62,7.045538306970296,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-03-03,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,62,2022-03-03,135,135,135,DAFB,292,365,2021-10-19,102,135,Days after full bloom,date_minus_full_bloom_date
63,7.158234211103356,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-03-04,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,63,2022-03-04,136,136,136,DAFB,292,365,2021-10-19,103,136,Days after full bloom,date_minus_full_bloom_date
64,7.479409017719448,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-03-05,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,64,2022-03-05,137,137,137,DAFB,292,365,2021-10-19,104,137,Days after full bloom,date_minus_full_bloom_date
65,8.14172421777169,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2022-03-06,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,65,2022-03-06,138,138,138,DAFB,292,365,2021-10-19,105,138,Days after full bloom,date_minus_full_bloom_date
