time_value,value,time_col,uuid,CropLoad,crop_load_label,source_variable,aggregation,date,panel,panel_title,panel_label,y_label,fallback_note,sd_value,ymin,ymax,dayOfYear,date_value,days_after_full_bloom_doy,days_after_full_bloom_date,days_after_full_bloom,x_axis_mode,full_bloom_doy,days_in_bloom_year,full_bloom_date,simulation_day,x_value,x_label,temporal_x_basis
43,112.31974983333333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-12,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,5.0397748125,107.27997502083333,117.35952464583333,43,2022-02-12,116,116,116,DAFB,292,365,2021-10-19,83,116,Days after full bloom,date_minus_full_bloom_date
44,114.65485883333334,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-13,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,5.197851554166666,109.45700727916667,119.8527103875,44,2022-02-13,117,117,117,DAFB,292,365,2021-10-19,84,117,Days after full bloom,date_minus_full_bloom_date
45,116.966827125,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-14,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,5.3550841125,111.6117430125,122.32191123749999,45,2022-02-14,118,118,118,DAFB,292,365,2021-10-19,85,118,Days after full bloom,date_minus_full_bloom_date
46,118.9387535,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-15,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,5.5036655,113.43508800000001,124.442419,46,2022-02-15,119,119,119,DAFB,292,365,2021-10-19,86,119,Days after full bloom,date_minus_full_bloom_date
47,120.84660004166666,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-16,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,5.6529602125,115.19363982916666,126.49956025416667,47,2022-02-16,120,120,120,DAFB,292,365,2021-10-19,87,120,Days after full bloom,date_minus_full_bloom_date
48,122.68642541666667,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-17,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,5.802570083333333,116.88385533333333,128.4889955,48,2022-02-17,121,121,121,DAFB,292,365,2021-10-19,88,121,Days after full bloom,date_minus_full_bloom_date
49,124.51538945833333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-18,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,5.9538266958333335,118.5615627625,130.46921615416667,49,2022-02-18,122,122,122,DAFB,292,365,2021-10-19,89,122,Days after full bloom,date_minus_full_bloom_date
50,126.32853874999999,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-19,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,6.104643145833333,120.22389560416666,132.43318189583331,50,2022-02-19,123,123,123,DAFB,292,365,2021-10-19,90,123,Days after full bloom,date_minus_full_bloom_date
51,128.21412924999998,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-20,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,6.259528379166667,121.95460087083332,134.47365762916667,51,2022-02-20,124,124,124,DAFB,292,365,2021-10-19,91,124,Days after full bloom,date_minus_full_bloom_date
52,130.307493,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-21,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,6.4235996166666665,123.88389338333333,136.73109261666667,52,2022-02-21,125,125,125,DAFB,292,365,2021-10-19,92,125,Days after full bloom,date_minus_full_bloom_date
53,132.23810291666666,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-22,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,6.583132791666667,125.65497012499999,138.82123570833332,53,2022-02-22,126,126,126,DAFB,292,365,2021-10-19,93,126,Days after full bloom,date_minus_full_bloom_date
54,134.14897916666666,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-23,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,6.7429685,127.40601066666666,140.89194766666665,54,2022-02-23,127,127,127,DAFB,292,365,2021-10-19,94,127,Days after full bloom,date_minus_full_bloom_date
55,136.09428416666668,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-24,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,6.903906454166667,129.1903777125,142.99819062083336,55,2022-02-24,128,128,128,DAFB,292,365,2021-10-19,95,128,Days after full bloom,date_minus_full_bloom_date
56,137.9173125,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-25,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,7.059669708333333,130.85764279166668,144.97698220833334,56,2022-02-25,129,129,129,DAFB,292,365,2021-10-19,96,129,Days after full bloom,date_minus_full_bloom_date
57,139.85757416666667,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-26,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,7.221089579166667,132.6364845875,147.07866374583332,57,2022-02-26,130,130,130,DAFB,292,365,2021-10-19,97,130,Days after full bloom,date_minus_full_bloom_date
58,141.751305,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-27,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,7.381650554166667,134.36965444583333,149.13295555416667,58,2022-02-27,131,131,131,DAFB,292,365,2021-10-19,98,131,Days after full bloom,date_minus_full_bloom_date
59,143.52887708333333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-02-28,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,7.536653866666667,135.99222321666667,151.06553094999998,59,2022-02-28,132,132,132,DAFB,292,365,2021-10-19,99,132,Days after full bloom,date_minus_full_bloom_date
60,145.34734625000002,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-03-01,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,7.6938028166666665,137.65354343333334,153.0411490666667,60,2022-03-01,133,133,133,DAFB,292,365,2021-10-19,100,133,Days after full bloom,date_minus_full_bloom_date
61,147.16469041666667,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-03-02,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,7.852102299999999,139.31258811666666,155.01679271666669,61,2022-03-02,134,134,134,DAFB,292,365,2021-10-19,101,134,Days after full bloom,date_minus_full_bloom_date
62,148.79871416666668,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-03-03,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,8.002869866666668,140.79584430000003,156.80158403333334,62,2022-03-03,135,135,135,DAFB,292,365,2021-10-19,102,135,Days after full bloom,date_minus_full_bloom_date
63,150.47252375,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-03-04,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,8.155065270833333,142.31745847916665,158.62758902083334,63,2022-03-04,136,136,136,DAFB,292,365,2021-10-19,103,136,Days after full bloom,date_minus_full_bloom_date
64,152.20643166666667,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-03-05,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,8.310811458333333,143.89562020833336,160.517243125,64,2022-03-05,137,137,137,DAFB,292,365,2021-10-19,104,137,Days after full bloom,date_minus_full_bloom_date
65,153.94943916666668,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2022-03-06,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,8.467546083333334,145.48189308333335,162.41698525,65,2022-03-06,138,138,138,DAFB,292,365,2021-10-19,105,138,Days after full bloom,date_minus_full_bloom_date
326,7.788922373913044,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-22,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.006708902033913044,7.782213471879131,7.795631275946957,326,2021-11-22,34,34,34,DAFB,292,365,2021-10-19,1,34,Days after full bloom,date_minus_full_bloom_date
327,8.277946808333335,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-23,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.020993058375000002,8.256953749958335,8.298939866708334,327,2021-11-23,35,35,35,DAFB,292,365,2021-10-19,2,35,Days after full bloom,date_minus_full_bloom_date
328,8.756209,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-24,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.03722092895833333,8.718988071041666,8.793429928958334,328,2021-11-24,36,36,36,DAFB,292,365,2021-10-19,3,36,Days after full bloom,date_minus_full_bloom_date
329,9.253427395833333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-25,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.055730229416666666,9.197697166416665,9.30915762525,329,2021-11-25,37,37,37,DAFB,292,365,2021-10-19,4,37,Days after full bloom,date_minus_full_bloom_date
330,9.724155083333333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-26,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.081829973125,9.642325110208333,9.805985056458333,330,2021-11-26,38,38,38,DAFB,292,365,2021-10-19,5,38,Days after full bloom,date_minus_full_bloom_date
331,10.1833315,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-27,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.11335132170833333,10.069980178291667,10.296682821708332,331,2021-11-27,39,39,39,DAFB,292,365,2021-10-19,6,39,Days after full bloom,date_minus_full_bloom_date
332,10.798144583333332,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-28,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.13702426208333332,10.66112032125,10.935168845416666,332,2021-11-28,40,40,40,DAFB,292,365,2021-10-19,7,40,Days after full bloom,date_minus_full_bloom_date
333,11.606313166666666,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-29,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.1566731175,11.449640049166666,11.762986284166667,333,2021-11-29,41,41,41,DAFB,292,365,2021-10-19,8,41,Days after full bloom,date_minus_full_bloom_date
334,12.497234958333333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-11-30,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.17561664999999999,12.321618308333333,12.672851608333334,334,2021-11-30,42,42,42,DAFB,292,365,2021-10-19,9,42,Days after full bloom,date_minus_full_bloom_date
335,13.576375833333334,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-01,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.18804765541666665,13.388328177916668,13.76442348875,335,2021-12-01,43,43,43,DAFB,292,365,2021-10-19,10,43,Days after full bloom,date_minus_full_bloom_date
336,14.664496020833333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-02,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.20362569291666668,14.460870327916666,14.86812171375,336,2021-12-02,44,44,44,DAFB,292,365,2021-10-19,11,44,Days after full bloom,date_minus_full_bloom_date
337,15.689168125,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-03,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.22722172083333333,15.461946404166667,15.916389845833333,337,2021-12-03,45,45,45,DAFB,292,365,2021-10-19,12,45,Days after full bloom,date_minus_full_bloom_date
338,16.775665416666666,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-04,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.249610955,16.526054461666664,17.025276371666667,338,2021-12-04,46,46,46,DAFB,292,365,2021-10-19,13,46,Days after full bloom,date_minus_full_bloom_date
339,17.747731833333336,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-05,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.27288855166666665,17.47484328166667,18.020620385000004,339,2021-12-05,47,47,47,DAFB,292,365,2021-10-19,14,47,Days after full bloom,date_minus_full_bloom_date
340,18.491763,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-06,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.2972150266666667,18.194547973333332,18.788978026666665,340,2021-12-06,48,48,48,DAFB,292,365,2021-10-19,15,48,Days after full bloom,date_minus_full_bloom_date
341,19.734397625,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-07,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.3154197470833333,19.418977877916667,20.049817372083332,341,2021-12-07,49,49,49,DAFB,292,365,2021-10-19,16,49,Days after full bloom,date_minus_full_bloom_date
342,20.81071,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-08,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.3411605658333334,20.469549434166666,21.151870565833335,342,2021-12-08,50,50,50,DAFB,292,365,2021-10-19,17,50,Days after full bloom,date_minus_full_bloom_date
343,21.667686125,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-09,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.37393917499999996,21.29374695,22.0416253,343,2021-12-09,51,51,51,DAFB,292,365,2021-10-19,18,51,Days after full bloom,date_minus_full_bloom_date
344,22.561583666666664,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-10,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.4036583570833333,22.15792530958333,22.965242023749997,344,2021-12-10,52,52,52,DAFB,292,365,2021-10-19,19,52,Days after full bloom,date_minus_full_bloom_date
345,23.434165208333333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-11,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.4320853708333333,23.0020798375,23.866250579166667,345,2021-12-11,53,53,53,DAFB,292,365,2021-10-19,20,53,Days after full bloom,date_minus_full_bloom_date
346,24.375851041666664,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-12,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.44848563166666666,23.927365409999997,24.82433667333333,346,2021-12-12,54,54,54,DAFB,292,365,2021-10-19,21,54,Days after full bloom,date_minus_full_bloom_date
347,25.979669041666668,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-13,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.46114543541666664,25.51852360625,26.440814477083336,347,2021-12-13,55,55,55,DAFB,292,365,2021-10-19,22,55,Days after full bloom,date_minus_full_bloom_date
348,27.559590749999998,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-14,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.47545359125,27.084137158749996,28.03504434125,348,2021-12-14,56,56,56,DAFB,292,365,2021-10-19,23,56,Days after full bloom,date_minus_full_bloom_date
349,29.228369291666667,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-15,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.48411859791666667,28.74425069375,29.712487889583333,349,2021-12-15,57,57,57,DAFB,292,365,2021-10-19,24,57,Days after full bloom,date_minus_full_bloom_date
350,30.790589791666665,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-16,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.4995941625,30.290995629166666,31.290183954166665,350,2021-12-16,58,58,58,DAFB,292,365,2021-10-19,25,58,Days after full bloom,date_minus_full_bloom_date
351,31.958679541666665,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-17,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.5281757850000001,31.430503756666667,32.486855326666664,351,2021-12-17,59,59,59,DAFB,292,365,2021-10-19,26,59,Days after full bloom,date_minus_full_bloom_date
352,32.432793624999995,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-18,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.5570876795833333,31.875705945416662,32.98988130458333,352,2021-12-18,60,60,60,DAFB,292,365,2021-10-19,27,60,Days after full bloom,date_minus_full_bloom_date
353,33.56894033333333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-19,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.5810613116666667,32.987879021666664,34.150001644999996,353,2021-12-19,61,61,61,DAFB,292,365,2021-10-19,28,61,Days after full bloom,date_minus_full_bloom_date
354,34.62279991666667,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-20,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.6094457991666666,34.01335411750001,35.232245715833336,354,2021-12-20,62,62,62,DAFB,292,365,2021-10-19,29,62,Days after full bloom,date_minus_full_bloom_date
355,34.88723933333333,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-21,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.6406971029166667,34.246542230416665,35.52793643625,355,2021-12-21,63,63,63,DAFB,292,365,2021-10-19,30,63,Days after full bloom,date_minus_full_bloom_date
356,34.8677685,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-22,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.6657976620833334,34.20197083791666,35.53356616208333,356,2021-12-22,64,64,64,DAFB,292,365,2021-10-19,31,64,Days after full bloom,date_minus_full_bloom_date
357,35.740560208333335,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-23,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.6957623916666666,35.044797816666666,36.436322600000004,357,2021-12-23,65,65,65,DAFB,292,365,2021-10-19,32,65,Days after full bloom,date_minus_full_bloom_date
358,36.879712291666664,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-24,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.7239831541666666,36.155729137499996,37.60369544583333,358,2021-12-24,66,66,66,DAFB,292,365,2021-10-19,33,66,Days after full bloom,date_minus_full_bloom_date
359,38.247787208333335,dayOfYear,697271f9-f862-464c-9f8c-cf8d3f6f3d60,600,600 fruits,meanFruitFW,daily_mean,2021-12-25,E,(e) Mean fruit fresh weight,(e) Mean fruit fresh weight,Fresh weight (g fruit^-1),meanFruitFW and meanFruitFW_sd converted from mg fruit^-1 to g fruit^-1,0.7478337504166667,37.49995345791667,38.99562095875,359,2021-12-25,67,67,67,DAFB,292,365,2021-10-19,34,67,Days after full bloom,date_minus_full_bloom_date
